recID,X,Y,Z,PopWH,PopOH
414,464596.683,3753414.694,0,30.95,0
415,458495.7623,3757503.556,0,0,0
416,469416.2072,3762839.237,0,0,0
417,464639.8208,3760837.096,0,10.15,0
418,462369.2984,3757127.101,0,66.87,0
419,459734.8941,3754356.165,0,125.41,0
420,457091.1141,3756834.059,0,180.34,0
421,459433.9665,3753635.663,0,148.5,0
422,470899.5424,3764036.773,0,142.8,0
423,468665.1561,3752938.625,0,5.03,0
424,459339.5254,3754938.12,0,27.89,0
425,463174.5273,3748890.681,0,16.63,0
426,464656.5369,3749974.89,0,74.36,0
427,464017.2435,3758337.365,0,9.03,0
428,465448.7198,3755747.179,0,101.57,0
429,470176.8163,3758044.054,0,0,0
430,464010.2041,3758736.349,0,71.82,0
431,458729.0051,3753590.991,0,3,0
432,461336.2125,3755813.406,0,90.76,0
433,453967.8435,3755024.539,0,471.35,0
434,464315.3632,3749310.273,0,24.93,0
435,467407.5888,3761988.497,0,53.69,0
436,468580.6072,3754897.143,0,62.71,0
437,466662.3184,3756918.188,0,64.02,0
438,458539.7524,3751408.337,0,112.95,0
439,459443.1876,3758083.595,0,0,0
440,465238.2484,3758185.89,0,0,0
441,469254.788,3763204.722,0,21.01,0
442,464875.0794,3757346.872,0,2,0
443,457528.2238,3759182.6,0,160.95,0
444,472339.1946,3751675.672,0,0,0
445,465369.2177,3749039.147,0,10.06,0
446,469424.1914,3753828.998,0,121.78,0
447,474214.009,3752100.79,0,0,0
448,459236.7323,3755825.769,0,57.36,0
449,452546.7689,3748599.104,0,164.44,0
450,461969.4198,3749045.789,0,941.61,0
451,461753.2986,3748986.427,0,3.2,0
452,462698.9848,3758505.8,0,62.61,0
453,469157.7483,3748661.288,0,36.81,0
454,473542.7604,3751856.056,0,0,0
455,465307.2439,3755453.887,0,20.43,0
456,472972.2774,3755878.779,0,0,0
457,469427.2514,3756839.402,0,85.27,0
458,455667.4026,3751538.799,0,544.76,0
459,456541.2962,3748634.677,0,2256.16,0
460,460159.8112,3755137.571,0,51.33,0
461,463144.0606,3757654.163,0,150.92,0
462,459691.7026,3751752.781,0,139.82,0
463,471145.8315,3757201.489,0,10.8,0
464,465767.5279,3758267.866,0,93.22,0
465,474421.025,3754343.411,0,392.7,0
466,471724.6676,3747999.373,0,0,0
467,465316.2833,3761188.146,0,38.69,0
468,463283.5276,3756599.132,0,0,0
469,465169.3908,3756330.362,0,75.32,0
470,461012.3522,3756676.558,0,273.68,0
471,468673.5145,3756046.017,0,504.98,0
472,466838.207,3759703.72,0,3.8,0
473,466188.1881,3762180.862,0,157.89,0
474,467091.7014,3759664.216,0,27.15,0
475,473584.4352,3762223.13,0,0,0
476,467521.2248,3762219.036,0,15.83,0
477,469607.452,3761094.515,0,41.98,0
478,460038.3267,3755613.813,0,33.72,0
479,470278.7864,3753966.588,0,128.65,0
480,473740.727,3755127.859,0,0,0
481,466281.9386,3758759.059,0,309.71,0
482,460500.407,3753466.252,0,23.09,0
483,469092.5864,3764021.972,0,27.09,0
484,463018.2938,3758284.075,0,43.44,0
485,464315.8973,3760201.071,0,52.44,0
486,470050.874,3762054.96,0,0,0
487,453770.9889,3749905.249,0,26.6,0
488,472998.9732,3752516.811,0,0,0
489,454140.9785,3750058.666,0,40.32,0
490,464112.1494,3755300.032,0,95.27,0
491,455224.5721,3750916.034,0,0,0
492,469216.3191,3753645.401,0,84.35,0
493,455174.7989,3753516.203,0,84.57,0
494,462600.0689,3751274.989,0,0,0
495,474148.615,3750145.409,0,0,0
496,466443.2809,3760136.755,0,45.7,0
497,469496.4556,3757788.193,0,116.26,0
498,474685.0537,3750181.852,0,0,0
499,465237.1371,3755002.489,0,62.04,0
500,472500.0925,3755205.164,0,0,0
501,468249.6143,3755872.449,0,43.03,0
502,459687.5529,3752341.037,0,54.51,0
503,474078.4843,3755908.089,0,0,0
504,471574.6642,3752839.355,0,32.55,0
505,465908.2663,3758856.695,0,68.91,0
506,473566.4683,3756926.081,0,60.84,0
507,453656.5503,3752710.429,0,330,0
508,467608.0413,3759038.649,0,196.92,0
509,466540.4464,3759802.585,0,71.81,0
510,464450.9471,3753942.27,0,20.92,0
511,452165.8369,3757221.525,0,0,0
512,474052.8933,3754870.106,0,0,0
513,460986.0414,3753498.683,0,2,0
514,454598.6654,3751475.879,0,414.28,0
515,458110.1204,3753571.216,0,59.42,0
516,471719.958,3756208.126,0,299.85,0
517,457658.0636,3751523.084,0,458.61,0
518,473613.0359,3753566.983,0,0,0
519,471972.3766,3756635.712,0,0,0
520,467777.5844,3759825.216,0,110.79,0
521,463377.8296,3754790.775,0,118.26,0
522,468842.9158,3748735.228,0,72.42,0
523,462654.4034,3752771.61,0,11.32,0
524,455072.4913,3753287.962,0,0,0
525,459316.4379,3751878.2,0,29.46,0
526,464705.7436,3761199.55,0,34.79,0
527,453865.3505,3755870.561,0,0,0
528,454306.5187,3748252.442,0,15.12,0
529,464361.6796,3758306.757,0,53.21,0
530,462623.3426,3757600.341,0,18.43,0
531,466071.6827,3760762.289,0,39.87,0
532,468013.2063,3763319.365,0,0,0
533,453439.3825,3752445.278,0,7.89,0
534,454859.3019,3754199.692,0,149.24,0
535,465656.632,3756793.558,0,23.69,0
536,474221.7113,3755564.896,0,0,0
537,469032.9352,3752257.922,0,130.33,0
538,462455.6432,3754575.271,0,93.27,0
539,453611.2603,3750168.126,0,0,0
540,467692.8897,3758558.273,0,22.43,0
541,468354.2784,3749905.329,0,68.02,0
542,451347.5796,3748199.332,0,552.56,0
543,456652.0233,3756553.754,0,30.24,0
544,468743.2101,3763610.59,0,38.7,0
545,459185.1496,3754069.339,0,40.38,0
546,468022.0378,3763858.523,0,208.88,0
547,468389.5004,3755698.755,0,14.83,0
548,461330.549,3753346.809,0,45.32,0
549,465901.729,3747908.161,0,49.39,0
550,468195.6358,3762955.65,0,68.09,0
551,465883.7727,3759663.756,0,0,0
552,471428.545,3760406.491,0,5.23,0
553,454821.7116,3753409.713,0,8.83,0
554,453516.6904,3751360.087,0,270.39,0
555,469054.9964,3757437.749,0,693.44,0
556,459486.4637,3759409.987,0,462.32,0
557,467610.779,3753188.303,0,0,0
558,454395.3647,3756564.796,0,205.38,0
559,465625.4585,3756170.04,0,30.8,0
560,454326.0171,3749686.615,0,0,0
561,471311.5224,3760365.808,0,23.4,0
562,469177.5002,3760820.458,0,64.47,0
563,457107.3791,3755792.749,0,364.44,0
564,473106.1326,3759195.933,0,4,0
565,467379.8655,3759839.096,0,60.34,0
566,456019.0796,3750147.771,0,134.56,0
567,466340.6515,3748612.557,0,154.4,0
568,466817.4477,3757030.752,0,0,0
569,451511.4939,3750955.142,0,32.38,0
570,471657.496,3756719.995,0,13.92,0
571,464966.5886,3759320.383,0,27.26,0
572,465136.2926,3759600.405,0,0,0
573,471728.4249,3748507.091,0,0,0
574,459034.1725,3753345.3,0,158.38,0
575,455432.2861,3752920.914,0,1082.68,0
576,457405.3433,3758396.661,0,0,0
577,471812.2925,3750566.115,0,79.93,0
578,461580.825,3754922.556,0,78.71,0
579,457946.2956,3752552.709,0,39.99,0
580,469498.5412,3752154.307,0,82.96,0
581,466154.4623,3758860.924,0,54.95,0
582,465512.4901,3759019.103,0,1.06,0
583,455519.3181,3756137.532,0,22.47,0
584,474480.1998,3753293.237,0,118.27,0
585,452040.3401,3749711.481,0,0,0
586,470780.8667,3764215.323,0,58.18,0
587,451542.6676,3750791.134,0,18.43,0
588,469750.2816,3753876.262,0,130.73,0
589,462054.348,3755703.639,0,21.15,0
590,461930.9343,3757621.647,0,11.4,0
591,466987.7124,3756765.1,0,69.07,0
592,461539.0041,3748652.405,0,91.94,0
593,469100.3159,3761407.152,0,0,0
594,469514.8275,3758803.1,0,0,0
595,464249.6991,3764039.495,0,0,0
596,459240.0039,3749390.461,0,31.52,0
597,473987.9934,3762798.862,0,0,0
598,460075.0342,3758178.487,0,0,0
599,467820.4155,3760944.225,0,0,0
600,465541.6629,3760069.884,0,0,0
601,471030.8915,3757825.157,0,0,0
602,472045.6616,3751160.917,0,60.8,0
603,455261.9611,3751885.039,0,98.94,0
604,465570.8125,3749037.006,0,35.03,0
605,468035.4421,3763565.466,0,81.43,0
606,464601.3182,3760707.155,0,33.49,0
607,459364.1573,3753138.51,0,61.7,0
608,469731.8372,3750267.325,0,141.51,0
609,462497.8511,3758102.214,0,428.46,0
610,467733.2549,3760801.01,0,4,0
611,459769.4231,3753025.748,0,15.44,0
612,470904.9962,3760206.462,0,51.7,0
613,462245.5561,3755978.467,0,527.15,0
614,473803.6697,3763266.495,0,5.6,0
615,458288.108,3752863.184,0,73.71,0
616,454653.4466,3750802.119,0,2,0
617,461577.0122,3754391.935,0,0,0
618,460360.1577,3757729.787,0,98.74,0
619,470416.6206,3760755.11,0,80.87,0
620,473874.5479,3762376.746,0,0,0
621,458845.2369,3753751.761,0,72.62,0
622,455179.2272,3755955.603,0,213.39,0
623,466050.8713,3761737.71,0,89.09,0
624,463430.739,3757361.039,0,10.8,0
625,466456.1106,3762052.24,0,95.22,0
626,460792.6988,3755078.895,0,60.44,0
627,466901.8436,3758889.54,0,55.1,0
628,458250.756,3755999.816,0,1269.02,0
629,470156.896,3761979.881,0,0,0
630,473506.5313,3752850.564,0,0,0
631,461932.1878,3759184.422,0,0,0
632,467379.9167,3759695.729,0,0,0
633,466121.4216,3755982.754,0,38.69,0
634,464500.1536,3757681.075,0,69.92,0
635,466199.9768,3761028.896,0,135.95,0
636,456533.2642,3755800.242,0,120.04,0
637,459664.2106,3757974.077,0,26.35,0
638,464904.0069,3747897.166,0,0,0
639,465256.6562,3761082.574,0,28.66,0
640,452597.3541,3748711.439,0,128.99,0
641,457760.6872,3754111.155,0,84.17,0
642,467670.5125,3763295.903,0,36.91,0
643,458559.6923,3753476.79,0,23.47,0
644,457706.9371,3756040.391,0,68.89,0
645,462537.7286,3754505.802,0,55.58,0
646,455372.9664,3758937.404,0,51,0
647,455981.8502,3757134.067,0,376.95,0
648,465829.2256,3762089.455,0,0,0
649,451976.8944,3750392.209,0,0,0
650,463994.9588,3754809.28,0,32.81,0
651,465927.2689,3759472.908,0,0,0
