_id,_x,_y
12739,1023853.5932236449,3764515.5486497753
1274,1011810.4124293453,3776623.2273739865
12740,1023874.3198394295,3764514.4438130977
12741,1004498.0654300344,3760595.3808522983
12742,1014671.2855340021,3765823.279153296
12743,1027285.339540556,3764403.6558517846
12744,1018876.9856612808,3770853.587416987
12745,1019006.1015470378,3770831.0715871966
12746,1018877.5887385572,3770817.38905911
12747,1024791.6161358946,3771571.238798294
12748,1022945.3929559051,3772176.2079752428
12749,1006751.0298486575,3763576.573656547
1275,1011818.5563334539,3776524.5676791114
12750,1006746.0379239244,3763582.7225872297
12751,1024052.9475684842,3767691.118825699
12752,1018712.753451319,3773475.501551924
12753,1018521.3794525994,3773556.3758903435
12754,1024606.5894745735,3766873.0172826746
12755,1024946.3329161981,3778480.9991788547
12756,1024950.7871704831,3778396.6402034108
12757,1024968.8184022099,3778081.847195893
12758,1012552.3647411226,3761265.630010426
12759,1021053.985834673,3765838.4629566004
1276,1017004.8496130365,3776434.5901266467
12760,1013592.6927611243,3764742.59347053
12761,1013687.9303744832,3764936.335705465
12762,1013774.8590216823,3765139.1537700505
12763,1015514.3682021964,3770563.069546932
12764,1008527.4591741051,3763439.2224892494
12765,1008508.5790145121,3763465.0878548766
12766,1008491.9559204079,3763487.8440340147
12767,1008461.8371286143,3763529.0909134545
12768,1008399.4332508222,3763614.5763938646
12769,1008393.0368006343,3763623.3337925076
1277,1016876.0194872648,3776278.399269118
12770,1008380.765515424,3763640.1302678287
12771,1013232.6039447938,3766946.7562000663
12772,1013178.5297098594,3767021.3481955584
12773,1013123.0034868871,3767096.184718751
12774,1007440.558264957,3763717.62644859
12775,1020270.0025631413,3771242.6368489186
12776,1020183.412529352,3771236.23413754
12777,1020007.7303501783,3771227.059329885
12778,1011498.4689008764,3770378.490390579
12779,1019639.342354466,3775545.474612935
1278,1016738.3345891598,3776020.142599059
12780,1019585.5436174003,3775437.39273334
12781,1019551.8176080391,3775367.0828787475
12782,1019532.6585774734,3775328.8714541127
12783,1019528.9501066916,3775321.2136816275
12784,1019483.7451557384,3775227.755528843
12785,1019454.2404108817,3775162.6699864506
12786,1019428.2690652274,3775109.600156221
12787,1019406.7095637058,3775065.9091992914
12788,1019401.0397755736,3775054.422355917
12789,1019347.5680531615,3774946.015512404
1279,1017169.8533165364,3776738.925966647
12790,1019319.2085807149,3774888.079728062
12791,1019290.6247567645,3774827.8031891766
12792,1019260.2593706935,3774768.186456196
12793,1019181.2806231962,3774599.150632946
12794,1019153.9394748451,3774544.2576412573
12795,1019127.7262079995,3774492.6466684206
12796,1019099.4283109292,3774436.910319161
12797,1019047.1288081955,3774326.9554614504
12798,1019024.8252694916,3774278.657198042
12799,1019020.8436773745,3774271.8983712792
128,1023947.2298941839,3773558.0961316433
1280,1017075.8382060851,3776601.484516936
12800,1018942.5185515692,3774112.0714771403
12801,1007686.891030849,3762680.408237211
12802,1006790.80959314,3761618.0833913847
12803,1006607.3584749779,3761858.26419087
12804,1022121.8026413205,3776614.256437787
12805,1021494.1393867929,3776722.356603804
12806,1021805.6248025512,3776604.199883788
12807,1021756.3729915485,3776628.596357558
12808,1008693.9887381194,3766897.1675707134
12809,1020861.5323098698,3776933.0507612103
1281,1017021.7299760359,3776526.1808651458
12810,1021175.1589076668,3774627.7294415934
12811,1021191.8887920757,3774354.19533043
12812,1021193.0531387896,3774335.4521329296
12813,1021199.7517684188,3774223.322486347
12814,1021210.0428778687,3774050.968826491
12815,1024396.8130924677,3767882.379093798
12816,1009811.7316816015,3769929.958978518
12817,1009797.1991728568,3769874.2248806753
12818,1009786.039286542,3769709.584470982
12819,1024495.0724539828,3770815.0889586466
1282,1016975.6666634346,3776449.3352937703
12820,1012870.6731366813,3772995.2510440727
12821,1019451.7290607817,3763320.739140366
12822,1019462.7121523337,3763094.8739638706
12823,1005507.4124144497,3767414.244672386
12824,1015673.5053488933,3766628.0089761787
12825,1014680.3112047311,3769389.4012807356
12826,1015388.1417741273,3774928.392110632
12827,1015107.9566167191,3774992.5456645745
12828,1012837.3480916627,3764333.4700589026
12829,1018344.5334686055,3770657.6210123817
1283,1008018.4686612807,3767248.0503517874
12830,1018355.1545703174,3770439.646959861
12831,1018357.7952329363,3770386.392107089
12832,1016884.376869903,3774689.2365083895
12833,1012117.7531799168,3773093.3793824557
12834,1010567.7000646911,3771282.3830108875
12835,1012839.5272916581,3769274.2849467476
12836,1012821.8429112808,3769273.1925398014
12837,1012767.6973680703,3769271.2265225695
12838,1012756.6309483813,3769270.860596705
12839,1012749.5711104783,3769270.5781782395
1284,1007975.9485857699,3767327.4727504486
12840,1012689.3567303973,3769268.2056722553
12841,1012669.5757562737,3769267.4232386616
12842,1012610.4418594895,3769264.474815339
12843,1012353.3439338814,3769250.7356078876
12844,1012306.0669323027,3769248.4758616965
12845,1012270.1342831216,3769246.763844988
12846,1012259.3917018278,3769246.248939905
12847,1012207.2974732325,3769243.6174260844
12848,1012178.4286087246,3769242.8006785186
12849,1012149.2007446017,3769242.098260546
1285,1007834.640173336,3767391.290875206
12850,1011899.192603999,3769230.002955021
12851,1020930.1190124544,3764521.313850329
12852,1021150.5702207235,3764429.1844603335
12853,1025248.005697484,3779316.4033062034
12854,1025266.5176718709,3778963.939275115
12855,1019609.3459126598,3778705.0986294905
12856,1019602.8493637026,3778809.527887608
12857,1019602.5604575779,3778816.2860927624
12858,1019599.6484360516,3778885.125888753
12859,1019597.2083541652,3778942.538074699
1286,1007795.7208044797,3767465.7718706266
12860,1019595.189706353,3778990.1131220767
12861,1019593.704875821,3779025.1386581357
12862,1019591.2139965498,3779083.8070609276
12863,1019516.0327513581,3779341.7381099374
12864,1019398.8547289832,3779407.134171111
12865,1025416.7449580448,3779327.4208607557
12866,1025326.4092396464,3778906.9929128825
12867,1025585.9501004491,3778920.9428758402
12868,1025806.3009450369,3778933.6952444073
12869,1025887.0978898744,3778936.8748883726
1287,1007833.1080026525,3767537.1845597164
12870,1025983.2803005227,3778941.526272213
12871,1026072.4967627235,3778946.8040254493
12872,1021873.3688077182,3778824.8322963705
12873,1021831.7868991862,3778840.235914924
12874,1021639.7377276773,3778909.8329172907
12875,1021586.6440268458,3778929.0797485854
12876,1021506.1017450481,3778940.713994505
12877,1021438.6466319857,3778943.0224805963
12878,1024338.5208098749,3779265.8810677216
12879,1024344.5582190956,3779192.6864977907
1288,1022402.7723140317,3778049.299089908
12880,1020934.6746411357,3779016.546850466
12881,1025158.8501982113,3778958.287762105
12882,1020853.2444431554,3778996.1042595506
12883,1025512.4373459659,3779332.620300163
12884,1024845.4195434015,3779023.4271301194
12885,1020801.8960717809,3778656.2477488653
12886,1020802.0614862677,3778661.148176688
12887,1020803.5236138373,3778705.061149747
12888,1020804.3280722257,3778754.4976152694
12889,1020804.4419321953,3778766.882554019
1289,1022074.4600029138,3777999.633576761
12890,1020804.241784895,3778805.1105012507
12891,1020804.1548264481,3778820.4592379024
12892,1019697.1756472548,3779937.4962519533
12893,1019836.7751881998,3779093.7771868897
12894,1019810.5366744401,3778891.5571540585
12895,1019802.1377986288,3778826.8177126264
12896,1019757.4449286994,3778615.146760046
12897,1024142.080186537,3779254.8583538034
12898,1024154.4999379825,3779057.477843184
12899,1025853.8975073964,3779489.7311068266
129,1024049.6775703289,3773421.2671812233
1290,1022043.0174938974,3778080.891075375
12900,1025861.0003831845,3779352.9016309944
12901,1004719.6270762967,3762166.7198187727
12902,1004143.5977930534,3762236.328535694
12903,1004583.4688079618,3762195.4157847734
12904,1025462.7006782171,3781859.101118967
12905,1022969.6849663209,3778860.288462096
12906,1023446.4398978052,3781598.8898730776
12907,1020320.5401134905,3778501.9465679405
12908,1019460.7632872554,3777124.9221161176
12909,1019308.1171575778,3776919.402917884
1291,1021983.8750969131,3778165.072418358
12910,1018346.0619936313,3775348.654537423
12911,1018320.2781581092,3775325.0454158015
12912,1018215.6895247917,3775158.32353498
12913,1017893.7570317336,3773685.5089070275
12914,1019248.1731809813,3775747.0808850587
12915,1018618.0040396972,3775294.613752357
12916,1022884.9887097427,3778727.889330913
12917,1022735.2566042673,3778463.6273008888
12918,1022027.5823086149,3777009.969976707
12919,1021498.8349558886,3775058.5526966746
1292,1021955.0534162859,3778183.7337632207
12920,1021495.4049240961,3775123.6773009347
12921,1021492.3539139909,3775181.602865175
12922,1021488.2575899278,3775259.2922110315
12923,1021487.6634132452,3775288.027890901
12924,1021658.7189536414,3775469.3542216835
12925,1021165.0513278316,3775270.4028072506
12926,1021054.9566216755,3775058.3911184273
12927,1017937.6499364026,3773703.30152312
12928,1018009.5137291986,3773729.468963353
12929,1018128.6986355978,3773771.156455006
1293,1014027.3162864605,3769178.7697629323
12930,1018218.6465570758,3773802.328513579
12931,1018470.708101471,3773884.9473775383
12932,1016299.9542625884,3772566.7197469347
12933,1016298.2691340863,3772554.2391010947
12934,1016150.3248621849,3772387.668176749
12935,1015178.6426245021,3772137.312108391
12936,1015062.3299560144,3772233.5431962507
12937,1014672.058100394,3772527.9566260898
12938,1014660.6387395002,3772523.7362837945
12939,1014364.5788021601,3772575.1266861307
1294,1013965.8268740906,3769261.0080696642
12940,1014809.4743648302,3772405.2544566295
12941,1014793.3768240664,3772382.285897152
12942,1014790.8118109428,3772309.242808853
12943,1014815.2785007231,3772456.660975356
12944,1014947.9232627852,3772205.9186255536
12945,1014926.5064980253,3772219.57966894
12946,1014872.6362633025,3772253.3747685794
12947,1014876.7296651449,3772236.3411517027
12948,1014695.4226039394,3772405.748258647
12949,1014922.3128848481,3772215.451988687
1295,1020374.6310130027,3774510.826004391
12950,1014934.7622983679,3772238.9349685404
12951,1011578.8314094872,3771807.8856811007
12952,1011563.7522907946,3771792.7102686474
12953,1011635.1437617947,3771717.74923531
12954,1011718.254968703,3771624.708109125
12955,1011941.0994656279,3771436.8701114845
12956,1011707.4114796206,3771395.1416839357
12957,1011572.4983444924,3771561.8319754945
12958,1011567.2683466462,3771586.6023515165
12959,1011300.6869405949,3771711.503023907
1296,1020264.4242199692,3774566.5342879277
12960,1010832.204720753,3771768.148115377
12961,1010647.5979209009,3771848.626019301
12962,1012285.7708516144,3774160.790093803
12963,1012260.7175683652,3774135.9256511545
12964,1012231.6317528139,3774174.797410809
12965,1009220.0807937677,3765822.069624244
12966,1009208.6030327242,3765829.2944515073
12967,1009152.5777785784,3765860.4460170027
12968,1009125.2053277924,3765880.8740043663
12969,1009027.767114524,3765931.743973648
1297,1020245.6992059629,3774575.875558645
12970,1008932.7201836233,3765976.850674867
12971,1008908.6057063672,3765975.5547260176
12972,1008856.752905341,3765972.8239818634
12973,1008857.701119307,3765957.7702983026
12974,1008909.3936068905,3765960.8934265543
12975,1008933.2300146089,3765962.352652811
12976,1008939.2385567914,3765961.14950883
12977,1009016.6326562971,3765910.8165457193
12978,1009111.7685644686,3765866.495025289
12979,1009141.6565423048,3765853.1753564533
1298,1020208.2024220458,3774594.566757059
12980,1009280.3262673412,3765462.862319944
12981,1008409.9772898436,3766093.6345020635
12982,1008410.2680545081,3766088.737803114
12983,1008411.3574462247,3766070.350066995
12984,1008411.5247344887,3766067.4072070727
12985,1008443.6129027102,3766078.108123498
12986,1008452.4954604006,3766082.1829685676
12987,1008494.5304605787,3766064.5123535767
12988,1008510.4164434245,3766060.7872703196
12989,1008512.4319193845,3766060.784110999
1299,1020154.9407117533,3774621.1024461878
12990,1008545.7497250645,3766069.5129699586
12991,1008550.2254821386,3766076.614992746
12992,1008590.7912314169,3766135.4134911587
12993,1008605.0818792072,3766153.0901508597
12994,1008659.0048397845,3766210.1002311734
12995,1008681.9638558592,3766229.7798998244
12996,1008715.37617313,3766255.5796440877
12997,1008429.3549103672,3765978.171816811
12998,1008426.6514427507,3765978.0155292684
12999,1008420.6905066362,3765891.3235062445
13,1027245.1205090766,3763064.8814110146
130,1005573.8993566444,3769931.003693077
1300,1020042.5284386706,3774675.6217624485
13000,1008425.7088897163,3765938.8335302933
13001,1008439.0625762916,3765939.550483174
13002,1008472.9207337662,3765893.7713075145
13003,1008447.7827068398,3765898.046815187
13004,1008470.4758119562,3765941.381926443
13005,1008469.415636414,3765959.916048433
13006,1008515.4997512113,3765945.0248240177
13007,1008565.0451308433,3765947.8302673637
13008,1008565.4141795747,3765945.8005009657
13009,1008561.9188096528,3765818.0595257725
1301,1019982.290955446,3774704.804599153
13010,1009189.2931936794,3765827.242533151
13011,1009011.4602726845,3765899.0540747633
13012,1008329.0182767657,3765742.998804422
13013,1008327.5963432898,3765859.9822405027
13014,1008337.8913066746,3765974.776494029
13015,1008369.1379875017,3766095.786146557
13016,1008505.0558754869,3765611.462536484
13017,1008509.9916621177,3765618.1324896268
13018,1008552.0109011193,3765686.7550844294
13019,1008542.7689029477,3765698.5340400483
1302,1019980.5887414895,3774705.5464846054
13020,1008540.1248567528,3765702.11250337
13021,1008548.2511782846,3765713.5319580697
13022,1009272.5512160202,3766604.724381147
13023,1009207.3663774631,3766713.1784245
13024,1009196.2405479182,3766731.661477646
13025,1009186.7086325218,3766747.4454635684
13026,1009128.7067474234,3766843.587406321
13027,1008993.0727405731,3767067.687984544
13028,1008899.7244169663,3767266.036710525
13029,1008874.5932713806,3767320.1585955787
1303,1019923.6369422391,3774733.049912067
13030,1008835.502355363,3767404.396617687
13031,1008825.3659381616,3767426.2636625697
13032,1008690.5272143024,3767784.9027347
13033,1008654.9499904733,3767893.134152123
13034,1008643.8798027679,3767916.321176663
13035,1008599.5776369437,3768052.321358352
13036,1008585.079344766,3768092.1330819023
13037,1008544.8325496393,3768299.374226813
13038,1008426.2513419716,3768864.938778193
13039,1009030.3639060818,3765938.032365171
1304,1019809.5535899254,3774787.802604399
13040,1009196.1811931047,3765844.9231634787
13041,1009133.9210828041,3765911.7190833394
13042,1008978.2887008011,3766000.776020837
13043,1008908.1084919951,3765984.8068945557
13044,1008872.1653565357,3765988.6342885266
13045,1008842.3270587928,3766024.725673156
13046,1008827.8578386505,3766026.6215784615
13047,1008789.5383623139,3766051.173958023
13048,1008779.2523750314,3766050.576750359
13049,1008430.6829483071,3765819.200133449
1305,1019699.8076275543,3774841.346757382
13050,1008439.991930491,3765816.202257283
13051,1008473.2101260866,3765808.29478032
13052,1008531.8035556739,3765811.4186488776
13053,1008563.1967217191,3765814.151510605
13054,1008593.0342823635,3765846.5422121547
13055,1008585.6821761042,3765914.7862277366
13056,1008616.3028307203,3765828.142570207
13057,1008654.7508446123,3765805.8687081533
13058,1008690.9714569293,3765776.47998974
13059,1008583.3469527222,3765648.359507258
1306,1019646.4098669142,3774865.860688811
13060,1008644.531607128,3765712.7208002256
13061,1008264.9937008563,3766141.6244097757
13062,1007742.9861953247,3766856.428604094
13063,1008473.6533987765,3767452.5763993915
13064,1009284.1178891046,3767709.812356822
13065,1009446.6297385865,3767030.8537097736
13066,1009317.921141687,3767254.176014334
13067,1009594.9435102823,3767119.3401942034
13068,1009492.3695696271,3766647.351019828
13069,1009533.2342052279,3766674.0454409565
1307,1019592.3446342228,3774894.5830681054
13070,1009543.9629766159,3766681.0724922502
13071,1009632.7658954007,3766689.817863593
13072,1009642.942783447,3766678.4577845503
13073,1009667.8084244567,3766640.5860272953
13074,1009674.8987986787,3766629.8061472015
13075,1009702.8484856322,3766587.2660067403
13076,1009709.593426557,3766580.488831042
13077,1009739.6122616665,3766555.927589176
13078,1009754.6513612419,3766536.8870319715
13079,1009776.3223307385,3766505.5827153297
1308,1019537.2573273869,3774921.4779547555
13080,1009789.5854144506,3766486.413148887
13081,1009797.1954496836,3766448.737575645
13082,1009779.4398612219,3766423.185993007
13083,1009733.1751461283,3766390.5188506776
13084,1009727.4581622337,3766386.4794162703
13085,1009680.0929558151,3766353.029297608
13086,1009645.4335969733,3766350.0943374694
13087,1009607.8672423607,3766389.2654549372
13088,1009573.1538475095,3766440.8322674953
13089,1009562.4145492667,3766456.7738323584
1309,1019483.390455849,3774948.2954126326
13090,1009556.7727762475,3766464.9694664427
13091,1009544.8637221511,3766482.2850541626
13092,1009510.7179356952,3766531.9443030674
13093,1009475.5454635244,3766583.085588028
13094,1009467.7329064086,3766612.295600229
13095,1009522.1328920412,3766716.3898581015
13096,1009469.7095198988,3766683.4258445757
13097,1009536.7955679216,3766668.957096477
13098,1009608.7563027185,3766558.407529912
13099,1009681.4511244511,3766703.544567063
131,1005473.4369637005,3769926.4019515966
1310,1019431.186322692,3774972.7311801384
13100,1009598.1118373794,3766667.311432865
13101,1009847.1104547718,3766417.9181609326
13102,1009840.8844014865,3766426.093350972
13103,1009827.7548303371,3766437.2608937817
13104,1009866.4982993673,3766464.377198976
13105,1009442.3973438826,3766012.6549216914
13106,1009469.9895956777,3765990.9140364532
13107,1009493.4776393683,3765976.92809194
13108,1009516.5908474338,3765963.1782284635
13109,1009534.8676166586,3765953.356537975
1311,1019374.6455815262,3775000.9284340553
13110,1009591.7487511586,3765949.2992520006
13111,1009624.3588500542,3765949.438916616
13112,1009635.4341972569,3765965.9195400467
13113,1009616.602152959,3766005.386174298
13114,1009583.769343516,3766049.2568734232
13115,1009550.1466567462,3766094.1767811384
13116,1009517.8541850147,3766121.4569255877
13117,1009472.8784135078,3765943.605170056
13118,1009451.8757346475,3765910.8732733447
13119,1009444.9003970448,3765900.0048760246
1312,1019264.9320248591,3775056.3502873774
13120,1009426.2548029216,3765868.1684772666
13121,1009347.4881306223,3765809.6169591625
13122,1009341.2863709861,3765805.4292447185
13123,1009312.511208165,3765766.788152959
13124,1009310.1113921115,3765761.15633018
13125,1009245.9826998914,3765646.427362167
13126,1009346.9196203006,3765713.4661838277
13127,1009357.236929073,3765695.184674084
13128,1009386.0752993558,3765742.150278324
13129,1009423.4356463717,3765769.5015494553
1313,1019218.047514214,3775078.416781355
13130,1009445.8276775475,3765785.9110999927
13131,1009438.5607422526,3765964.1599647184
13132,1009420.5093607807,3765974.9741945015
13133,1009464.7624236416,3766057.691017596
13134,1009433.1375638143,3766076.017982468
13135,1009411.2038222759,3766088.7397880163
13136,1009420.0552436337,3766057.4802950355
13137,1009494.5935678822,3766105.5015685842
13138,1009463.0912387981,3766124.6593157575
13139,1009441.2375949703,3766137.9645913127
1314,1019212.3691201876,3775081.0904222005
13140,1009450.1745610798,3766105.116804844
13141,1009600.6471634251,3766133.943539759
13142,1009579.8428182822,3766117.563169485
13143,1009500.5911753159,3766057.0343761356
13144,1009636.4178550786,3766089.4958473532
13145,1009614.0720280209,3766072.4197909217
13146,1009554.9439926608,3766027.978131394
13147,1009535.6048445476,3766013.704098825
13148,1009667.2861431104,3766044.3388094385
13149,1009646.8532564215,3766028.646660097
1315,1019018.6341656907,3775174.254217919
13150,1009587.7196418594,3765984.3047769614
13151,1009576.6838174716,3765976.2364841066
13152,1009541.0181439628,3766046.5219868952
13153,1009575.3211064548,3766001.5606622
13154,1009518.4614997678,3766006.4323142814
13155,1009532.0567740629,3765916.70198693
13156,1009531.898605471,3765904.796761748
13157,1009508.082638468,3765917.7958931513
13158,1009489.4935290655,3766026.2944983873
13159,1009499.0965115168,3766044.4223085656
1316,1021440.306040047,3774153.905693096
13160,1009609.0552638189,3764276.414912038
13161,1009607.625020761,3764278.3096309486
13162,1009603.6040896199,3764283.6407046802
13163,1009593.5726936504,3764296.924962176
13164,1009583.800659752,3764309.877858856
13165,1009565.7078056517,3764333.8455178137
13166,1009560.6465899226,3764340.5576142515
13167,1009530.3782810092,3764378.819352458
13168,1009510.9334105696,3764403.404996141
13169,1009503.0130557293,3764414.229674696
1317,1021320.1784225281,3774146.4607937117
13170,1009498.5079243898,3764420.102835805
13171,1010253.3123621017,3764642.6386552826
13172,1010387.4962225445,3764779.6068266225
13173,1009482.2788699702,3764464.176807451
13174,1009454.339179852,3764458.4526938144
13175,1021425.5796577049,3775775.17834295
13176,1021134.6485598894,3775336.611977602
13177,1020729.611972422,3774801.094349237
13178,1020712.7418311323,3774766.35988311
13179,1009413.4512503253,3764530.8087975904
1318,1021204.6186164357,3774139.1692328374
13180,1009396.200478992,3764553.641165889
13181,1008362.1666465943,3766063.376080138
13182,1008581.5179749322,3765967.940943784
13183,1008909.8804515736,3765953.3895430774
13184,1008887.6272962311,3765952.193685266
13185,1008918.4261085149,3765813.2062379066
13186,1008916.5745426721,3765840.921120551
13187,1008913.9232936192,3765880.578723336
13188,1008902.918884664,3766041.97245797
13189,1008990.6081058166,3763710.4242936214
1319,1020987.8491112866,3774214.449593586
13190,1008950.1615985448,3763764.0476969793
13191,1008949.1213275089,3763765.4287700797
13192,1008913.9258454593,3763812.093869336
13193,1008880.4523973688,3763856.6237025056
13194,1008877.3618138235,3763860.724002188
13195,1008742.4877286641,3764034.1464280467
13196,1008985.893423456,3764218.1132881236
13197,1009452.9061018783,3764394.581495659
13198,1006838.8385070369,3762065.804055559
13199,1006565.6949192104,3762424.204668976
132,1005411.6628046205,3769923.579250921
1320,1020742.3281187098,3774333.67412906
13200,1006940.3469754952,3761759.42709108
13201,1006794.1884778681,3761950.19376952
13202,1006769.759253985,3761982.0811645347
13203,1006755.1428813462,3762001.9398266864
13204,1006470.9258225111,3762377.0714269183
13205,1006672.5527000914,3761939.4499454657
13206,1006372.8607301652,3762332.1468960824
13207,1006588.9636648439,3761877.030132263
13208,1006275.6237860199,3762286.488055016
13209,1006323.6799446312,3761719.3201369336
1321,1006688.1404886588,3768734.151907106
13210,1006238.3809604817,3761829.6596422517
13211,1006033.2172030085,3762104.8557749074
13212,1005970.714808783,3762187.664977541
13213,1006340.6914502184,3761684.518415993
13214,1010003.575318767,3764424.462531636
13215,1009984.5411529506,3764437.2507260116
13216,1004563.5656168426,3762439.7078409907
13217,1004531.2677291015,3762508.4378202795
13218,1004506.0793653559,3762485.6453268267
13219,1004538.687468413,3762414.2252224847
1322,1006677.1980690813,3768755.7542599323
13220,1004318.8380162052,3762321.108634318
13221,1004473.8032962371,3762713.707710109
13222,1004286.8574536402,3762915.6637930945
13223,1004656.59669845,3762391.998080733
13224,1004206.3124760729,3762415.578253788
13225,1004520.3431512378,3762406.4881663895
13226,1004610.4560457312,3762482.7240902698
13227,1004444.2737337644,3762602.9937259327
13228,1004494.8146425353,3762478.4186940324
13229,1005316.8970627701,3762682.3131818897
1323,1006640.1246758115,3768854.953169014
13230,1004965.510239386,3762647.8959676162
13231,1004632.7277256146,3762569.3838638505
13232,1004590.8404410204,3762055.322561799
13233,1004732.7775901549,3761669.888670455
13234,1004553.6532321861,3761751.3219097215
13235,1004540.4372812259,3761747.9233224588
13236,1004532.2350620163,3761745.8050725334
13237,1004958.2084879994,3761625.6527165673
13238,1004958.1112360812,3761641.7868090007
13239,1004960.4172252638,3761715.5554710506
1324,1006552.3832699338,3768874.8601289773
13240,1004961.8339239965,3761761.0080021927
13241,1004963.8417127375,3761825.1930863005
13242,1004965.7569653455,3761886.5775640905
13243,1004968.0840619003,3761947.727808388
13244,1004973.1036743384,3762036.644257971
13245,1004976.1227041304,3762062.9910112643
13246,1004976.7472575506,3762067.3124904484
13247,1004977.3400778151,3762071.532035763
13248,1004979.1495007545,3762082.9114252925
13249,1008702.2974092761,3764087.717360367
1325,1006519.993882755,3768873.081338556
13250,1008532.8007716455,3764311.669721434
13251,1008516.320311035,3764332.651076387
13252,1008450.3483317345,3764416.484862361
13253,1008285.1276429759,3764632.6157602775
13254,1008222.569457999,3764720.064418065
13255,1008147.1194497462,3764817.5708669745
13256,1008094.6137791856,3764885.4422932556
13257,1008053.9511022088,3764931.4929751917
13258,1009445.1399419546,3764491.854610161
13259,1009400.7396364443,3764470.597554419
1326,1006486.3362341817,3768871.234759336
13260,1008977.0653879871,3764240.1400417853
13261,1009743.9783274212,3764287.3149671983
13262,1009669.7901404937,3764196.7500489466
13263,1009560.1885022675,3764112.9478545384
13264,1009653.7835605731,3764217.153882817
13265,1009702.5454256067,3764255.08811694
13266,1009672.4663698954,3764271.682782516
13267,1009634.2346959764,3764299.7914128127
13268,1009649.7987502344,3764311.7900587767
13269,1009683.8297360385,3764338.806381641
1327,1006472.3124143283,3768870.461684687
13270,1009698.8495856193,3764350.731299121
13271,1009711.9804954673,3764361.1622255626
13272,1010255.9349676443,3764436.467905383
13273,1010070.17913044,3764464.6405060664
13274,1009959.5716087122,3764482.4801501515
13275,1009982.4733720135,3764469.1092114286
13276,1010116.3972209152,3764571.682479728
13277,1009632.5467776632,3764485.736829975
13278,1009569.7927231593,3764347.532509675
13279,1009620.2801249078,3764386.0159046478
1328,1006459.7315656871,3768869.788158004
13280,1009668.5173108412,3764422.8079634607
13281,1009630.9822529664,3764372.1773796575
13282,1009650.1959434533,3764345.852901359
13283,1008458.888996103,3766091.793943676
13284,1008451.6803921439,3766089.9253884633
13285,1008448.1836940384,3766088.1113376427
13286,1008444.4208028098,3766064.27226904
13287,1008437.5827269224,3766063.804863096
13288,1008542.365220964,3766132.5341909635
13289,1008565.6050130604,3766110.679898422
1329,1006370.1360567986,3768864.858406429
13290,1008577.9193152697,3766127.1141747427
13291,1008606.4618493358,3766163.1894311304
13292,1008601.6579996701,3766165.136943504
13293,1008600.945155663,3766183.0771078425
13294,1008617.002492723,3766199.155556892
13295,1008624.1498569831,3766206.312025967
13296,1008651.0290021403,3766217.5025574276
13297,1008669.077514576,3766230.223827198
13298,1008674.257848368,3766234.2337070904
13299,1008678.4923903265,3766237.5244368115
133,1022989.7930669433,3777382.459357735
1330,1006312.5313604833,3768862.0425803447
13300,1008520.3764629444,3766139.3957123575
13301,1008532.5708030292,3766139.560467395
13302,1008908.0496838453,3766064.704667632
13303,1008894.2886010943,3766063.274506587
13304,1008964.9484738724,3766070.135319607
13305,1004302.7478261362,3762846.5840677316
13306,1004265.700832109,3762891.137138411
13307,1004686.884424737,3761550.963333577
13308,1004707.4744426033,3761478.825681859
13309,1004720.3011526279,3761429.141530072
1331,1006077.139229811,3768850.5613017967
13310,1004726.8081586531,3761403.9368788754
13311,1004736.2890204417,3761367.1954215295
13312,1004751.2453829392,3761309.270985534
13313,1004826.532121151,3761039.8691864586
13314,1004845.2696143347,3761008.4989149845
13315,1004913.8181702318,3760876.5735446475
13316,1004925.0614006477,3760839.9036376146
13317,1004970.9036100265,3760690.519165408
13318,1004985.5743246989,3760642.7041750294
13319,1004993.223465227,3760625.5575599023
1332,1006061.2215920598,3768849.7877783007
13320,1007681.9347974154,3763405.011137387
13321,1007152.0805047101,3763223.11994617
13322,1007286.4709127494,3763046.2776173134
13323,1007723.3970843591,3763401.8298129197
13324,1007268.3323015152,3763031.962741126
13325,1007210.4713179322,3763052.703347834
13326,1007346.181655294,3763191.447583397
13327,1007228.6303900743,3763131.3897896768
13328,1006751.1705708094,3762851.123232139
13329,1007219.5377046063,3762970.0714822114
1333,1005971.0788107312,3768845.378340531
13330,1007206.8899882077,3763118.764717232
13331,1007159.9114198149,3763184.7540077656
13332,1007236.4434639274,3763120.7917024833
13333,1007215.4860466156,3763107.5958839105
13334,1007230.6225024865,3763087.5653288844
13335,1007251.3935025386,3763100.7734773974
13336,1007239.9965614676,3763074.8787213024
13337,1007260.5161971755,3763089.833352175
13338,1007510.1339433546,3763268.1488242936
13339,1006636.783032894,3762883.8382381964
1334,1026928.3529539496,3762462.1880375785
13340,1006604.8893763139,3762926.287043502
13341,1006611.5767222052,3762944.388191943
13342,1006618.5870770286,3762963.3976998124
13343,1006625.3718622935,3762981.760263474
13344,1006632.2610080506,3763000.4291567625
13345,1006636.6110794735,3763012.201230637
13346,1006638.8076046326,3763018.0327247633
13347,1006645.4271108543,3763037.4000960216
13348,1006653.8056584862,3763059.3119882997
13349,1006661.0012971056,3763078.153247397
1335,1027023.0342088711,3762467.4498050483
13350,1006667.9292132959,3763096.2673371546
13351,1006675.0278733324,3763114.836107929
13352,1006682.0284033027,3763133.1545948596
13353,1006689.2331645829,3763151.9963852493
