"longtitue.x","latitude.x","longtitue.y","latitude.y","Count"
-117.3684369,33.9765963,-117.298327,33.946599,1
-117.318088,33.9756355,-117.298327,33.946599,3
-117.3164762,33.9746342,-117.313174,33.960619,2
-117.3494563,33.936906,-117.313174,33.960619,2
-117.4657322,33.9469849,-117.313174,33.960619,1
-117.4523699,33.9079045,-117.50298,33.893499,2
-117.3162585,33.9772139,-117.298327,33.946599,1
-117.3506642,33.9767725,-117.50298,33.893499,1
-117.449168,33.886844,-117.298327,33.946599,2
-117.449168,33.886844,-117.313174,33.960619,1
-117.2926296,33.9402403,-117.298327,33.946599,11
-117.4295031,33.9346664,-117.50298,33.893499,1
-117.3386577,33.9048337,-117.298327,33.946599,3
-117.3447211,33.997936,-117.50298,33.893499,1
-117.3729318,33.9052631,-117.298327,33.946599,1
-117.326945,33.869176,-117.298327,33.946599,1
-117.3791758,33.9141911,-117.313174,33.960619,1
-117.3566332,33.9405743,-117.298327,33.946599,1
-117.4015496,33.9318101,-117.50298,33.893499,1
-117.43901,33.9459103,-117.298327,33.946599,4
-117.3497474,33.9350816,-117.298327,33.946599,2
-117.3249183,33.8888891,-117.50298,33.893499,1
-117.331311,33.858157,-117.313174,33.960619,5
-117.374694,34.000359,-117.50298,33.893499,2
-117.3717381,33.9997227,-117.313174,33.960619,1
-117.4100801,33.9213416,-117.50298,33.893499,1
-117.278991,33.943671,-117.298327,33.946599,8
-117.33884,33.886657,-117.313174,33.960619,1
-117.301849,33.947768,-117.313174,33.960619,3
-117.2819867,33.9412622,-117.313174,33.960619,2
-117.3312847,33.894107,-117.298327,33.946599,6
-117.3376963,33.9866368,-117.50298,33.893499,1
-117.2813057,33.9376316,-117.298327,33.946599,3
-117.3342358,33.8876491,-117.313174,33.960619,1
-117.3593689,33.9529036,-117.298327,33.946599,2
-117.3471758,33.8807386,-117.298327,33.946599,1
-117.3750948,33.9599215,-117.298327,33.946599,2
-117.3460698,33.983696,-117.313174,33.960619,2
-117.3325532,33.8868031,-117.313174,33.960619,1
-117.3471758,33.8807386,-117.313174,33.960619,1
-117.3750948,33.9599215,-117.313174,33.960619,3
-117.3616014,33.9829496,-117.50298,33.893499,1
-117.3442075,33.9921072,-117.298327,33.946599,5
-117.3419592,33.8812855,-117.313174,33.960619,3
-117.3419592,33.8812855,-117.298327,33.946599,1
-117.3376963,33.9866368,-117.298327,33.946599,4
-117.3600711,33.9589258,-117.298327,33.946599,3
-117.3325532,33.8868031,-117.298327,33.946599,4
-117.3707136,33.9590368,-117.313174,33.960619,2
-117.3747216,33.9608756,-117.313174,33.960619,1
-117.3460698,33.983696,-117.298327,33.946599,2
-117.3342358,33.8876491,-117.50298,33.893499,1
-117.3595265,33.94863,-117.313174,33.960619,1
-117.3629496,34.01489,-117.50298,33.893499,2
-117.4032451,33.9561883,-117.50298,33.893499,1
-117.3595265,33.94863,-117.298327,33.946599,5
-117.2822052,33.9407475,-117.298327,33.946599,3
-117.3381862,33.8830839,-117.298327,33.946599,1
-117.3548141,33.9428513,-117.298327,33.946599,2
-117.3381862,33.8830839,-117.313174,33.960619,2
-117.3498786,33.9848154,-117.50298,33.893499,1
-117.3717381,33.9997227,-117.50298,33.893499,1
-117.3280881,34.0035359,-117.50298,33.893499,1
-117.4625761,33.9390498,-117.313174,33.960619,2
-117.4726753,33.9442133,-117.313174,33.960619,2
-117.3879359,33.9578392,-117.50298,33.893499,1
-117.4926427,33.9012981,-117.313174,33.960619,2
-117.4914387,33.9008021,-117.50298,33.893499,1
-117.4719818,33.8917259,-117.298327,33.946599,3
-117.3342358,33.8876491,-117.298327,33.946599,1
-117.3444352,33.9031301,-117.313174,33.960619,1
-117.3444352,33.9031301,-117.50298,33.893499,1
-117.3322079,33.9018696,-117.298327,33.946599,1
-117.3566332,33.9405743,-117.313174,33.960619,1
-117.3742709,33.9237653,-117.313174,33.960619,1
-117.3507313,33.9310492,-117.298327,33.946599,1
-117.3729318,33.9052631,-117.313174,33.960619,1
-117.3674238,33.936716,-117.313174,33.960619,1
-117.3649157,33.9071677,-117.313174,33.960619,1
-117.2822052,33.9407475,-117.50298,33.893499,1
-117.2867674,33.9361232,-117.313174,33.960619,3
-117.3600711,33.9589258,-117.313174,33.960619,2
-117.3576919,33.9526381,-117.298327,33.946599,1
-117.3707136,33.9590368,-117.298327,33.946599,1
-117.3127941,33.9727218,-117.298327,33.946599,1
-117.3369463,33.9399528,-117.313174,33.960619,2
-117.427407,33.9543591,-117.313174,33.960619,2
-117.4648709,33.9349521,-117.298327,33.946599,1
-117.3472802,33.9475732,-117.298327,33.946599,1
-117.3447784,33.9416518,-117.313174,33.960619,1
-117.3138591,34.0046626,-117.313174,33.960619,1
-117.313414,34.004779,-117.298327,33.946599,1
