"id","WH_0_5","WH_5_9","WH_10_14","WH_15_29","WH_30_64","WH_65up"
"60650422141016",13.6,0.99,1.47,161,161,40.8
"60650422141017",1.2,0.09,0.15,14,14,2.4
"60650422141018",2.8,0.18,0.06,17,17,4
"60650422141019",5.2,0.27,0.24,38,38,8
"60650422141020",2.4,0.06,0.12,19,19,1.6
"60650422141021",2,0.27,0.57,37,37,4.8
"60650422141022",2.8,0.09,0.12,11,11,1.6
"60650422141023",2.4,0.15,0.12,32,32,4
"60650422141024",0.8,0,0,8,8,1.6
"60650422141025",0.4,0.15,0.24,25,25,4
"60650422141026",3.6,0.15,0.24,27,27,5.6
"60650422141027",0.8,0.03,0,7,7,4
"60650422141028",2,0.36,0.18,20,20,7.2
"60650422142002",0,0,0,0,0,0
"60650422142003",0,0,0,0,0,0
"60650422142004",0,0,0,0,0,0
"60650422142005",0,0,0,0,0,0
"60650422142006",0,0,0,0,0,0
"60650422142007",0,0,0,0,0,0
"60650422142008",0,0,0,0,0,0
"60650422142009",0,0,0,0,0,2.4
"60650422142010",0,0,0,0,0,0
"60650422142011",0,0,0,0,0,0
"60650422142012",0,0,0,0,0,1.6
"60650422142014",0,0,0,0,0,0
"60650422142015",0,0,0,0,0,0
"60650422142016",0,0,0,3,3,0
"60650422142017",0,0,0,4,4,2.4
"60650422142018",0,0,0,0,0,0.8
"60650422142019",0,0,0,0,0,0
"60650422142020",0,0,0,0,0,0
"60650422142021",0,0,0,0,0,0
"60650422142022",0,0,0,0,0,0
"60650422142023",0,0,0,0,0,0
"60650422142025",0,0,0,0,0,0
"60650422142026",0,0.03,0.12,8,8,6.4
"60650422142027",0,0,0,0,0,0.8
"60650422142028",0,0,0,0,0,0
"60650422142029",0,0,0,0,0,0
"60650422142030",0,0,0,0,0,0
"60650422142031",0,0,0,0,0,0
"60650422142032",0,0,0.06,3,3,1.6
"60650422142033",1.2,0.18,0.06,6,6,7.2
"60650422142034",1.2,0.06,0.15,14,14,8
"60650422142035",0,0,0,0,0,0
"60650422142036",0.4,0.12,0.09,4,4,5.6
"60650422142037",0,0,0,0,0,0
"60650422142038",0,0,0,0,0,1.6
"60650422142039",0,0.03,0,1,1,1.6
"60650422142040",10.4,0.69,0.96,169,169,82.4
"60650422142041",0.4,0,0,5,5,0
"60650422142042",1.2,0,0,11,11,3.2
"60650422142043",0.8,0,0.03,10,10,7.2
"60650422142044",1.2,0.09,0.09,11,11,6.4
"60650422142045",18.8,2.19,3,315,315,52.8
"60650422142046",3.6,0.33,0.3,33,33,5.6
"60650422142047",0.4,0.06,0,2,2,0.8
"60650422142048",1.2,0.06,0,10,10,0.8
"60650422142049",0,0,0,0,0,0
"60650422142050",2.8,0.06,0.12,24,24,1.6
"60650422142051",0.4,0.03,0.06,0,0,0
"60650422142052",0,0.03,0.03,1,1,0
"60650422142053",8,0.57,0.6,60,60,1.6
"60650422142054",0,0,0,0,0,0
"60650422142055",0.8,0.06,0.03,1,1,1.6
"60650422142056",0.4,0.03,0,2,2,0.8
"60650422142057",0,0,0,0,0,0
"60650422142013",0,0,0,0,0,0
"60650422142001",0,0,0,0,0,0
"60650422142024",0,0,0,0,0,0
"60650422142000",0,0,0,0,0,0.8
"60650422171019",0,0,0,0,0,8
"60650422171020",5.2,0.15,0.15,21,21,20
"60650422171021",0.4,0.06,0.03,3,3,17.6
"60650422171022",0.4,0,0.03,3,3,3.2
"60650422171023",0,0,0,0,0,0
"60650422171000",13.2,0.51,0.42,158,158,16
"60650422171001",0,0,0,0,0,0
"60650422171002",1.2,0.09,0.06,14,14,6.4
"60650422171003",0.4,0.03,0.03,5,5,5.6
"60650422171004",1.2,0,0,2,2,4.8
"60650422171005",0,0,0,0,0,0
"60650422171006",0,0,0,0,0,0
"60650422171007",0.4,0.03,0.03,7,7,0.8
"60650422171008",0,0,0,0,0,0
"60650422171009",0.8,0.06,0.06,29,29,6.4
"60650422171010",0,0,0,0,0,0
"60650422171011",0,0,0,2,2,0
"60650422171012",0.4,0,0,2,2,0.8
"60650422171013",0,0.03,0.03,5,5,8
"60650422171014",0,0,0,2,2,1.6
"60650422171015",0,0,0,1,1,27.2
"60650422171016",0,0,0,1,1,17.6
"60650422171017",0,0,0,2,2,12
"60650422171018",0.4,0,0,0,0,2.4
"60650422172000",0,0,0,0,0,0
"60650422172001",0,0,0,0,0,0
"60650422172002",3.2,0.39,0.51,64,64,28.8
"60650422172003",0,0.15,0.3,23,23,15.2
"60650422172004",0,0.06,0.09,10,10,3.2
"60650422172005",3.2,0.15,0.21,33,33,12
"60650422172006",2.8,0.24,0.36,40,40,9.6
"60650422172007",0,0,0.06,0,0,0.8
"60650422172008",4,0.21,0.45,46,46,11.2
"60650422172009",0,0,0,0,0,0
"60650422172010",10,0.69,0.36,45,45,8
"60650422172011",1.2,0,0.15,20,20,9.6
"60650422172012",0.8,0.3,0.39,27,27,8
"60650422172013",2,0.21,0.24,42,42,4
"60650422172014",0,0.21,0.06,14,14,7.2
"60650422172015",4,0.39,0.36,36,36,13.6
"60650422172016",2,0.33,0.6,51,51,4.8
"60650422172017",0,0,0,0,0,0
"60650422173000",2.4,0.15,0.3,36,36,12
"60650422173001",-0.4,0.12,0.21,7,7,5.6
"60650422173002",2,0.03,0.15,20,20,6.4
"60650422173003",2,0.09,0,6,6,1.6
"60650422173004",3.2,0.24,0.33,36,36,12.8
"60650422173005",1.2,0.18,0.21,17,17,5.6
"60650422173006",2,0.12,0.03,18,18,7.2
"60650422173007",1.2,0.15,0.06,2,2,3.2
"60650422173008",5.2,0.51,0.69,65,65,28
"60650422173009",0.8,0.06,0.12,5,5,3.2
"60650422173010",4.8,0.09,0.33,13,13,1.6
"60650422173011",7.6,0.57,0.81,74,74,7.2
"60650422173012",2.4,0.15,0.15,8,8,5.6
"60650422173013",0,0,0.03,1,1,0
"60650422173014",0.4,0.21,0.27,14,14,5.6
"60650422174000",0.8,0.21,0.33,19,19,5.6
"60650422174001",0.8,0.09,0.12,15,15,7.2
"60650422174002",3.2,0.27,0.39,41,41,4.8
"60650422174003",0.8,0.09,-0.03,11,11,1.6
"60650422174004",1.2,0.3,0.27,44,44,7.2
"60650422174005",1.2,0.12,0.09,14,14,17.6
"60650422174006",0.4,0.03,0.09,5,5,4.8
"60650422174007",0,0.06,0.12,15,15,4
"60650422174008",3.2,0.21,0.57,39,39,4.8
"60650422174009",2.4,0.21,0.09,15,15,1.6
"60650422174010",0.8,0.03,0.18,11,11,4
"60650422174011",1.6,0.15,0,6,6,5.6
"60650422174012",0.4,0.03,0.15,14,14,5.6
"60650422174013",-0.4,0.06,0.12,19,19,4.8
"60650423001000",0,0,0,0,0,0
"60650423001001",2.8,0,0,0,0,5.6
"60650423001002",0,0,0,0,0,0
"60650423001003",0,0,0,0,0,5.6
"60650423001004",0,0,0,0,0,0
"60650423001005",0,0,0,0,0,0
"60650423001006",0,0,0,0,0,0
"60650423001007",0,0,0,0,0,6.4
"60650423001008",0,0,0,0,0,0
"60650423001009",0,0,0,0,0,0
"60650423001010",0,0,0,0,0,0
"60650423001011",0,0,0,0,0,0
"60650423002004",4.4,0.21,0.06,16,16,7.2
"60650423002000",11.6,0.33,0.84,55,55,18.4
"60650423002001",2.8,0.18,0.42,35,35,18.4
"60650423002002",0.4,0.12,0.06,11,11,5.6
"60650423002003",2.8,0.18,0.3,38,38,10.4
"60650423002005",5.6,0.48,0.57,38,38,20.8
"60650423002006",8,0.72,0.54,33,33,20
"60650423002007",9.6,0.54,0.66,59,59,14.4
"60650423002008",0,0,0,0,0,0
"60650423002009",0.4,0.03,0,5,5,0
"60650423002010",1.6,0.03,0.03,11,11,1.6
"60650423002011",0,0.03,0.09,2,2,0
"60650423002012",0.8,0.03,0.03,1,1,0.8
"60650423002013",1.6,0.24,0,5,5,0
"60650423002014",1.6,0.06,0.24,4,4,0
"60650423002015",1.6,0.12,0.03,4,4,0.8
"60650423002016",0.8,0.09,0.06,10,10,1.6
"60650423002017",2.8,0.15,0.15,15,15,2.4
"60650423002018",0,0,0,0,0,0
"60650423002019",0.4,0.12,0.12,7,7,0.8
"60650423002020",0.4,0.03,0.15,23,23,4.8
"60650423002021",4.4,0.66,0.69,60,60,14.4
"60650423002022",0.4,0.36,0.24,19,19,0.8
"60650423002023",0.4,0.12,0.33,3,3,1.6
"60650423002024",0,0.15,0.03,17,17,4.8
"60650423002025",0,0,0.06,1,1,0.8
"60650423002026",0.4,0.03,0.03,8,8,1.6
"60650423002027",0,0,0,4,4,0
"60650423002028",1.6,0,0.06,3,3,2.4
"60650423002029",0.8,0.03,0.12,6,6,0
"60650423002030",0,0,0,0,0,0
"60650423002031",0.4,0.12,0.18,11,11,2.4
"60650423002032",0,0,0.06,1,1,7.2
"60650423002033",0.8,0.03,0.09,10,10,2.4
"60650423002034",2,0.06,0.03,11,11,0.8
"60650423002035",0,0,0,0,0,0
"60650423002036",2.8,0.3,0.18,12,12,1.6
"60650423002037",0.4,0.15,0.39,15,15,5.6
"60650423003006",11.6,0.48,0.6,61,61,27.2
"60650423003007",1.2,0.18,0.36,21,21,11.2
"60650423003008",3.2,0.09,0.18,7,7,0.8
"60650423003009",0,0,0,0,0,0
"60650423003010",0,0,0,0,0,0
"60650423003011",2,0,0.06,4,4,4
"60650423003012",0,0,0,0,0,0
"60650423003013",0,0,0,0,0,0
"60650423003014",11.6,0.93,0.72,89,89,4.8
"60650423003015",0,0,0,1,1,1.6
"60650423003016",10.8,0.93,0.99,70,70,21.6
"60650423003017",0,0.03,0.09,1,1,0
"60650423003018",1.6,0.06,0.24,11,11,3.2
"60650423003019",0,0,0,0,0,0
"60650423003020",6,0.33,0.3,26,26,4.8
"60650423003021",3.6,0.33,0.39,26,26,4.8
"60650423003022",0,0,0,0,0,0
"60650423003023",0,0,0,0,0,0
"60650423003024",0,0,0,0,0,0
"60650423003025",0.8,0.03,0.06,1,1,0.8
"60650423003000",0.8,0.03,0,2,2,1.6
"60650423003001",0,0,0,0,0,0
"60650423003002",0,0,0,0,0,2.4
"60650423003003",0.4,0.12,0.06,5,5,1.6
"60650423003004",0.8,0.09,0.03,4,4,4
"60650423003005",2,0.06,0.12,12,12,0.8
"60650423003026",2.8,0.15,0.18,11,11,24.8
"60650423003027",2.4,0.18,0.33,8,8,0
"60650423003028",5.2,0.39,0.48,43,43,16
"60650423003032",0.8,0,0,2,2,0
"60650423003029",22.8,1.65,1.29,157,157,12
"60650423003030",3.2,0.24,0.21,36,36,8
"60650423003031",0,0,0,0,0,0
"60650423004026",0,0,0,0,0,0
"60650423004010",0,0,0,0,0,0
"60650423004012",2.8,0.3,0.3,29,29,4.8
"60650423004013",0,0,0,0,0,0
"60650423004016",1.2,0.06,0.03,9,9,0.8
"60650423004018",2.4,0,0.03,9,9,0.8
"60650423004021",0.4,0,0.06,8,8,5.6
"60650423004024",0,0,0,0,0,2.4
"60650423004009",0,0,0,0,0,0
"60650423004007",0,0.03,0.03,9,9,4
"60650423004017",0.4,0,0,6,6,0.8
"60650423004000",0,0,0,0,0,0
"60650423004001",0,0,0,0,0,0
"60650423004002",0.4,0,0,3,3,8.8
"60650423004003",0.8,0.15,0.21,6,6,4
"60650423004004",8,0.36,0.63,45,45,5.6
"60650423004005",0.4,0,0,1,1,1.6
"60650423004006",0,0,0,0,0,0
"60650423004008",0,0,0,0,0,0
"60650423004011",8.8,0.96,1.26,87,87,26.4
"60650423004015",0,0,0.06,5,5,0
"60650423004014",0,0.06,0.09,10,10,1.6
"60650423004025",0.8,0.06,0.03,13,13,0
"60650423004019",0,0.09,0.06,5,5,2.4
"60650423004020",0.4,0,0,3,3,1.6
"60650423004022",2,0,0.36,15,15,0
"60650423004023",2,0.03,0.03,3,3,0.8
"60650423004027",1.2,0.06,0.06,13,13,1.6
"60650423004028",4.8,0.42,0.36,17,17,0.8
"60650423004029",0,0,0,0,0,0
"60650423004030",0,0,0,0,0,0
"60650423004031",0,0,0,0,0,0
"60650423004032",6.4,0.45,0.57,42,42,4.8
"60650423004033",13.6,0.69,0.6,94,94,6.4
"60650423004034",14.4,1.29,0.87,71,71,9.6
"60650423004035",0,0,0,0,0,0
"60650423004036",0,0,0,0,0,0
"60650423004037",0,0,0,0,0,0
"60650423004038",0,0,0,0,0,0
"60650423004039",0,0,0,0,0,0
"60650423004040",0,0,0,0,0,0
"60650423004041",0,0,0,0,0,0
"60650423004043",3.2,0.45,0.36,33,33,5.6
"60650423004044",0,0,0,0,0,0
"60650423004047",3.6,0.33,0.27,24,24,0.8
"60650423004050",0,0,0,0,0,0
"60650423004042",4,0.18,0.24,19,19,0
"60650423004045",0,0,0,0,0,0
"60650423004048",2.4,0.15,0.15,19,19,0
"60650423004046",2,0.21,0.21,40,40,11.2
"60650423004049",11.6,0.54,0.45,38,38,0
"60650424011023",0,0.12,0.21,6,6,5.6
"60650424011020",0.4,0.06,0,3,3,4.8
"60650424011025",0,0,0,0,0,0
"60650424011017",-0.8,0.03,0.3,16,16,5.6
"60650424011019",0,0.03,0.12,7,7,3.2
"60650424011026",3.6,0.12,0.48,36,36,14.4
"60650424011028",0.4,0.06,0.09,4,4,2.4
"60650424011029",0,0,0,0,0,0
"60650424011030",3.2,0.3,0.45,34,34,8
"60650424011031",1.2,0.18,0.15,15,15,12.8
"60650424011032",0,0,0,0,0,0
"60650424011033",0.4,0,0.03,5,5,0.8
"60650424011035",0.4,0.03,0,9,9,0
"60650424011036",0,0,0,0,0,1.6
"60650424011038",0,0,0,0,0,0
"60650424011039",0,0,0,0,0,0
"60650424011040",0,0,0,0,0,0
"60650424011041",0,0,0,0,0,0
"60650424011042",0,0,0,0,0,0
"60650424011043",0,0,0,3,3,3.2
"60650424011044",1.2,0.03,0.24,6,6,0.8
"60650424011045",1.2,0.15,0.3,27,27,8.8
"60650424011046",1.6,0.12,0.15,8,8,3.2
"60650424011048",0.4,0.06,0.33,21,21,9.6
"60650424011049",0.8,0.06,0.24,22,22,3.2
"60650424011050",0,0,0,0,0,0
"60650424011011",0,0,0,0,0,0
"60650424011012",1.2,0.03,0.27,22,22,4
"60650424011013",2.4,0.15,0.21,12,12,8
"60650424011014",4.8,0.09,0.33,26,26,8.8
"60650424011015",0,0.12,0,11,11,3.2
"60650424011016",3.2,0.18,0.3,33,33,1.6
"60650424011018",1.6,0.09,0.21,19,19,20.8
"60650424011021",0,0.12,0.18,7,7,3.2
"60650424011022",0.8,0.09,0.09,20,20,12
"60650424011024",0.4,0.09,0.21,12,12,7.2
"60650424011000",0,0,0,0,0,0
"60650424011001",0,0,0,0,0,0
"60650424011003",0,0,0,0,0,0
"60650424011004",0,0,0,0,0,0
"60650424011005",0,0,0,0,0,0
"60650424011006",0,0,0,0,0,0
"60650424011007",0,0,0,0,0,0
"60650424011009",0,0,0.03,3,3,2.4
"60650424011002",0,0,0,0,0,0
"60650424011008",2,0.21,0.03,8,8,4
"60650424011010",0.8,0.12,0,7,7,3.2
"60650424011027",0.4,0.03,0.21,13,13,13.6
"60650424011047",0.8,0.12,0.21,27,27,4
"60650424011034",0,0,0,0,0,0
"60650424011037",0,0,0,0,0,0
"60650424021006",1.6,0.09,0,9,9,4
"60650424021012",3.6,0.33,0.39,27,27,0.8
"60650424021010",3.6,0.18,0.21,19,19,0
"60650424021000",4.4,0.78,0.72,46,46,17.6
"60650424021001",3.2,0.27,0.36,27,27,10.4
"60650424021002",0.8,0.12,0.12,8,8,1.6
"60650424021003",1.2,0.09,0.24,8,8,2.4
"60650424021004",2.8,0.36,0.48,28,28,4
"60650424021005",0.4,0,-0.03,13,13,0
"60650424021007",4.8,0.42,0.45,51,51,6.4
"60650424021008",2.8,0.18,0.54,51,51,14.4
"60650424021009",0.8,0.12,0.33,28,28,2.4
"60650424021011",4.4,0.3,0.3,32,32,3.2
"60650424021013",2.4,0.18,0.15,22,22,8
"60650424021014",0.8,0.09,0.12,8,8,4.8
"60650424021015",5.2,0.27,0.33,42,42,2.4
"60650424021016",3.6,0.24,0.57,27,27,5.6
"60650424021017",2.4,0.27,0.36,21,21,2.4
"60650424021018",4,0.42,0.57,36,36,8
"60650424021019",7.2,0.48,0.48,49,49,14.4
"60650424021020",3.2,0.27,0.21,29,29,8
"60650424021021",2.4,0.24,0.33,45,45,7.2
"60650424021022",0.4,0.12,0.09,8,8,2.4
"60650424021023",2,0.54,0.96,62,62,4.8
"60650424022005",2,0.06,0.24,10,10,5.6
"60650424022000",5.6,0.33,0.78,64,64,50.4
"60650424022001",0.4,0.03,0.03,12,12,6.4
"60650424022002",3.6,0.21,0.39,69,69,28
"60650424022003",9.2,0.75,1.35,80,80,33.6
"60650424022004",2,0.06,0.12,4,4,5.6
"60650424022006",0,0,0,5,5,4.8
"60650424022007",3.6,0.54,0.75,39,39,6.4
"60650424022008",7.2,1.47,0.9,91,91,16.8
"60650424022009",2,0.21,0.36,24,24,11.2
"60650424022010",3.6,0.21,0.24,24,24,6.4
"60650424022011",0,0.03,0.03,3,3,1.6
"60650424031012",0,0,0.03,3,3,0.8
"60650424031013",0,0.09,0.12,12,12,5.6
"60650424031014",2.4,0.18,0.27,28,28,7.2
"60650424031022",3.2,0.24,0.21,30,30,4
"60650424031003",0.8,0.03,0,8,8,5.6
"60650424031011",6,0.21,0.33,43,43,8.8
"60650424031015",2,0.27,0.21,28,28,11.2
"60650424031016",0.4,0.15,0,3,3,0.8
"60650424031017",2,0.12,0.21,22,22,12.8
"60650424031018",2.4,0.33,0.3,28,28,16.8
"60650424031019",2.8,0.42,0.12,6,6,15.2
"60650424031020",2.8,0.09,0.06,21,21,0.8
"60650424031021",8.4,0.57,0.66,46,46,23.2
"60650424031023",0.8,0.06,0.06,9,9,0.8
"60650424031024",3.6,0.21,0.27,29,29,3.2
"60650424031025",0,0,0,0,0,0
"60650424031026",4.8,0.36,0.3,28,28,5.6
"60650424031027",1.2,0.06,0.21,3,3,1.6
"60650424031008",2,0.15,0.15,31,31,16
"60650424031000",4,0.24,0.3,48,48,20.8
"60650424031001",0.4,0.15,0.39,8,8,11.2
"60650424031002",0.8,0.06,0.12,5,5,0.8
"60650424031004",0.4,0.18,0.21,9,9,6.4
"60650424031005",0.4,0.06,0.12,10,10,1.6
"60650424031006",1.6,0.12,0.06,19,19,4.8
"60650424031007",2,0.15,0.09,12,12,4.8
"60650424031009",3.6,0.33,0.27,21,21,4.8
"60650424031010",0,0.06,0.12,16,16,9.6
"60650424032000",16.4,1.08,1.26,110,110,18.4
"60650424032001",3.2,0.33,0.51,37,37,16.8
"60650424032002",3.6,0.36,0.3,43,43,7.2
"60650424032003",4,0.54,0.42,32,32,6.4
"60650424032004",3.6,0.36,0.63,35,35,10.4
"60650424032006",9.2,1.29,1.44,106,106,34.4
"60650424032005",11.2,0.54,0.81,85,85,18.4
"60650424032007",1.6,0.3,0.12,13,13,2.4
"60650424032008",0.4,0.12,0.21,31,31,10.4
"60650424032009",0,0,0,0,0,0
"60650424041000",20.8,1.8,2.13,164,164,36
"60650424041001",2,0.18,0.18,17,17,8
"60650424041002",2,0.57,0.63,33,33,8.8
"60650424041003",5.2,0.21,0.06,30,30,7.2
"60650424041004",4.8,0.21,0.42,45,45,12.8
"60650424041005",4.8,0.39,0.45,35,35,7.2
"60650424041006",11.2,0.6,0.27,44,44,12
"60650424041007",2.8,0.24,0.45,29,29,0.8
"60650424041008",0,0,0,0,0,0
"60650424041010",0,0,0,0,0,0
"60650424041011",0,0,0,0,0,0
"60650424041012",8.8,0.36,0.45,47,47,15.2
"60650424041013",2,0.51,0.36,25,25,9.6
"60650424041014",20,0.9,1.2,134,134,12
"60650424041015",0,0.03,0.06,6,6,0
"60650424041016",0,0,0,0,0,0
"60650424041017",0,0,0,0,0,0
"60650424041018",0,0,0,0,0,0
"60650424041009",0,0,0,0,0,0
"60650424051000",2.8,0.33,0.21,23,23,5.6
"60650424051001",80.8,4.8,4.59,455,455,36.8
"60650424051002",0,0,0,0,0,0
"60650424051003",79.6,4.92,2.94,500,500,15.2
"60650424051004",39.2,1.92,1.56,181,181,10.4
"60650424051005",0,0,0,0,0,0
"60650424052006",20.4,1.29,0.93,108,108,11.2
"60650424052007",0.8,0.15,0.12,10,10,4.8
"60650424052008",0,0,0,0,0,0
"60650424052009",2.4,0.15,0.24,21,21,4
"60650424052000",16,0.9,1.02,85,85,20
"60650424052001",4,0.6,0.42,51,51,6.4
"60650424052002",0.4,0,0,7,7,0.8
"60650424052003",0.4,0.06,0.03,6,6,1.6
"60650424052004",8.8,0.6,0.66,54,54,5.6
"60650424052005",10,0.87,0.78,105,105,16
"60650424061000",14.4,1.11,1.47,114,114,12.8
"60650424061001",0.4,0.21,0.24,15,15,0
"60650424061002",0.8,0.21,0.15,16,16,0.8
"60650424061003",0.4,0.24,0.12,27,27,2.4
"60650424061004",10.8,0.75,0.81,73,73,6.4
"60650424061005",6.4,0.33,0.36,48,48,0.8
"60650424061006",2,0.12,0.39,30,30,8
"60650424061007",8,0.45,0.96,75,75,7.2
"60650424061008",3.6,0.15,0.21,26,26,0.8
"60650424061009",3.6,0.24,0.27,18,18,8.8
"60650424061010",1.2,0.09,0.24,18,18,3.2
"60650424061011",1.2,0.18,0.39,14,14,1.6
"60650424061012",3.6,0.33,0.42,25,25,4.8
"60650424061013",1.2,0.24,0.3,29,29,3.2
"60650424061015",0.8,0.18,0.24,29,29,0.8
"60650424061016",2.8,0.27,0.3,24,24,0.8
"60650424061014",3.6,0.48,0.33,30,30,3.2
"60650424062006",1.2,0.18,0.24,24,24,6.4
"60650424062008",16,1.5,1.35,102,102,16
"60650424062011",0.4,0.03,0.27,16,16,0
"60650424062000",0.8,0.21,0.09,15,15,15.2
"60650424062001",0.8,0.12,0.09,3,3,1.6
"60650424062002",12.8,0.66,0.66,78,78,174.4
"60650424062003",2,0.12,0.18,14,14,1.6
"60650424062004",2.4,0.18,0.24,25,25,8
"60650424062005",1.2,0.15,0.36,13,13,3.2
"60650424062007",2,0.06,0.09,22,22,0.8
"60650424062009",7.2,0.51,0.33,42,42,9.6
"60650424062010",9.6,0.54,0.69,82,82,16
"60650424062012",2,0.09,0.15,25,25,7.2
"60650424071001",7.6,0.51,0.96,50,50,7.2
"60650424071002",10.4,0.78,1.29,63,63,19.2
"60650424071003",2,0.33,0.36,33,33,12.8
"60650424071005",9.2,0.57,0.93,65,65,12
"60650424071006",1.6,0.18,0.3,39,39,3.2
"60650424071007",2,0.09,0.09,10,10,2.4
"60650424071008",0,0.09,0.06,14,14,1.6
"60650424071009",0,0.06,0.03,10,10,0.8
"60650424071010",5.2,0.51,0.54,43,43,17.6
"60650424071011",1.2,0.18,0.09,19,19,2.4
"60650424071013",5.2,0.36,0.15,40,40,16
"60650424071014",0.4,0.15,0.15,9,9,3.2
"60650424071000",3.2,0.57,0.42,33,33,6.4
"60650424071012",3.6,0.18,0.3,26,26,11.2
"60650424071004",2.4,0.15,0.39,12,12,2.4
"60650424072000",0,0,0,0,0,0
"60650424072001",2.8,0.33,0.51,22,22,3.2
"60650424072002",1.2,0.09,0.18,20,20,1.6
"60650424072003",4.8,0.39,0.21,20,20,0.8
"60650424072004",12,0.69,1.02,103,103,19.2
"60650424072005",1.6,0.09,0.18,17,17,4.8
"60650424072006",5.6,0.51,0.72,38,38,18.4
"60650424072007",9.6,0.87,0.81,96,96,14.4
"60650424081000",6.8,0.69,0.69,81,81,20
"60650424081002",4,0.33,0.39,50,50,5.6
"60650424081003",2.4,0.18,0.21,30,30,8.8
"60650424081004",9.2,0.75,0.69,59,59,13.6
"60650424081005",1.2,0.12,0.06,4,4,4.8
"60650424081006",1.2,0.24,0.09,10,10,3.2
"60650424081007",1.6,0.03,0.12,6,6,3.2
"60650424081008",12.4,1.44,1.11,130,130,39.2
"60650424081009",0.8,0.06,0.03,7,7,0
"60650424081010",3.6,0.12,0.24,10,10,2.4
"60650424081001",3.2,0.27,0.45,26,26,4
"60650424082000",35.2,3.39,3.6,371,371,73.6
"60650424082001",0,0.03,0.03,4,4,8
"60650424082002",1.2,0.21,0.03,10,10,1.6
"60650424082003",5.6,0.24,0.42,41,41,17.6
"60650424091000",1.6,0.21,0.36,35,35,16
"60650424091001",1.6,0.06,0.21,30,30,8
"60650424091002",2,0.09,0.15,15,15,0.8
"60650424091003",4,0.54,0.45,43,43,11.2
"60650424091004",0.8,0.06,0.12,21,21,14.4
"60650424091005",9.6,1.11,0.87,89,89,23.2
"60650424091006",2.8,0.18,0.36,32,32,11.2
"60650424091007",1.6,0.18,0.12,13,13,4.8
"60650424091008",8.4,0.57,0.75,68,68,10.4
"60650424091009",1.2,0.12,0.15,12,12,5.6
"60650424092000",4.8,0.36,0.63,39,39,4.8
"60650424092001",2.8,0.42,0.36,26,26,7.2
"60650424092002",4.4,0.24,0.3,30,30,8
"60650424092003",20,1.68,2.34,184,184,21.6
"60650424092004",2,0.3,0.36,28,28,2.4
"60650424092005",5.2,0.78,0.72,48,48,6.4
"60650424092006",5.6,0.66,0.45,51,51,3.2
"60650424092007",5.2,0.42,0.48,38,38,2.4
"60650424092008",4.8,0.3,0.36,48,48,5.6
"60650424092009",0,0,0,0,0,0
"60650424092010",0,0.03,0,1,1,1.6
"60650424092011",0.8,0.21,0.18,14,14,0
"60650424101000",14.8,1.35,1.32,101,101,34.4
"60650424101001",2.4,0.27,0.27,18,18,4.8
"60650424101002",9.6,0.75,1.53,114,114,25.6
"60650424101003",1.6,0.24,0.39,22,22,8
"60650424101005",2,0.36,0.36,34,34,4
"60650424101006",1.6,0.24,0.3,37,37,11.2
"60650424101007",5.2,0.24,0.15,28,28,8.8
"60650424101008",1.2,0.09,0.15,16,16,4
"60650424101009",4.4,0.24,0.36,41,41,8
"60650424101010",0.8,0,0,2,2,2.4
"60650424101011",2.4,0.36,0.12,24,24,7.2
"60650424101012",1.2,0.36,0.39,25,25,2.4
"60650424101013",7.2,0.27,0.45,53,53,4
"60650424101014",4.8,0.51,0.84,44,44,15.2
"60650424101015",0.4,0.18,0.09,21,21,2.4
"60650424101016",0,0.06,0,2,2,2.4
"60650424101017",0,0,0,0,0,0
"60650424101018",0,0,0,0,0,0
"60650424101019",3.2,0.33,0.24,31,31,3.2
"60650424101020",2.4,0.12,0.27,26,26,5.6
"60650424101021",2,0.18,0.27,15,15,7.2
"60650424101022",0,0.03,0.15,7,7,1.6
"60650424101023",1.6,0.03,0.24,9,9,2.4
"60650424101024",1.2,0.42,0.42,23,23,5.6
"60650424101025",0.8,0.03,0.12,23,23,5.6
"60650424101026",0,0.09,0.24,20,20,4
"60650424101004",1.2,0.15,0.24,14,14,2.4
"60650424102005",8.8,0.36,0.3,36,36,4
"60650424102006",10.4,1.14,1.53,158,158,31.2
"60650424102007",5.2,0.36,0.57,51,51,4.8
"60650424102008",2.4,0.39,0.24,17,17,5.6
"60650424102009",0.8,0,0.12,13,13,4.8
"60650424102010",0.8,0.09,0,8,8,3.2
"60650424102011",0.4,0.03,0.12,17,17,2.4
"60650424102000",10.8,1.05,1.38,162,162,35.2
"60650424102001",6,0.18,0.45,37,37,9.6
"60650424102002",7.6,0.69,0.36,56,56,23.2
"60650424102003",0,0,0,0,0,0
"60650424102004",1.2,0.12,0.18,23,23,5.6
"60650424111000",0,0,0,0,0,0
"60650424111001",4.8,0.27,0.48,87,87,23.2
"60650424111002",8,0.84,1.14,116,116,40.8
"60650424111003",2.4,0.15,0.39,25,25,13.6
"60650424112000",2.8,0,0.3,23,23,4
"60650424112001",2.8,0.24,0.24,18,18,4.8
"60650424112002",3.6,0.3,0.18,21,21,4.8
"60650424112003",4.8,0.3,0.18,25,25,4.8
"60650424112004",7.2,0.6,0.69,71,71,20.8
"60650424112005",6.4,0.45,0.54,87,87,22.4
"60650424112006",4,0.15,0.45,37,37,12
"60650424112007",1.6,0.03,0.3,18,18,7.2
