,schools_name,schools_enrollment,schools_adress,schools_adress_url,Latitude,Longitude
148,Our Lady Of Perpetual Help School,257,"6686 Streeter Avenue, Riverside, CA 92504",https://www.greatschools.org/california/riverside/26775-Our-Lady-Of-Perpetual-Help-School/#Neighborhood,33.9522522,-117.4179651
149,Growing Place Day Care Center,?,"4259 Jurupa Avenue, Riverside, CA 92506",https://www.greatschools.org/california/riverside/27341-Growing-Place-Day-Care-Center/#Neighborhood,33.9616346,-117.3986895
150,Kidd Street Pre-Sch-Riverside,?,"10250 Kidd Street, Riverside, CA 92503",https://www.greatschools.org/california/riverside/27593-Kidd-Street-Pre-Sch-Riverside/#Neighborhood,33.9159945,-117.462567
151,Youth Skills Child Care Center,?,"5111 Felspar Street, Riverside, CA 92509",https://www.greatschools.org/california/riverside/27595-Youth-Skills-Child-Care-Center/#Neighborhood,33.9954412,-117.484436
152,Sweeney Family Child Care Center,?,"3760 Linwood Place, Riverside, CA 92506",https://www.greatschools.org/california/riverside/27695-Sweeney-Family-Child-Care-Center/#Neighborhood,33.9647,-117.388388
153,Club Discovery-Champions,?,"3635 Madison Street, Riverside, CA 92504",https://www.greatschools.org/california/riverside/27959-Club-Discovery-Champions/#Neighborhood,33.9390568,-117.4065058
154,Club Discovery- Rivera,?,"20440 Red Poppy Lane, Riverside, CA 92508",https://www.greatschools.org/california/riverside/28063-Club-Discovery--Rivera/#Neighborhood,33.8884683,-117.3061405
155,Melody Lane Childrens Center,?,"9191 Colorado Avenue, Riverside, CA 92503",https://www.greatschools.org/california/riverside/28123-Melody-Lane-Childrens-Center/#Neighborhood,33.936623,-117.4513946
156,Grove Community Church Ps,?,"19900 Grove Community Drive, Riverside, CA 92508",https://www.greatschools.org/california/riverside/28198-Grove-Community-Church-Ps/#Neighborhood,33.9002791,-117.3156939
157,Carolyn E Wylie Child Care Center,?,"4011 14th Street, Riverside, CA 92501",https://www.greatschools.org/california/riverside/28417-Carolyn-E-Wylie-Child-Care-Center/#Neighborhood,33.9782678,-117.3820743
158,Ymca Dc-Jurupa,?,"9254 Galena Street, Riverside, CA 92509",https://www.greatschools.org/california/riverside/28522-Ymca-Dc-Jurupa/#Neighborhood,34.0041826,-117.4853819
159,Ymca Dc-Cottonwood,?,"4020 Jefferson Street, Riverside, CA 92504",https://www.greatschools.org/california/riverside/28577-Ymca-Dc-Cottonwood/#Neighborhood,33.9403387,-117.4204939
160,Ymca Dc-Longfellow,?,"3610 Eucalyptus Avenue, Riverside, CA 92507",https://www.greatschools.org/california/riverside/28625-Ymca-Dc-Longfellow/#Neighborhood,33.977416,-117.3586867
161,Infant Child Care Center-You're Invited,?,"3991 Madison Street, Riverside, CA 92504",https://www.greatschools.org/california/riverside/28633-Infant-Child-Care-Center-Youre-Invited/#Neighborhood,33.9446366,-117.4117188
162,Rusdlongfellow Head Start,?,"7675 Magnolia Avenue, Riverside, CA 92504",https://www.greatschools.org/california/riverside/28738-Rusdlongfellow-Head-Start/#Neighborhood,33.9402856,-117.4128765
163,Childrens Garden Learning Center,?,"5475 Tyler Street, Riverside, CA 92503",https://www.greatschools.org/california/riverside/28949-Childrens-Garden-Learning-Center/#Neighborhood,33.9350135,-117.4775753
164,Ymca Of Riverside Hope Luthe,?,"4020 Jefferson Street, Riverside, CA 92504",https://www.greatschools.org/california/riverside/29188-Ymca-Of-Riverside-Hope-Luthe/#Neighborhood,33.9403387,-117.4204939
165,Collett Head Start,?,"10850 Collett Avenue, Riverside, CA 92505",https://www.greatschools.org/california/riverside/29375-Collett-Head-Start/#Neighborhood,33.9134996,-117.4788059
166,Rcoerosemary Kennedy Head Start,?,"Po Box 868, Riverside, CA 92502",https://www.greatschools.org/california/riverside/29376-Rcoerosemary-Kennedy-Head-Start/#Neighborhood,33.9799999,-117.37
167,Montessori Childrens House,?,"10493 Magnolia Avenue, Riverside, CA 92505",https://www.greatschools.org/california/riverside/29377-Montessori-Childrens-House/#Neighborhood,33.9103897,-117.4656442
168,Rcoearlanza Head Start,?,"Po Box 868, Riverside, CA 92502",https://www.greatschools.org/california/riverside/29479-Rcoearlanza-Head-Start/#Neighborhood,33.9799999,-117.37
169,Cbhns-Casa Blanca Head Start,?,"7680 Casa Blanca Street, Riverside, CA 92504",https://www.greatschools.org/california/riverside/29496-Cbhns-Casa-Blanca-Head-Start/#Neighborhood,33.9320414,-117.4067901
170,Rcoe-Perris Early Head Start,?,"Po Box 868, Riverside, CA 92502",https://www.greatschools.org/california/riverside/29603-Rcoe-Perris-Early-Head-Start/#Neighborhood,33.9799999,-117.37
171,Childrens Lghthse Dc-Riverside,?,"19743 Lurin Avenue, Riverside, CA 92508",https://www.greatschools.org/california/riverside/29743-Childrens-Lghthse-Dc-Riverside/#Neighborhood,33.8755599,-117.3186516
172,World Academy Aft/Sch Pgrm,?,"16162 Cousins Circle, Riverside, CA 92503",https://www.greatschools.org/california/riverside/29800-World-Academy-Aft-Sch-Pgrm/#Neighborhood,33.8848857,-117.4938327
173,Bridges Child Development Center,?,"4285 Gardendale Court, Riverside, CA 92505",https://www.greatschools.org/california/riverside/30046-Bridges-Child-Development-Center/#Neighborhood,33.9065967,-117.4915039
174,Helping Hands Child Development Center,?,"8201 Arlington Avenue, Riverside, CA 92503",https://www.greatschools.org/california/riverside/30298-Helping-Hands-Child-Development-Center/#Neighborhood,33.9469598,-117.4607561
175,Foot Prints Learning Center,?,"6802 Laurelbrook Drive, Riverside, CA 92506",https://www.greatschools.org/california/riverside/30499-Foot-Prints-Learning-Center/#Neighborhood,33.9271709,-117.3269933
176,Educational Options Center State Preschool,?,"6401 Lincoln Avenue, Riverside, CA 92506",https://www.greatschools.org/california/riverside/31144-Educational-Options-Center-State-Preschool/#Neighborhood,33.9411683,-117.3793351
177,"Bright Futures Academy, Riverside",129,"9994 County Farm Road, Riverside, CA 92503",https://www.greatschools.org/california/riverside/31424-Bright-Futures-Academy-Riverside/#Neighborhood,33.9184971,-117.4580247
178,Living Faith Christian Academy,12,"1110 Cozumel Court, Riverside, CA 92501",https://www.greatschools.org/california/riverside/31437-Living-Faith-Christian-Academy/#Neighborhood,34.0048025,-117.3527758
179,Parents Choice,6,"20372 Harvard Way, Riverside, CA 92507",https://www.greatschools.org/california/riverside/31444-Parents-Choice/#Neighborhood,33.9549387,-117.3077247
180,Praada Academy,260,"19170 Pemberton Place, Riverside, CA 92508",https://www.greatschools.org/california/riverside/31446-Praada-Academy/#Neighborhood,33.9127187,-117.3278815
181,United Christian Academy Riverside,6,"3346 Inverness Street, Riverside, CA 92507",https://www.greatschools.org/california/riverside/31448-United-Christian-Academy-Riverside/#Neighborhood,33.982221,-117.314259
182,Summit Elementary,?,"10368 Campbell Avenue, Riverside, CA 92505",https://www.greatschools.org/california/riverside/32668-Summit-Elementary/#Neighborhood,33.9358336,-117.4812628
183,Summit Secondary,3,"10368 Campbell Avenue, Riverside, CA 92505",https://www.greatschools.org/california/riverside/32669-Summit-Secondary/#Neighborhood,33.9358336,-117.4812628
184,Gateway,?,"4501 Ambs Drive, Riverside, CA 92505",https://www.greatschools.org/california/riverside/32670-Gateway/#Neighborhood,33.9057679,-117.4994293
185,Abraham Lincoln Continuation School,197,"4341 Victoria Avenue, Riverside, CA 92507",https://www.greatschools.org/california/riverside/4468-Abraham-Lincoln-Continuation-School/#Neighborhood,33.9712469,-117.3662484
186,Raincross High (Continuation) School,143,"6401 Lincoln Avenue, Riverside, CA 92506",https://www.greatschools.org/california/riverside/4477-Raincross-High-Continuation-School/#Neighborhood,33.9411683,-117.3793351
187,St. Francis De Sales School,220,"4205 Mulberry Street, Riverside, CA 92501",https://www.greatschools.org/california/riverside/8360-St.-Francis-De-Sales-School/#Neighborhood,33.9758991,-117.37304
188,Saint Catherine Of Alexandria School,242,"7025 Brockton Avenue, Riverside, CA 92506",https://www.greatschools.org/california/riverside/8362-Saint-Catherine-Of-Alexandria-School/#Neighborhood,33.945826,-117.397374
189,Our Lady Of Perpetual Help,238,"6686 Streeter Avenue, Riverside, CA 92504",https://www.greatschools.org/california/riverside/8363-Our-Lady-Of-Perpetual-Help/#Neighborhood,33.9522522,-117.4179651
190,Notre Dame High School,485,"7085 Brockton Avenue, Riverside, CA 92506",https://www.greatschools.org/california/riverside/8365-Notre-Dame-High-School/#Neighborhood,33.9444367,-117.3959417
191,Riverside Christian Schools,326,"3532 Monroe Street, Riverside, CA 92504",https://www.greatschools.org/california/riverside/8484-Riverside-Christian-Schools/#Neighborhood,33.9251484,-117.4295296
192,Immanuel Lutheran Elementary School,283,"3532 Monroe Street, Riverside, CA 92504",,33.9251484,-117.4295296
193,Calvary Chapel Jurupa Valley Christian,?,"9021 Hastings Boulevard, Riverside, CA 92509",,34.0156097,-117.4800381
194,Montessori Academy,78,"6200 Pachappa Drive, Riverside, CA, 92506",,33.9562518,-117.3821397
195,Woodcrest Christian,540,"18401 Van Buren Boulevard, Riverside, CA, 92508",,33.8843006,-117.3432478
196,Riverside Christian Day School,399,"3612 Arlington Avenue, Riverside, CA, 92506",,33.9451793,-117.3920803
197,Harvest Christian School,415,"6115 Arlington Avenue, Riverside, CA, 92504",,33.9478398,-117.4358163
198,La Sierra Academy,558,"4900 Golden Avenue, Riverside, CA, 92505",,33.9170082,-117.4956448
199,Immanuel Baptist School,17,"45 Michigan Avenue, Riverside, CA, 92507",,34.0182749,-117.3230376
200,Growing Place School,119,"4259 Jurupa Avenue, Riverside, CA, 92506",,33.9616346,-117.3986895
201,Islamic Academy Of Riverside,48,"1038 West Linden Street, Riverside, CA, 92507",,33.9785334,-117.3341451
202,Learning Bee Montessori Academy,4,"10235 Wells Ave, Riverside, CA, 92503",,33.9296676,-117.4730966
