"origin_x","origin_y","dest_x","dest_y","count"
-117.3208926,33.9544632,-117.352886,33.883505,1
-117.3247198,33.9237584,-117.274329,33.94171,1
-117.335473,33.9227784,-117.298327,33.946599,1
-117.3292327,33.9277341,-117.3712489,33.9821765,1
-117.339377,33.925524,-117.313174,33.960619,32
-117.3208926,33.9544632,-117.4253527,33.9417597,1
-117.4877035,33.9145491,-117.339906,34.01894,2
-117.494174,33.9062263,-117.339906,34.01894,1
-117.4924432,33.9119477,-117.298327,33.946599,1
-117.4949801,33.9096043,NA,NA,1
-117.4942704,33.906346,-117.313174,33.960619,1
-117.4941464,33.9061921,-117.28752,33.916393,1
-117.4941464,33.9061921,-117.310982,33.957994,1
-117.4880575,33.9116352,-117.394269,34.005202,1
-117.4945807,33.917876,-117.36297,34.023906,1
-117.4877035,33.9145491,-117.407558,33.885913,1
-117.4869688,33.9179191,-117.313174,33.960619,1
-117.4877035,33.9145491,-117.298327,33.946599,2
-117.4445149,33.9426142,-117.298327,33.946599,1
-117.435561,33.945225,-117.4145494,33.9432856,1
-117.435561,33.945225,-117.298327,33.946599,32
-117.435561,33.945225,-117.383387,34.011999,1
-117.4436573,33.9420791,NA,NA,1
-117.4396386,33.9414201,-117.298327,33.946599,1
-117.4463394,33.9437226,-117.313174,33.960619,1
-117.435561,33.945225,-117.301849,33.947768,1
-117.4463394,33.9437226,-117.394269,34.005202,1
-117.4385255,33.9384843,-117.298327,33.946599,1
-117.4445149,33.9426142,-117.313174,33.960619,1
-117.4396386,33.9414201,-117.4456357,33.9059509,1
-117.4436573,33.9420791,-117.4322703,33.9161936,1
-117.4456357,33.9059509,-117.407558,33.885913,1
-117.4350657,33.9072337,-117.466508,33.967175,1
-117.4350657,33.9072337,-117.274329,33.94171,1
-117.4382016,33.9142564,-117.4537962,33.9481533,1
-117.4350657,33.9072337,-117.339906,34.01894,1
-117.437558,33.9151042,-117.313174,33.960619,5
-117.437558,33.9151042,-117.2926296,33.9402403,1
-117.4456357,33.9059509,-117.298327,33.946599,9
-117.4308943,33.9104741,-117.394269,34.005202,2
-117.437558,33.9151042,-117.301849,33.947768,1
-117.4382016,33.9142564,-117.4027041,33.9632967,1
-117.4803909,33.9086859,-117.306906,33.887547,2
-117.4803909,33.9086859,-117.313174,33.960619,38
-117.4737407,33.9167825,-117.274329,33.94171,2
-117.4803909,33.9086859,-117.466508,33.967175,1
-117.4709057,33.9074182,-117.313174,33.960619,1
-117.4737407,33.9167825,-117.342935,34.01437,1
-117.4737407,33.9167825,-117.28752,33.916393,1
-117.4737407,33.9167825,-117.50298,33.893499,1
-117.4724339,33.9135971,-117.2822052,33.9407475,1
-117.4803909,33.9086859,-117.2929526,33.938787,1
-117.4803909,33.9086859,NA,NA,2
-117.4711384,33.9105678,-117.302164,33.887499,1
-117.3363063,33.9784912,-117.278804,33.931451,1
-117.33952,33.974472,-117.298327,33.946599,2
-117.3311293,33.9758867,-117.50298,33.893499,1
-117.33952,33.974472,-117.306906,33.887547,1
-117.33952,33.974472,-117.3931516,33.9501484,1
-117.3377268,33.9793656,-117.50298,33.893499,8
-117.3311293,33.9758867,-117.3019104,33.9466705,1
-117.3377268,33.9793656,-117.313174,33.960619,32
-117.3377268,33.9793656,-117.274329,33.94171,2
-117.3363063,33.9784912,-117.28752,33.916393,1
-117.3377268,33.9793656,-117.286847,33.931422,1
-117.4921921,33.9029996,-117.4026572,33.9331239,1
-117.4922942,33.9031295,-117.313174,33.960619,12
-117.4925676,33.9012052,-117.313174,33.960619,13
-117.4926427,33.9012981,-117.352886,33.883505,1
-117.4820621,33.9030252,-117.4512317,33.9108842,1
-117.4925676,33.9012052,-117.50298,33.893499,2
-117.4925676,33.9012052,-117.298327,33.946599,13
-117.4849745,33.9019028,-117.302164,33.887499,1
-117.4922942,33.9031295,-117.339906,34.01894,2
-117.4925676,33.9012052,-117.394269,34.005202,3
-117.4925676,33.9012052,-117.306906,33.887547,1
-117.4925676,33.9012052,-117.471432,33.9242758,2
-117.339904,34.015717,-117.335473,33.9227784,1
-117.339904,34.015717,-117.50298,33.893499,12
-117.339904,34.015717,-117.466508,33.967175,4
-117.339904,34.015717,-117.274329,33.94171,4
-117.339904,34.015717,-117.313174,33.960619,42
-117.339904,34.015717,-117.394269,34.005202,6
-117.339904,34.015717,-117.4880575,33.9116352,1
-117.339904,34.015717,-117.4323564,33.9628655,2
-117.339904,34.015717,-117.471432,33.9242758,1
-117.339904,34.015717,-117.339906,34.01894,9
-117.339904,34.015717,-117.4072441,33.9551775,1
-117.4253527,33.9417597,-117.394269,34.005202,1
-117.4266,33.9400173,-117.27886,33.942407,1
-117.4243342,33.9421105,-117.339906,34.01894,2
-117.4145494,33.9432856,-117.313174,33.960619,4
-117.4253527,33.9417597,-117.407558,33.885913,1
-117.4145494,33.9432856,-117.3894653,33.9554157,1
-117.4145494,33.9432856,-117.3017381,33.9412,2
-117.4243342,33.9421105,-117.274329,33.94171,1
-117.409066,33.9450557,-117.298327,33.946599,13
-117.4133871,33.9458135,-117.313174,33.960619,6
-117.3616014,33.9829496,-117.313174,33.960619,29
-117.3616014,33.9829496,-117.298327,33.946599,22
-117.3679488,33.975092,-117.50298,33.893499,1
-117.3616014,33.9829496,-117.3701503,33.9838035,1
-117.3616014,33.9829496,-117.285819,33.931397,1
-117.3616014,33.9829496,-117.4436573,33.9420791,1
-117.3684369,33.9765963,-117.4512317,33.9108842,1
-117.3616014,33.9829496,-117.306906,33.887547,3
-117.4523699,33.9079045,-117.298327,33.946599,31
-117.4523699,33.9079045,-117.3442075,33.9921072,1
-117.4523699,33.9079045,-117.471432,33.9242758,1
-117.4523699,33.9079045,-117.50298,33.893499,11
-117.4523699,33.9079045,-117.394269,34.005202,4
-117.4523699,33.9079045,-117.339906,34.01894,6
-117.4523699,33.9079045,-117.274329,33.94171,5
-117.4506622,33.9054641,-117.50298,33.893499,1
-117.3480261,34.007715,-117.298327,33.946599,1
-117.3625531,34.0192666,-117.339906,34.01894,1
-117.347818,34.0080201,-117.4880575,33.9116352,1
-117.347818,34.0080201,-117.339906,34.01894,5
-117.3522762,34.0028629,-117.339906,34.01894,2
-117.347818,34.0080201,-117.313174,33.960619,16
-117.3522762,34.0028629,-117.313174,33.960619,1
-117.3522762,34.0028629,-117.394269,34.005202,2
-117.3480261,34.007715,-117.318275,33.9134365,1
-117.347818,34.0080201,-117.4737407,33.9167825,1
-117.3398191,33.9915782,-117.28752,33.916393,5
-117.3398191,33.9915782,-117.29651,33.916688,2
-117.3398191,33.9915782,-117.50298,33.893499,5
-117.3398191,33.9915782,-117.339906,34.01894,4
-117.3376963,33.9866368,-117.274329,33.94171,3
-117.3398191,33.9915782,-117.313174,33.960619,30
-117.3376963,33.9866368,-117.416779,33.9238116,1
-117.4040737,33.9372209,-117.313174,33.960619,2
-117.3959357,33.9430455,-117.313174,33.960619,2
-117.3907158,33.94587,-117.427407,33.9543591,1
-117.3959357,33.9430455,-117.298327,33.946599,1
-117.4119747,33.9371365,-117.3894653,33.9554157,1
-117.3959357,33.9430455,-117.3701503,33.9838035,1
-117.4119747,33.9371365,-117.394269,34.005202,3
-117.3959357,33.9430455,-117.4119747,33.9371365,1
-117.3959357,33.9430455,-117.3480261,34.007715,1
-117.4086693,33.9190995,-117.274329,33.94171,4
-117.3968925,33.9194389,-117.50298,33.893499,2
-117.4086693,33.9190995,-117.3936474,33.9415309,1
-117.4086693,33.9190995,-117.471432,33.9242758,1
-117.4086693,33.9190995,-117.466508,33.967175,1
-117.4086693,33.9190995,-117.298327,33.946599,2
-117.4086693,33.9190995,-117.3661764,33.9943164,1
-117.4278607,33.9034337,-117.28752,33.916393,2
-117.4086693,33.9190995,-117.339906,34.01894,1
-117.4086693,33.9190995,-117.4869688,33.9179191,1
-117.330895,33.9581516,-117.274329,33.94171,3
-117.3321696,33.9589115,-117.50298,33.893499,3
-117.3110717,33.9581056,-117.28752,33.916393,1
-117.330895,33.9581516,-117.339906,34.01894,4
-117.330895,33.9581516,-117.3228471,33.8861291,1
-117.3321696,33.9589115,-117.416779,33.9238116,1
-117.330895,33.9581516,-117.50298,33.893499,4
-117.330895,33.9581516,NA,NA,1
-117.330895,33.9581516,-117.466508,33.967175,1
-117.460673,33.884688,-117.339906,34.01894,4
-117.460673,33.884688,-117.306906,33.887547,1
-117.460673,33.884688,-117.331293,34.0050935,1
-117.460673,33.884688,-117.298327,33.946599,32
-117.460673,33.884688,-117.394269,34.005202,4
-117.460673,33.884688,-117.29651,33.916688,1
-117.4025787,33.9543614,-117.4512317,33.9108842,1
-117.4025787,33.9543614,-117.466508,33.967175,1
-117.4072441,33.9551775,-117.298327,33.946599,1
-117.4082175,33.9507823,-117.339906,34.01894,1
-117.4186222,33.9510734,-117.278857,33.937626,1
-117.4142925,33.9511044,-117.298327,33.946599,1
-117.4072441,33.9551775,-117.274329,33.94171,1
-117.4142925,33.9511044,-117.3398191,33.9915782,1
-117.4120921,33.957032,-117.50298,33.893499,1
-117.4726169,33.897001,-117.298327,33.946599,8
-117.4726169,33.897001,-117.3583879,33.981116,1
-117.4726169,33.897001,-117.50298,33.893499,3
-117.4732342,33.8985053,-117.394269,34.005202,1
-117.4719818,33.8917259,-117.313174,33.960619,11
-117.4732342,33.8985053,-117.3398191,33.9915782,1
-117.475855,33.9019797,-117.339906,34.01894,4
-117.475855,33.9019797,-117.274329,33.94171,1
-117.3712489,33.9821765,-117.394269,34.005202,2
-117.368993,33.9832719,-117.4732342,33.8985053,1
-117.3766984,33.9855928,-117.394269,34.005202,1
-117.368993,33.9832719,-117.50298,33.893499,4
-117.3766984,33.9855928,-117.28752,33.916393,1
-117.3712489,33.9821765,-117.28752,33.916393,1
-117.3766984,33.9855928,-117.27886,33.942407,1
-117.370734,33.9890595,-117.50298,33.893499,1
-117.27886,33.942407,-117.274329,33.94171,3
-117.27886,33.942407,-117.3616014,33.9829496,1
-117.27886,33.942407,-117.394269,34.005202,5
-117.27886,33.942407,-117.306906,33.887547,4
-117.27886,33.942407,-117.302164,33.887499,1
-117.27886,33.942407,-117.298327,33.946599,26
-117.27886,33.942407,-117.50298,33.893499,9
-117.27886,33.942407,-117.28752,33.916393,2
-117.27886,33.942407,-117.36297,34.023906,4
-117.4904792,33.9525377,-117.274329,33.94171,1
-117.4582163,33.9525436,-117.302164,33.887499,1
-117.4560602,33.9525627,-117.339906,34.01894,1
-117.4560602,33.9525627,-117.4792163,33.9425728,1
-117.4600282,33.9477183,-117.313174,33.960619,1
-117.4582163,33.9525436,-117.339906,34.01894,2
-117.4582163,33.9525436,-117.274329,33.94171,2
-117.4582163,33.9525436,-117.3903187,33.9706014,1
-117.3342358,33.8876491,-117.3442075,33.9921072,1
-117.3357251,33.8801758,-117.3600711,33.9589258,1
-117.3322079,33.9018696,-117.28752,33.916393,1
-117.3419592,33.8812855,-117.394269,34.005202,2
-117.3471758,33.8807386,-117.301849,33.947768,1
-117.3325532,33.8868031,-117.313174,33.960619,2
-117.3322079,33.9018696,-117.339906,34.01894,1
-117.4019768,33.9672728,NA,NA,1
-117.4019768,33.9672728,-117.3931516,33.9501484,1
-117.4030863,33.9625981,-117.318275,33.9134365,1
-117.4027041,33.9632967,-117.313174,33.960619,5
-117.4019768,33.9672728,-117.339906,34.01894,1
-117.4019768,33.9672728,-117.325688,33.89769,1
-117.4019768,33.9672728,-117.36297,34.023906,1
-117.4030863,33.9625981,-117.394269,34.005202,1
-117.310982,33.957994,-117.471432,33.9242758,1
-117.310982,33.957994,-117.394269,34.005202,5
-117.310982,33.957994,-117.4295031,33.9346664,1
-117.310982,33.957994,-117.339906,34.01894,3
-117.310982,33.957994,-117.313174,33.960619,28
-117.344058,34.016189,-117.313174,33.960619,22
-117.344058,34.016189,-117.466508,33.967175,4
-117.344058,34.016189,-117.339906,34.01894,5
-117.344058,34.016189,-117.298327,33.946599,29
-117.344058,34.016189,-117.28752,33.916393,4
-117.3547335,33.9765116,-117.339906,34.01894,1
-117.3506642,33.9767725,-117.302164,33.887499,1
-117.3506642,33.9767725,-117.339906,34.01894,2
-117.357898,33.968608,-117.50298,33.893499,2
-117.357898,33.968608,-117.313174,33.960619,3
-117.3506642,33.9767725,-117.501801,33.8920352,1
-117.486585,33.935425,-117.407558,33.885913,1
-117.4834081,33.9301667,-117.339906,34.01894,1
-117.4852606,33.9194882,-117.298327,33.946599,1
-117.4788218,33.9297164,-117.36297,34.023906,1
-117.4788218,33.9297164,-117.50298,33.893499,2
-117.4876636,33.9312412,-117.50298,33.893499,1
-117.4876636,33.9312412,-117.313174,33.960619,1
-117.5092923,33.9488163,-117.313174,33.960619,1
-117.4997967,33.8963848,-117.394269,34.005202,3
-117.4997967,33.8963848,-117.291982,33.91673,1
-117.5016599,33.8946854,-117.3442075,33.9921072,1
-117.4997967,33.8963848,-117.4537962,33.9481533,1
-117.4993962,33.8973871,-117.394269,34.005202,3
-117.4943872,33.8980756,-117.394269,34.005202,1
-117.3903187,33.9706014,-117.4266,33.9400173,1
-117.3903187,33.9706014,-117.274329,33.94171,4
-117.3903187,33.9706014,-117.394269,34.005202,2
-117.3903187,33.9706014,-117.50298,33.893499,7
-117.506306,33.900313,-117.50298,33.893499,11
-117.506306,33.900313,-117.313174,33.960619,17
-117.506306,33.900313,-117.28752,33.916393,1
-117.506306,33.900313,-117.3398191,33.9915782,1
-117.527692,33.953536,-117.4537962,33.9481533,1
-117.527692,33.953536,-117.394269,34.005202,1
-117.527692,33.953536,-117.298327,33.946599,15
-117.527692,33.953536,-117.36297,34.023906,1
-117.527692,33.953536,-117.302164,33.887499,2
-117.527692,33.953536,-117.286847,33.931422,1
-117.463749,33.8980248,-117.306906,33.887547,2
-117.4671557,33.8954758,-117.3754942,33.9806005,1
-117.463749,33.8980248,-117.339906,34.01894,1
-117.4671557,33.8954758,-117.50298,33.893499,6
-117.4671557,33.8954758,-117.313174,33.960619,10
-117.463749,33.8980248,-117.352886,33.883505,1
-117.2882,33.930482,-117.313174,33.960619,30
-117.2882,33.930482,-117.28752,33.916393,2
-117.2882,33.930482,-117.3903187,33.9706014,2
-117.2882,33.930482,-117.298327,33.946599,18
-117.2882,33.930482,-117.4925676,33.9012052,1
-117.3636965,33.905262,-117.313174,33.960619,5
-117.3729318,33.9052631,-117.339906,34.01894,1
-117.3674238,33.936716,-117.339906,34.01894,1
-117.3771101,33.9208973,-117.3480261,34.007715,1
-117.3791758,33.9141911,-117.4537962,33.9481533,1
-117.3636965,33.905262,-117.394269,34.005202,2
-117.3783545,33.9876042,-117.274329,33.94171,1
-117.3901742,33.981246,-117.50298,33.893499,3
-117.3783545,33.9876042,-117.306906,33.887547,2
-117.3783545,33.9876042,-117.298327,33.946599,2
-117.3901742,33.981246,-117.274329,33.94171,1
-117.2822052,33.9407475,-117.313174,33.960619,9
-117.2867674,33.9361232,-117.3398191,33.9915782,1
-117.2803378,33.9381425,-117.3228471,33.8861291,1
-117.2822052,33.9407475,-117.50298,33.893499,5
-117.2867674,33.9361232,-117.460673,33.884688,1
-117.2822052,33.9407475,-117.339906,34.01894,3
-117.3090985,33.8967491,-117.298327,33.946599,17
-117.3090985,33.8967491,-117.50298,33.893499,9
-117.3090985,33.8967491,-117.29651,33.916688,2
-117.3090985,33.8967491,-117.339906,34.01894,5
-117.3090985,33.8967491,-117.4925676,33.9012052,1
-117.3600711,33.9589258,-117.339906,34.01894,1
-117.3593689,33.9529036,-117.313174,33.960619,4
-117.3819154,33.9543674,-117.50298,33.893499,2
-117.3707136,33.9590368,-117.306906,33.887547,1
-117.3600711,33.9589258,-117.313174,33.960619,6
-117.4891011,33.8940564,-117.298327,33.946599,1
-117.4775592,33.89184,-117.29651,33.916688,1
-117.4862095,33.895542,-117.298327,33.946599,1
-117.4892388,33.895147,-117.50298,33.893499,1
-117.4892388,33.895147,-117.339906,34.01894,1
-117.383373,33.901607,-117.331293,34.0050935,1
-117.383373,33.901607,-117.28752,33.916393,1
-117.383373,33.901607,-117.3583879,33.981116,1
-117.383373,33.901607,-117.302164,33.887499,1
-117.383373,33.901607,-117.339906,34.01894,4
-117.4566774,33.9368542,-117.313174,33.960619,13
-117.4566774,33.9368542,-117.50298,33.893499,8
-117.4566774,33.9368542,-117.3661764,33.9943164,2
-117.4566774,33.9368542,-117.298327,33.946599,18
-117.396986,33.991873,-117.2822052,33.9407475,1
-117.396986,33.991873,-117.4434557,33.9403347,1
-117.396986,33.991873,-117.274329,33.94171,3
-117.396986,33.991873,-117.3506642,33.9767725,1
-117.501801,33.8920352,-117.313174,33.960619,12
-117.501801,33.8920352,-117.339906,34.01894,2
-117.501801,33.8920352,-117.394269,34.005202,2
-117.501801,33.8920352,-117.4465943,33.9204225,2
-117.291982,33.91673,-117.313174,33.960619,15
-117.291982,33.91673,-117.349606,33.992357,1
-117.291982,33.91673,-117.3907158,33.94587,1
-117.291982,33.91673,-117.4365581,33.9306479,1
-117.3164762,33.9746342,-117.50298,33.893499,3
-117.318088,33.9756355,-117.298327,33.946599,5
-117.3229462,33.9859003,-117.407558,33.885913,1
-117.3548141,33.9428513,NA,NA,1
-117.3595265,33.94863,-117.394269,34.005202,1
-117.3595265,33.94863,-117.318275,33.9134365,1
-117.3388356,33.9338925,-117.3398191,33.9915782,1
-117.3369463,33.9399528,-117.313174,33.960619,6
-117.3369463,33.9399528,-117.47316,33.901713,1
-117.427407,33.9543591,-117.50298,33.893499,1
-117.427407,33.9543591,-117.4322703,33.9161936,1
-117.4195246,33.9568324,-117.313174,33.960619,8
-117.301849,33.947768,-117.339906,34.01894,1
-117.301849,33.947768,-117.298327,33.946599,18
-117.278991,33.943671,-117.394269,34.005202,3
-117.278991,33.943671,-117.352886,33.883505,2
-117.278991,33.943671,-117.50298,33.893499,3
-117.285819,33.931397,-117.298327,33.946599,13
-117.285819,33.931397,-117.339906,34.01894,1
NA,NA,-117.4465943,33.9204225,1
NA,NA,-117.4600282,33.9477183,1
NA,NA,-117.298327,33.946599,1
-117.405102,33.884043,-117.466508,33.967175,2
-117.405102,33.884043,-117.339906,34.01894,2
-117.405102,33.884043,-117.274329,33.94171,1
-117.298495,33.946069,-117.3267906,33.9164385,1
-117.298495,33.946069,-117.339906,34.01894,1
-117.298495,33.946069,-117.306906,33.887547,1
-117.3571733,33.9777844,-117.28752,33.916393,1
-117.3571733,33.9777844,-117.50298,33.893499,2
-117.3571733,33.9777844,-117.394269,34.005202,2
-117.322589,33.870444,-117.4741522,33.9135421,1
-117.322589,33.870444,-117.306906,33.887547,1
-117.322589,33.870444,-117.50298,33.893499,3
-117.5063986,33.9258906,-117.36297,34.023906,1
-117.501838,33.9184556,-117.50298,33.893499,1
-117.278857,33.937626,-117.3164762,33.9746342,1
-117.278857,33.937626,-117.407558,33.885913,1
-117.4703675,33.9372028,-117.394269,34.005202,1
-117.4730342,33.9290597,-117.301849,33.947768,1
-117.3497474,33.9350816,-117.298327,33.946599,4
-117.3497474,33.9350816,-117.339377,33.925524,1
-117.497381,33.9359361,-117.49306,33.894545,1
-117.497381,33.9359361,-117.313174,33.960619,4
-117.323532,34.003787,-117.313174,33.960619,1
-117.3252698,33.9994742,-117.28752,33.916393,1
-117.331311,33.858157,-117.50298,33.893499,3
-117.331311,33.858157,-117.28752,33.916393,2
-117.4723791,33.9527353,-117.278804,33.931451,1
-117.4723791,33.9527353,-117.339906,34.01894,1
-117.313414,34.004779,-117.50298,33.893499,2
-117.313414,34.004779,-117.3754942,33.9806005,1
-117.505978,33.886398,-117.50298,33.893499,4
-117.505978,33.886398,-117.313174,33.960619,9
-117.488744,33.9445328,-117.274329,33.94171,2
-117.488744,33.9445328,-117.3583879,33.981116,1
-117.4687225,33.947435,-117.4942955,33.8936093,1
-117.4657322,33.9469849,-117.394269,34.005202,1
-117.310354,33.960471,-117.394269,34.005202,1
-117.449168,33.886844,-117.298327,33.946599,4
-117.471688,33.88463,-117.3661764,33.9943164,1
-117.326945,33.869176,-117.3485704,33.9729069,1
-117.296483,33.945327,-117.4940776,33.9061066,2
-117.296483,33.945327,-117.3485704,33.9729069,10
-117.296483,33.945327,-117.5011659,33.8970468,1
-117.296483,33.945327,-117.2957202,33.9406805,13
-117.296483,33.945327,-117.3398191,33.9915782,2
-117.296483,33.945327,-117.4119747,33.9371365,2
-117.296483,33.945327,-117.405102,33.884043,1
-117.296483,33.945327,-117.3437901,33.9902828,2
-117.296483,33.945327,-117.291982,33.91673,2
-117.296483,33.945327,-117.4193288,33.9250403,4
-117.296483,33.945327,-117.4803909,33.9086859,1
-117.296483,33.945327,-117.292727,33.9016989,11
-117.296483,33.945327,-117.344058,34.016189,5
-117.296483,33.945327,-117.527692,33.953536,5
-117.296483,33.945327,-117.43901,33.9459103,2
-117.296483,33.945327,-117.4523699,33.9079045,7
-117.296483,33.945327,-117.333268,33.9024584,2
-117.296483,33.945327,-117.341299,33.9975422,11
-117.296483,33.945327,-117.3386577,33.9048337,1
-117.296483,33.945327,-117.3832898,33.9847033,2
-117.296483,33.945327,-117.3831963,33.9536707,4
-117.296483,33.945327,-117.3295204,34.0055631,9
-117.296483,33.945327,-117.318088,33.9756355,1
-117.296483,33.945327,-117.3741189,34.0065037,2
-117.296483,33.945327,-117.4566774,33.9368542,2
-117.296483,33.945327,-117.4388856,33.9293312,3
-117.296483,33.945327,-117.4625761,33.9390498,1
-117.296483,33.945327,-117.4469823,33.9601199,13
-117.296483,33.945327,-117.2953868,33.9403535,2
-117.296483,33.945327,-117.3483401,33.9991656,1
-117.296483,33.945327,-117.3903187,33.9706014,5
-117.296483,33.945327,-117.3019104,33.9466705,4
-117.296483,33.945327,-117.3075551,33.896158,1
-117.30683,33.95695,-117.4668607,33.9093328,4
-117.30683,33.95695,-117.4015496,33.9318101,4
-117.30683,33.95695,-117.527692,33.953536,6
-117.30683,33.95695,-117.352886,33.883505,21
-117.30683,33.95695,-117.4469823,33.9601199,6
-117.30683,33.95695,-117.3019104,33.9466705,3
-117.30683,33.95695,-117.3585508,33.9756386,12
-117.30683,33.95695,-117.4940776,33.9061066,1
-117.30683,33.95695,-117.286847,33.931422,4
-117.30683,33.95695,-117.3616014,33.9829496,1
-117.30683,33.95695,-117.4025787,33.9543614,2
-117.30683,33.95695,-117.4732342,33.8985053,3
-117.30683,33.95695,-117.4719871,33.9429465,2
-117.30683,33.95695,-117.344058,34.016189,3
-117.30683,33.95695,-117.379677,33.890558,2
-117.30683,33.95695,-117.4708385,33.9035631,1
-117.30683,33.95695,-117.3295204,34.0055631,7
-117.30683,33.95695,-117.4956209,33.931485,1
-117.30683,33.95695,-117.4775592,33.89184,1
-117.30683,33.95695,-117.4278607,33.9034337,3
-117.30683,33.95695,-117.4433433,33.9413366,1
-117.30683,33.95695,-117.3245718,33.9164644,2
-117.30683,33.95695,-117.278804,33.931451,6
-117.30683,33.95695,-117.3741189,34.0065037,2
-117.30683,33.95695,-117.4434557,33.9403347,2
-117.30683,33.95695,-117.341299,33.9975422,12
-117.30683,33.95695,-117.3907158,33.94587,1
-117.30683,33.95695,-117.3386577,33.9048337,1
-117.30683,33.95695,-117.339377,33.925524,3
-117.30683,33.95695,-117.4056575,33.9235146,5
-117.30683,33.95695,-117.3483401,33.9991656,2
-117.30683,33.95695,-117.4803909,33.9086859,2
-117.30683,33.95695,-117.292727,33.9016989,10
-117.30683,33.95695,-117.4373686,33.9141769,2
-117.30683,33.95695,-117.4406904,33.9634366,2
-117.30683,33.95695,-117.3437901,33.9902828,4
-117.30683,33.95695,-117.4737407,33.9167825,1
-117.501616,33.893848,-117.4940776,33.9061066,2
-117.501616,33.893848,-117.4388856,33.9293312,4
-117.501616,33.893848,-117.3394093,34.0037551,2
-117.501616,33.893848,-117.3831963,33.9536707,1
-117.501616,33.893848,-117.339377,33.925524,2
-117.501616,33.893848,-117.3444352,33.9031301,2
-117.501616,33.893848,-117.4816643,33.9380873,1
-117.501616,33.893848,-117.4015496,33.9318101,2
-117.501616,33.893848,-117.3295204,34.0055631,15
-117.501616,33.893848,-117.4803909,33.9086859,2
-117.501616,33.893848,-117.347818,34.0080201,6
-117.501616,33.893848,-117.2957202,33.9406805,13
-117.501616,33.893848,-117.278804,33.931451,5
-117.501616,33.893848,-117.3245718,33.9164644,1
-117.501616,33.893848,-117.3483401,33.9991656,3
-117.501616,33.893848,-117.437558,33.9151042,4
-117.501616,33.893848,-117.285819,33.931397,5
-117.501616,33.893848,-117.4469823,33.9601199,6
-117.501616,33.893848,-117.405102,33.884043,1
-117.501616,33.893848,-117.4719871,33.9429465,3
-117.501616,33.893848,-117.460673,33.884688,5
-117.501616,33.893848,-117.3355729,34.0084108,2
-117.501616,33.893848,-117.3019104,33.9466705,2
-117.501616,33.893848,-117.339904,34.015717,9
-117.501616,33.893848,-117.4056575,33.9235146,6
-117.501616,33.893848,-117.3959357,33.9430455,1
-117.501616,33.893848,-117.2953868,33.9403535,2
-117.501616,33.893848,-117.310982,33.957994,4
-117.501616,33.893848,-117.3437901,33.9902828,2
-117.501616,33.893848,-117.4694322,33.905076,6
-117.501616,33.893848,-117.292727,33.9016989,7
-117.501616,33.893848,-117.379677,33.890558,2
-117.501616,33.893848,-117.3538607,33.9755831,1
-117.501616,33.893848,-117.475855,33.9019797,2
-117.501616,33.893848,-117.3398191,33.9915782,3
-117.501616,33.893848,-117.489183,33.893928,1
-117.501616,33.893848,-117.3506642,33.9767725,1
-117.501616,33.893848,-117.2822052,33.9407475,3
-117.393505,34.005081,-117.4537962,33.9481533,9
-117.393505,34.005081,-117.3295204,34.0055631,5
-117.393505,34.005081,-117.4086693,33.9190995,1
-117.393505,34.005081,-117.460673,33.884688,3
-117.393505,34.005081,-117.4922942,33.9031295,2
-117.393505,34.005081,-117.4694322,33.905076,5
-117.393505,34.005081,-117.4193288,33.9250403,3
-117.393505,34.005081,-117.341299,33.9975422,6
-117.393505,34.005081,-117.3506642,33.9767725,3
-117.393505,34.005081,-117.3355729,34.0084108,3
-117.393505,34.005081,-117.4582163,33.9525436,2
-117.393505,34.005081,-117.3959357,33.9430455,2
-117.393505,34.005081,-117.383387,34.011999,10
-117.393505,34.005081,-117.301849,33.947768,10
-117.393505,34.005081,-117.3822201,33.9478606,1
-117.393505,34.005081,-117.43901,33.9459103,2
-117.393505,34.005081,-117.4737407,33.9167825,2
-117.393505,34.005081,-117.289409,33.916764,6
-117.393505,34.005081,-117.322589,33.870444,3
-117.393505,34.005081,-117.3485704,33.9729069,6
-117.393505,34.005081,-117.4708385,33.9035631,1
-117.393505,34.005081,-117.4015496,33.9318101,1
-117.393505,34.005081,-117.4949801,33.9096043,4
-117.393505,34.005081,-117.527692,33.953536,4
-117.393505,34.005081,-117.3245718,33.9164644,2
-117.393505,34.005081,-117.2953868,33.9403535,2
-117.393505,34.005081,-117.4671557,33.8954758,1
-117.393505,34.005081,-117.310982,33.957994,3
-117.393505,34.005081,-117.371411,33.9831377,1
-117.344088,34.013247,-117.4625761,33.9390498,1
-117.344088,34.013247,-117.333268,33.9024584,3
-117.344088,34.013247,-117.416779,33.9238116,10
-117.344088,34.013247,-117.3075551,33.896158,1
-117.344088,34.013247,-117.437558,33.9151042,6
-117.344088,34.013247,-117.4406904,33.9634366,1
-117.344088,34.013247,-117.3295204,34.0055631,8
-117.344088,34.013247,-117.3585508,33.9756386,12
-117.344088,34.013247,-117.288375,33.929359,5
-117.344088,34.013247,-117.3476454,34.0012454,8
-117.344088,34.013247,-117.371411,33.9831377,1
-117.344088,34.013247,-117.2946117,33.9349985,6
-117.344088,34.013247,-117.278804,33.931451,5
-117.344088,34.013247,-117.4582163,33.9525436,3
-117.344088,34.013247,-117.4388856,33.9293312,6
-117.344088,34.013247,-117.4469823,33.9601199,8
-117.344088,34.013247,-117.4708385,33.9035631,1
