"origin_x","origin_y","dest_x","dest_y","count"
-117.393505,34.005081,-117.50298,33.893499,223
-117.393505,34.005081,-117.352886,33.883505,9
-117.393505,34.005081,-117.29651,33.916688,13
-117.393505,34.005081,-117.3633606,33.9960259,1
-117.393505,34.005081,-117.274329,33.94171,86
-117.393505,34.005081,-117.3377268,33.9793656,4
-117.393505,34.005081,-117.4820621,33.9359349,1
-117.393505,34.005081,-117.330895,33.9581516,2
-117.393505,34.005081,-117.4019768,33.9672728,1
-117.393505,34.005081,-117.276351,33.941938,3
-117.393505,34.005081,-117.4436573,33.9420791,1
-117.393505,34.005081,-117.4925676,33.9012052,8
-117.393505,34.005081,-117.466508,33.967175,35
-117.393505,34.005081,-117.288375,33.929359,8
-117.393505,34.005081,-117.306906,33.887547,38
-117.393505,34.005081,-117.3267906,33.9164385,2
-117.393505,34.005081,-117.407558,33.885913,32
-117.393505,34.005081,-117.3017381,33.9412,1
-117.393505,34.005081,-117.4465943,33.9204225,19
-117.393505,34.005081,-117.278804,33.931451,9
-117.393505,34.005081,-117.3585508,33.9756386,14
-117.393505,34.005081,NA,NA,27
-117.393505,34.005081,-117.371547,34.0117879,3
-117.393505,34.005081,-117.344058,34.016189,5
-117.393505,34.005081,-117.340792,33.9916675,4
-117.393505,34.005081,-117.4523699,33.9079045,9
-117.393505,34.005081,-117.4741522,33.9135421,1
-117.393505,34.005081,-117.3968925,33.9194389,1
-117.393505,34.005081,-117.3609226,33.9798234,1
-117.393505,34.005081,-117.331293,34.0050935,2
-117.393505,34.005081,-117.3090985,33.8967491,3
-117.393505,34.005081,-117.4797514,33.940831,2
-117.393505,34.005081,-117.3661764,33.9943164,10
-117.393505,34.005081,-117.454475,33.940399,3
-117.393505,34.005081,-117.427407,33.9543591,2
-117.393505,34.005081,-117.3398191,33.9915782,10
-117.393505,34.005081,-117.342935,34.01437,4
-117.393505,34.005081,-117.3771523,33.9845019,1
-117.393505,34.005081,-117.3127941,33.9727218,1
-117.393505,34.005081,-117.329911,33.9522592,1
-117.393505,34.005081,-117.4945807,33.917876,1
-117.393505,34.005081,-117.2946117,33.9349985,4
-117.393505,34.005081,-117.27886,33.942407,3
-117.393505,34.005081,-117.331311,33.858157,2
-117.393505,34.005081,-117.3754942,33.9806005,6
-117.393505,34.005081,-117.36297,34.023906,22
-117.393505,34.005081,-117.416779,33.9238116,8
-117.393505,34.005081,-117.339904,34.015717,9
-117.393505,34.005081,-117.4463394,33.9437226,2
-117.393505,34.005081,-117.383373,33.901607,8
-117.393505,34.005081,-117.4119747,33.9371365,3
-117.393505,34.005081,-117.339377,33.925524,2
-117.393505,34.005081,-117.396986,33.991873,3
-117.393505,34.005081,-117.2929526,33.938787,5
-117.393505,34.005081,-117.298495,33.946069,3
-117.393505,34.005081,-117.4035631,33.9619705,1
-117.393505,34.005081,-117.4512317,33.9108842,4
-117.393505,34.005081,-117.3567816,33.9908998,3
-117.393505,34.005081,-117.291982,33.91673,2
-117.393505,34.005081,-117.4323564,33.9628655,3
-117.393505,34.005081,-117.3229462,33.9859003,1
-117.344088,34.013247,-117.28752,33.916393,67
-117.344088,34.013247,-117.313174,33.960619,743
-117.344088,34.013247,-117.274329,33.94171,82
-117.344088,34.013247,-117.289409,33.916764,8
-117.344088,34.013247,-117.50298,33.893499,194
-117.344088,34.013247,-117.339906,34.01894,87
-117.344088,34.013247,-117.298327,33.946599,626
-117.344088,34.013247,-117.36297,34.023906,22
-117.344088,34.013247,-117.394269,34.005202,105
-117.344088,34.013247,-117.4458246,33.9626688,2
-117.344088,34.013247,-117.3369463,33.9399528,1
-117.344088,34.013247,-117.4073172,33.9244578,10
-117.344088,34.013247,-117.29651,33.916688,11
-117.344088,34.013247,-117.330895,33.9581516,2
-117.344088,34.013247,-117.471432,33.9242758,8
-117.344088,34.013247,-117.383387,34.011999,9
-117.344088,34.013247,NA,NA,15
-117.344088,34.013247,-117.306906,33.887547,24
-117.344088,34.013247,-117.3972551,33.9386479,3
-117.344088,34.013247,-117.3754942,33.9806005,8
-117.344088,34.013247,-117.3485704,33.9729069,7
-117.344088,34.013247,-117.4465943,33.9204225,25
-117.344088,34.013247,-117.3208926,33.9544632,1
-117.344088,34.013247,-117.340792,33.9916675,2
-117.344088,34.013247,-117.3442075,33.9921072,4
-117.344088,34.013247,-117.3661764,33.9943164,10
-117.344088,34.013247,-117.4323564,33.9628655,6
-117.344088,34.013247,-117.349606,33.992357,1
-117.344088,34.013247,-117.352886,33.883505,17
-117.344088,34.013247,-117.466508,33.967175,36
-117.344088,34.013247,-117.407558,33.885913,20
-117.344088,34.013247,-117.4372747,33.9328116,1
-117.344088,34.013247,-117.4322703,33.9161936,3
-117.344088,34.013247,-117.454475,33.940399,1
-117.344088,34.013247,-117.302164,33.887499,22
-117.344088,34.013247,-117.371547,34.0117879,3
-117.344088,34.013247,-117.347818,34.0080201,2
-117.344088,34.013247,-117.4925676,33.9012052,1
-117.344088,34.013247,-117.4145306,33.9315692,1
-117.344088,34.013247,-117.27886,33.942407,12
-117.344088,34.013247,-117.3916818,33.9588651,2
-117.344088,34.013247,-117.3506642,33.9767725,2
-117.344088,34.013247,-117.4512317,33.9108842,3
-117.344088,34.013247,-117.3616014,33.9829496,3
-117.344088,34.013247,-117.4997967,33.8963848,1
-117.344088,34.013247,-117.3831963,33.9536707,1
-117.344088,34.013247,-117.3355729,34.0084108,3
-117.344088,34.013247,-117.344058,34.016189,4
-117.344088,34.013247,-117.4266,33.9400173,1
-117.344088,34.013247,-117.47316,33.901713,1
-117.344088,34.013247,-117.278857,33.937626,6
-117.344088,34.013247,-117.33952,33.974472,1
-117.344088,34.013247,-117.4719818,33.8917259,1
-117.344088,34.013247,-117.339904,34.015717,11
-117.344088,34.013247,-117.335473,33.9227784,1
-117.344088,34.013247,-117.310982,33.957994,1
-117.344088,34.013247,-117.4732342,33.8985053,2
-117.344088,34.013247,-117.405102,33.884043,3
-117.344088,34.013247,-117.276351,33.941938,2
-117.344088,34.013247,-117.3931516,33.9501484,2
-117.344088,34.013247,-117.527692,33.953536,4
-117.344088,34.013247,-117.2926296,33.9402403,1
-117.344088,34.013247,-117.475855,33.9019797,1
-117.344088,34.013247,-117.4869688,33.9179191,2
-117.344088,34.013247,-117.4737407,33.9167825,2
-117.344088,34.013247,-117.3483401,33.9991656,1
-117.344088,34.013247,-117.3381862,33.8830839,1
-117.278941,33.94271,-117.298327,33.946599,541
-117.278941,33.94271,-117.313174,33.960619,495
-117.278941,33.94271,-117.4465943,33.9204225,15
-117.278941,33.94271,-117.28752,33.916393,55
-117.278941,33.94271,-117.3208926,33.9544632,1
-117.278941,33.94271,-117.50298,33.893499,137
-117.278941,33.94271,-117.4523699,33.9079045,4
-117.278941,33.94271,-117.466508,33.967175,25
-117.278941,33.94271,-117.3616014,33.9829496,3
-117.278941,33.94271,-117.339906,34.01894,65
-117.278941,33.94271,-117.339904,34.015717,1
-117.278941,33.94271,-117.4852606,33.9194882,1
-117.278941,33.94271,-117.3633606,33.9960259,2
-117.278941,33.94271,-117.302164,33.887499,17
-117.278941,33.94271,-117.449168,33.886844,1
-117.278941,33.94271,-117.301849,33.947768,13
-117.278941,33.94271,-117.394269,34.005202,64
-117.278941,33.94271,-117.383387,34.011999,9
-117.278941,33.94271,NA,NA,17
-117.278941,33.94271,-117.3968925,33.9194389,1
-117.278941,33.94271,-117.4600282,33.9477183,2
-117.278941,33.94271,-117.2926296,33.9402403,4
-117.278941,33.94271,-117.3936474,33.9415309,4
-117.278941,33.94271,-117.2822052,33.9407475,1
-117.278941,33.94271,-117.4243342,33.9421105,1
-117.278941,33.94271,-117.3292327,33.9277341,1
-117.278941,33.94271,-117.501801,33.8920352,2
-117.278941,33.94271,-117.3017381,33.9412,2
-117.278941,33.94271,-117.506306,33.900313,4
-117.278941,33.94271,-117.3567816,33.9908998,2
-117.278941,33.94271,-117.3311293,33.9758867,1
-117.278941,33.94271,-117.340792,33.9916675,3
-117.278941,33.94271,-117.3419592,33.8812855,1
-117.278941,33.94271,-117.3485704,33.9729069,6
-117.278941,33.94271,-117.313414,34.004779,1
-117.278941,33.94271,-117.3625531,34.0192666,1
-117.278941,33.94271,-117.306906,33.887547,23
-117.278941,33.94271,-117.3729318,33.9052631,1
-117.278941,33.94271,-117.298495,33.946069,2
-117.278941,33.94271,-117.3398191,33.9915782,3
-117.278941,33.94271,-117.460673,33.884688,2
-117.278941,33.94271,-117.4119747,33.9371365,3
-117.278941,33.94271,-117.4512317,33.9108842,2
-117.278941,33.94271,-117.4323564,33.9628655,3
-117.278941,33.94271,-117.407558,33.885913,23
-117.278941,33.94271,-117.4933532,33.950841,1
-117.278941,33.94271,-117.471432,33.9242758,6
-117.278941,33.94271,-117.352886,33.883505,12
-117.278941,33.94271,-117.3355729,34.0084108,2
-117.278941,33.94271,-117.4275789,33.9111012,1
-117.278941,33.94271,-117.3442075,33.9921072,3
-117.278941,33.94271,-117.4737407,33.9167825,2
-117.278941,33.94271,-117.527692,33.953536,2
-117.278941,33.94271,-117.3903187,33.9706014,3
-117.278941,33.94271,-117.3480261,34.007715,1
-117.284814,33.913075,-117.306906,33.887547,26
-117.284814,33.913075,-117.50298,33.893499,152
-117.284814,33.913075,-117.416779,33.9238116,6
-117.284814,33.913075,-117.313174,33.960619,467
-117.284814,33.913075,-117.298327,33.946599,404
-117.284814,33.913075,-117.3894653,33.9554157,6
-117.284814,33.913075,-117.394269,34.005202,70
-117.284814,33.913075,-117.274329,33.94171,63
-117.284814,33.913075,-117.454475,33.940399,1
-117.284814,33.913075,-117.352886,33.883505,4
-117.284814,33.913075,-117.339906,34.01894,64
-117.284814,33.913075,-117.4086693,33.9190995,3
-117.284814,33.913075,-117.466508,33.967175,14
-117.284814,33.913075,-117.3017381,33.9412,1
-117.284814,33.913075,-117.4945807,33.917876,3
-117.284814,33.913075,-117.4188709,33.9248883,1
-117.284814,33.913075,-117.3267906,33.9164385,2
-117.284814,33.913075,-117.460673,33.884688,2
-117.284814,33.913075,-117.36297,34.023906,9
-117.284814,33.913075,NA,NA,18
-117.284814,33.913075,-117.3355729,34.0084108,1
-117.284814,33.913075,-117.4523699,33.9079045,2
-117.284814,33.913075,-117.4877578,33.9223662,1
-117.284814,33.913075,-117.291982,33.91673,6
-117.284814,33.913075,-117.5015065,33.8967578,1
-117.284814,33.913075,-117.3476454,34.0012454,5
-117.284814,33.913075,-117.302164,33.887499,11
-117.284814,33.913075,-117.4465943,33.9204225,19
-117.284814,33.913075,-117.288375,33.929359,5
-117.284814,33.913075,-117.3783545,33.9876042,1
-117.284814,33.913075,-117.310982,33.957994,2
-117.284814,33.913075,-117.471432,33.9242758,7
-117.284814,33.913075,-117.278857,33.937626,3
-117.284814,33.913075,-117.28752,33.916393,49
-117.284814,33.913075,-117.29651,33.916688,6
-117.284814,33.913075,-117.3831963,33.9536707,2
-117.284814,33.913075,-117.396986,33.991873,1
-117.284814,33.913075,-117.3834945,33.9093328,1
-117.284814,33.913075,-117.3090985,33.8967491,1
-117.284814,33.913075,-117.3822201,33.9478606,5
-117.284814,33.913075,-117.335473,33.9227784,1
-117.284814,33.913075,-117.2946117,33.9349985,2
-117.284814,33.913075,-117.3485704,33.9729069,8
-117.284814,33.913075,-117.4994491,33.9334368,1
-117.284814,33.913075,-117.4445149,33.9426142,1
-117.284814,33.913075,-117.313867,33.99231,1
-117.284814,33.913075,-117.278804,33.931451,4
-117.284814,33.913075,-117.405102,33.884043,2
-117.284814,33.913075,-117.322589,33.870444,2
-117.466508,33.967175,-117.383387,34.011999,7
-117.466508,33.967175,-117.339906,34.01894,37
-117.466508,33.967175,-117.394269,34.005202,31
-117.466508,33.967175,-117.298327,33.946599,208
-117.466508,33.967175,-117.313174,33.960619,249
-117.466508,33.967175,-117.285819,33.931397,1
-117.466508,33.967175,-117.3299111,33.8848032,4
-117.466508,33.967175,-117.50298,33.893499,75
-117.466508,33.967175,-117.28752,33.916393,16
-117.466508,33.967175,-117.352886,33.883505,13
-117.466508,33.967175,-117.471432,33.9242758,4
-117.466508,33.967175,-117.301849,33.947768,3
-117.466508,33.967175,-117.4930591,33.9080462,1
-117.466508,33.967175,-117.331293,34.0050935,1
-117.466508,33.967175,-117.2946117,33.9349985,2
-117.466508,33.967175,-117.4512317,33.9108842,1
-117.466508,33.967175,-117.3485704,33.9729069,3
-117.466508,33.967175,-117.5015065,33.8967578,1
-117.466508,33.967175,-117.3783545,33.9876042,1
-117.466508,33.967175,-117.3831963,33.9536707,1
-117.466508,33.967175,-117.286847,33.931422,2
-117.466508,33.967175,-117.416779,33.9238116,5
-117.466508,33.967175,-117.302164,33.887499,2
-117.466508,33.967175,-117.3442075,33.9921072,2
-117.466508,33.967175,-117.4537962,33.9481533,3
-117.466508,33.967175,-117.310354,33.960471,1
-117.466508,33.967175,-117.310982,33.957994,2
-117.466508,33.967175,-117.3936474,33.9415309,1
-117.466508,33.967175,-117.3228471,33.8861291,1
-117.466508,33.967175,-117.4741522,33.9135421,1
-117.466508,33.967175,-117.3208926,33.9544632,1
-117.466508,33.967175,-117.437558,33.9151042,3
-117.466508,33.967175,-117.3894653,33.9554157,2
-117.306906,33.887547,-117.313174,33.960619,226
-117.306906,33.887547,-117.4537962,33.9481533,3
-117.306906,33.887547,-117.50298,33.893499,58
-117.306906,33.887547,-117.330895,33.9581516,1
-117.306906,33.887547,NA,NA,7
-117.306906,33.887547,-117.339906,34.01894,34
-117.306906,33.887547,-117.3476454,34.0012454,2
-117.306906,33.887547,-117.460673,33.884688,3
-117.306906,33.887547,-117.274329,33.94171,23
-117.306906,33.887547,-117.298327,33.946599,211
-117.306906,33.887547,-117.3754942,33.9806005,2
-117.306906,33.887547,-117.27886,33.942407,3
-117.306906,33.887547,-117.416779,33.9238116,3
-117.306906,33.887547,-117.394269,34.005202,44
-117.306906,33.887547,-117.344058,34.016189,3
-117.306906,33.887547,-117.306906,33.887547,11
-117.306906,33.887547,-117.28752,33.916393,26
-117.306906,33.887547,-117.3377268,33.9793656,1
-117.306906,33.887547,-117.407558,33.885913,10
-117.306906,33.887547,-117.3017381,33.9412,1
-117.306906,33.887547,-117.3571733,33.9777844,1
-117.306906,33.887547,-117.301849,33.947768,6
-117.306906,33.887547,-117.383373,33.901607,4
-117.306906,33.887547,-117.4372747,33.9328116,2
-117.306906,33.887547,-117.466508,33.967175,10
-117.306906,33.887547,-117.3583879,33.981116,3
-117.306906,33.887547,-117.335473,33.9227784,1
-117.306906,33.887547,-117.289409,33.916764,2
-117.306906,33.887547,-117.352886,33.883505,3
-117.306906,33.887547,-117.47316,33.901713,1
-117.306906,33.887547,-117.302164,33.887499,8
-117.306906,33.887547,-117.4111948,33.9465606,1
-117.306906,33.887547,-117.285819,33.931397,1
-117.306906,33.887547,-117.3822201,33.9478606,1
-117.306906,33.887547,-117.3661764,33.9943164,6
-117.4465943,33.9204225,-117.3019104,33.9466705,1
-117.4465943,33.9204225,-117.4692157,33.9046999,1
-117.45699,33.909612,-117.313174,33.960619,100
-117.4465943,33.9204225,-117.3325532,33.8868031,1
-117.4465943,33.9204225,-117.2926296,33.9402403,1
-117.45699,33.909612,-117.407558,33.885913,3
-117.45699,33.909612,-117.50298,33.893499,22
-117.4465943,33.9204225,-117.313174,33.960619,71
-117.4465943,33.9204225,-117.50298,33.893499,34
