"x_start","y_start","x_end","y_end","Count"
-117.4993962,33.8973871,-117.310982,33.957994,1
-117.45699,33.909612,-117.28752,33.916393,1
-117.4348214,33.9193208,-117.313174,33.960619,1
-117.4816643,33.9380873,-117.405102,33.884043,1
-117.3894653,33.9554157,-117.2946117,33.9349985,1
-117.393505,34.005081,-117.407558,33.885913,2
-117.4646337,33.9156083,-117.298327,33.946599,2
-117.310354,33.960471,-117.274329,33.94171,1
-117.306906,33.887547,-117.50298,33.893499,4
-117.3562939,33.988853,-117.395385,33.9449499,1
-117.471432,33.9242758,-117.4993962,33.8973871,1
-117.3894653,33.9554157,-117.50298,33.893499,3
-117.4708385,33.9035631,-117.50298,33.893499,1
-117.302164,33.887499,-117.313174,33.960619,5
-117.409066,33.9450557,-117.50298,33.893499,1
-117.306812,33.956962,-117.466508,33.967175,1
-117.4922942,33.9031295,-117.339906,34.01894,1
-117.302164,33.887499,-117.3661764,33.9943164,1
-117.3894653,33.9554157,-117.394269,34.005202,1
-117.4803909,33.9086859,-117.301849,33.947768,1
-117.4388856,33.9293312,-117.394269,34.005202,1
-117.36297,34.023906,-117.3241004,33.9130709,1
-117.461024,33.956617,-117.28752,33.916393,1
-117.45699,33.909612,-117.313174,33.960619,2
-117.3894653,33.9554157,-117.313174,33.960619,1
-117.4537962,33.9481533,-117.50298,33.893499,1
-117.344058,34.016189,-117.274329,33.94171,1
-117.527692,33.953536,-117.394269,34.005202,1
-117.3768452,33.9145099,-117.50298,33.893499,1
-117.4537962,33.9481533,-117.313174,33.960619,1
-117.506306,33.900313,-117.298327,33.946599,1
-117.4465943,33.9204225,-117.274329,33.94171,1
-117.3879359,33.9578392,-117.352886,33.883505,1
-117.302164,33.887499,-117.28752,33.916393,2
-117.501616,33.893848,-117.4537962,33.9481533,1
-117.393505,34.005081,-117.289409,33.916764,1
-117.302164,33.887499,-117.3936474,33.9415309,1
-117.506306,33.900313,-117.50298,33.893499,1
-117.4373686,33.9141769,-117.306906,33.887547,1
-117.501616,33.893848,-117.306906,33.887547,2
-117.344088,34.013247,-117.289409,33.916764,1
-117.306812,33.956962,-117.274329,33.94171,1
-117.461024,33.956617,-117.394269,34.005202,1
-117.4569402,33.9099172,-117.274329,33.94171,1
-117.4537962,33.9481533,-117.407558,33.885913,1
-117.393505,34.005081,-117.3661764,33.9943164,1
-117.4582163,33.9525436,-117.298327,33.946599,1
-117.43901,33.9459103,-117.352886,33.883505,1
-117.4537962,33.9481533,-117.339906,34.01894,1
-117.4195246,33.9568324,-117.435561,33.945225,1
-117.302164,33.887499,-117.50298,33.893499,5
-117.4365581,33.9306479,-117.45699,33.909612,1
-117.393505,34.005081,-117.344058,34.016189,1
-117.45699,33.909612,-117.394269,34.005202,2
-117.4323564,33.9628655,-117.394269,34.005202,1
-117.4708385,33.9035631,-117.339906,34.01894,1
-117.306906,33.887547,-117.298327,33.946599,6
-117.501616,33.893848,-117.286847,33.931422,1
-117.4537962,33.9481533,-117.4730342,33.9290597,1
-117.395385,33.9449499,-117.3894653,33.9554157,1
-117.4465943,33.9204225,-117.339906,34.01894,1
-117.306906,33.887547,-117.274329,33.94171,3
-117.310982,33.957994,-117.394269,34.005202,2
-117.4880626,33.9167074,-117.50298,33.893499,1
-117.4388856,33.9293312,-117.298327,33.946599,1
-117.306906,33.887547,-117.313174,33.960619,1
-117.302164,33.887499,-117.339906,34.01894,2
-117.330895,33.9581516,-117.394269,34.005202,1
-117.30683,33.95695,-117.313174,33.960619,1
-117.302164,33.887499,-117.274329,33.94171,2
-117.393505,34.005081,-117.301849,33.947768,2
-117.306906,33.887547,-117.394269,34.005202,3
-117.4708385,33.9035631,-117.298327,33.946599,1
-117.45699,33.909612,-117.407558,33.885913,1
-117.29651,33.916688,-117.394269,34.005202,1
-117.409066,33.9450557,-117.3754942,33.9806005,1
-117.4880626,33.9167074,-117.298327,33.946599,2
-117.4880626,33.9167074,-117.394269,34.005202,2
-117.3771101,33.9208973,-117.50298,33.893499,1
-117.3136414,34.0047687,-117.471432,33.9242758,1
-117.30683,33.95695,-117.298327,33.946599,2
-117.4465943,33.9204225,-117.50298,33.893499,2
-117.4922942,33.9031295,-117.4295031,33.9346664,1
-117.4323564,33.9628655,-117.298327,33.946599,2
-117.330895,33.9581516,-117.339906,34.01894,1
-117.302164,33.887499,-117.306906,33.887547,1
-117.4394135,33.9636632,-117.313174,33.960619,1
-117.306906,33.887547,-117.352886,33.883505,1
-117.460673,33.884688,-117.313174,33.960619,1
-117.3241004,33.9130709,-117.313174,33.960619,1
-117.313414,34.004779,-117.50298,33.893499,1
-117.306906,33.887547,-117.339906,34.01894,3
-117.4465943,33.9204225,-117.298327,33.946599,2
-117.4465943,33.9204225,-117.313174,33.960619,3
-117.330895,33.9581516,-117.313174,33.960619,1
-117.302164,33.887499,-117.45699,33.909612,1
-117.3866855,33.9335269,-117.313174,33.960619,1
-117.306906,33.887547,-117.28752,33.916393,1
-117.395385,33.9449499,-117.50298,33.893499,1
-117.4323564,33.9628655,-117.50298,33.893499,1
-117.463749,33.8980248,-117.50298,33.893499,1
-117.310982,33.957994,-117.4537962,33.9481533,1
-117.306906,33.887547,-117.466508,33.967175,1
-117.3866855,33.9335269,-117.50298,33.893499,1
-117.3698051,33.9776748,-117.339906,34.01894,1
-117.3509721,34.0021111,-117.50298,33.893499,1
-117.3936474,33.9415309,-117.394269,34.005202,1
-117.5016599,33.8946854,-117.313174,33.960619,1
-117.310982,33.957994,-117.383387,34.011999,1
-117.302164,33.887499,-117.298327,33.946599,2
-117.435561,33.945225,-117.50298,33.893499,1
-117.4149341,33.9621894,-117.274329,33.94171,1
-117.4323564,33.9628655,-117.3866855,33.9335269,1
-117.3866855,33.9335269,-117.298327,33.946599,1
-117.3447211,33.997936,-117.339906,34.01894,1
-117.3936474,33.9415309,-117.28752,33.916393,1
-117.3494077,33.9733083,-117.394269,34.005202,1
-117.286847,33.931422,-117.28752,33.916393,1
-117.395385,33.9449499,-117.298327,33.946599,2
-117.460673,33.884688,-117.339906,34.01894,1
-117.427407,33.9543591,-117.50298,33.893499,1
-117.278804,33.931451,-117.3090985,33.8967491,1
-117.330895,33.9581516,-117.29651,33.916688,1
-117.4465943,33.9204225,-117.28752,33.916393,1
-117.29651,33.916688,-117.313174,33.960619,2
-117.460673,33.884688,-117.298327,33.946599,1
-117.4457832,33.9478299,-117.313174,33.960619,1
-117.2946117,33.9349985,-117.313174,33.960619,1
-117.2921595,33.9322115,-117.394269,34.005202,2
-117.286847,33.931422,-117.313174,33.960619,5
-117.4015496,33.9318101,-117.313174,33.960619,1
-117.4523699,33.9079045,-117.298327,33.946599,2
-117.4456357,33.9059509,-117.298327,33.946599,1
-117.463749,33.8980248,-117.394269,34.005202,1
-117.4015496,33.9318101,-117.28752,33.916393,1
-117.4523699,33.9079045,-117.352886,33.883505,1
-117.3453475,34.0002559,-117.274329,33.94171,1
-117.2946117,33.9349985,-117.394269,34.005202,1
-117.435561,33.945225,-117.394269,34.005202,1
-117.395385,33.9449499,-117.302164,33.887499,1
-117.285819,33.931397,-117.298327,33.946599,1
-117.435561,33.945225,-117.298327,33.946599,1
-117.30683,33.95695,-117.394269,34.005202,1
-117.278857,33.937626,-117.298327,33.946599,1
-117.3903187,33.9706014,-117.306906,33.887547,1
-117.4657322,33.9469849,-117.298327,33.946599,1
-117.286847,33.931422,-117.278804,33.931451,1
-117.3162585,33.9772139,-117.298327,33.946599,1
-117.284814,33.913075,-117.394269,34.005202,7
-117.3241004,33.9130709,-117.339906,34.01894,1
-117.290976,33.9215115,-117.301849,33.947768,1
-117.286847,33.931422,-117.302164,33.887499,1
-117.29651,33.916688,-117.50298,33.893499,1
-117.2946117,33.9349985,-117.339906,34.01894,1
-117.3831963,33.9536707,-117.274329,33.94171,1
-117.460673,33.884688,-117.274329,33.94171,1
-117.4859708,33.8952637,-117.50298,33.893499,1
-117.3447211,33.997936,-117.313174,33.960619,1
-117.29651,33.916688,-117.28752,33.916393,2
-117.3476454,34.0012454,-117.298327,33.946599,1
-117.3698051,33.9776748,-117.298327,33.946599,1
-117.3447211,33.997936,-117.394269,34.005202,1
-117.284814,33.913075,-117.274329,33.94171,8
-117.2926296,33.9402403,-117.50298,33.893499,2
-117.344743,33.9967296,-117.274329,33.94171,1
-117.3698051,33.9776748,-117.274329,33.94171,1
-117.3494077,33.9733083,-117.313174,33.960619,1
-117.286847,33.931422,-117.435561,33.945225,1
-117.4719818,33.8917259,-117.394269,34.005202,1
-117.284814,33.913075,-117.306906,33.887547,3
-117.286847,33.931422,-117.298327,33.946599,2
-117.278804,33.931451,-117.28752,33.916393,2
-117.347818,34.0080201,-117.313174,33.960619,1
-117.3585508,33.9756386,-117.298495,33.946069,1
-117.3090985,33.8967491,-117.394269,34.005202,1
-117.284814,33.913075,-117.313174,33.960619,8
-117.3585508,33.9756386,-117.313174,33.960619,3
-117.435561,33.945225,-117.28752,33.916393,1
-117.3585508,33.9756386,-117.50298,33.893499,1
-117.3249183,33.8888891,-117.50298,33.893499,1
-117.3754942,33.9806005,-117.298327,33.946599,1
-117.278804,33.931451,-117.45699,33.909612,1
-117.3754942,33.9806005,-117.50298,33.893499,1
-117.3585508,33.9756386,-117.339906,34.01894,1
-117.284814,33.913075,-117.344058,34.016189,1
-117.284814,33.913075,-117.339906,34.01894,2
-117.284814,33.913075,-117.50298,33.893499,6
-117.2926296,33.9402403,-117.28752,33.916393,1
-117.286847,33.931422,-117.3494077,33.9733083,1
-117.278804,33.931451,-117.339906,34.01894,1
-117.3249183,33.8888891,-117.274329,33.94171,1
-117.278804,33.931451,-117.313174,33.960619,2
-117.2882,33.930482,-117.28752,33.916393,1
-117.341299,33.9975422,-117.313174,33.960619,1
-117.3771523,33.9845019,-117.313174,33.960619,1
-117.2921595,33.9322115,-117.3476454,34.0012454,1
-117.284814,33.913075,-117.36297,34.023906,1
-117.3834945,33.9093328,-117.313174,33.960619,1
-117.284814,33.913075,-117.298327,33.946599,4
-117.284814,33.913075,-117.301849,33.947768,2
-117.284814,33.913075,-117.352886,33.883505,1
-117.369608,34.014287,-117.339906,34.01894,1
-117.339377,33.925524,-117.313174,33.960619,1
-117.284814,33.913075,-117.27886,33.942407,1
-117.3485704,33.9729069,-117.313174,33.960619,2
-117.3019104,33.9466705,-117.298327,33.946599,1
-117.383387,34.011999,-117.274329,33.94171,3
-117.286767,33.916787,-117.274329,33.94171,2
-117.3485704,33.9729069,-117.274329,33.94171,1
-117.278804,33.931451,-117.274329,33.94171,1
-117.3771523,33.9845019,-117.50298,33.893499,1
-117.379677,33.890558,-117.313174,33.960619,1
-117.3771523,33.9845019,-117.301849,33.947768,1
-117.383387,34.011999,-117.298327,33.946599,3
-117.463749,33.8980248,-117.313174,33.960619,1
-117.284814,33.913075,-117.28752,33.916393,1
-117.3019104,33.9466705,-117.339906,34.01894,1
-117.3193992,33.89711,-117.339906,34.01894,1
-117.3019104,33.9466705,-117.313174,33.960619,1
-117.3398191,33.9915782,-117.313174,33.960619,2
-117.383373,33.901607,-117.394269,34.005202,1
-117.3485704,33.9729069,-117.50298,33.893499,2
-117.4073172,33.9244578,-117.313174,33.960619,2
-117.3377268,33.9793656,-117.394269,34.005202,1
-117.302896,33.949556,-117.313174,33.960619,2
-117.286767,33.916787,-117.313174,33.960619,2
-117.4148284,33.9277051,-117.274329,33.94171,2
-117.383387,34.011999,-117.313174,33.960619,3
-117.3019104,33.9466705,-117.2976349,33.9311768,1
-117.3485704,33.9729069,-117.2946117,33.9349985,1
-117.296483,33.945327,-117.28752,33.916393,6
-117.296483,33.945327,-117.274329,33.94171,9
-117.286767,33.916787,-117.50298,33.893499,1
-117.3485704,33.9729069,-117.288375,33.929359,1
-117.379677,33.890558,-117.466508,33.967175,2
-117.301849,33.947768,-117.28752,33.916393,1
-117.3019104,33.9466705,-117.306906,33.887547,1
-117.302896,33.949556,-117.330895,33.9581516,1
-117.296483,33.945327,-117.3866855,33.9335269,1
-117.278941,33.94271,-117.298327,33.946599,11
-117.3377268,33.9793656,-117.3476454,34.0012454,1
-117.4073172,33.9244578,-117.50298,33.893499,1
-117.501801,33.8920352,-117.45699,33.909612,1
-117.4148284,33.9277051,-117.50298,33.893499,1
-117.4073172,33.9244578,-117.352886,33.883505,1
-117.302896,33.949556,-117.306906,33.887547,1
-117.4073172,33.9244578,-117.28752,33.916393,2
-117.302896,33.949556,-117.274329,33.94171,1
-117.3019104,33.9466705,-117.344058,34.016189,1
-117.3377268,33.9793656,-117.306906,33.887547,1
-117.3376963,33.9866368,-117.339906,34.01894,1
-117.501801,33.8920352,-117.339906,34.01894,1
-117.296483,33.945327,-117.285819,33.931397,1
-117.296483,33.945327,-117.339906,34.01894,7
-117.278941,33.94271,-117.50298,33.893499,9
-117.4100801,33.9213416,-117.298327,33.946599,2
-117.286767,33.916787,-117.306906,33.887547,1
-117.301849,33.947768,-117.298327,33.946599,1
-117.278941,33.94271,-117.274329,33.94171,9
-117.4073172,33.9244578,-117.298327,33.946599,1
-117.383387,34.011999,-117.28752,33.916393,1
-117.278941,33.94271,-117.313174,33.960619,12
-117.3485704,33.9729069,-117.394269,34.005202,1
-117.302896,33.949556,-117.50298,33.893499,1
-117.3616014,33.9829496,-117.4566774,33.9368542,1
-117.3661764,33.9943164,-117.50298,33.893499,4
-117.369608,34.014287,-117.306906,33.887547,1
-117.339377,33.925524,-117.28752,33.916393,1
-117.3633606,33.9960259,-117.50298,33.893499,2
-117.383387,34.011999,-117.339906,34.01894,1
-117.3019104,33.9466705,-117.50298,33.893499,1
-117.278941,33.94271,-117.394269,34.005202,9
-117.296483,33.945327,-117.3754942,33.9806005,1
-117.278941,33.94271,-117.339906,34.01894,6
-117.383387,34.011999,-117.50298,33.893499,1
-117.286767,33.916787,-117.298327,33.946599,1
-117.339377,33.925524,-117.274329,33.94171,2
-117.3325532,33.8868031,-117.313174,33.960619,1
-117.296483,33.945327,-117.298327,33.946599,7
-117.3661764,33.9943164,-117.313174,33.960619,1
-117.302896,33.949556,-117.3585508,33.9756386,1
-117.296483,33.945327,-117.394269,34.005202,7
-117.466508,33.967175,-117.339906,34.01894,3
-117.3267467,33.9035416,-117.313174,33.960619,2
-117.466508,33.967175,-117.298327,33.946599,5
-117.3193992,33.89711,-117.28752,33.916393,1
-117.466508,33.967175,-117.394269,34.005202,11
-117.466508,33.967175,-117.28752,33.916393,1
-117.278941,33.94271,-117.4566774,33.9368542,1
-117.2822052,33.9407475,-117.27886,33.942407,1
-117.296483,33.945327,-117.407558,33.885913,2
-117.296483,33.945327,-117.3585508,33.9756386,1
-117.4148284,33.9277051,-117.394269,34.005202,1
-117.466508,33.967175,-117.313174,33.960619,6
-117.466508,33.967175,-117.50298,33.893499,4
-117.296483,33.945327,-117.352886,33.883505,1
-117.278941,33.94271,-117.306906,33.887547,1
-117.296483,33.945327,-117.302164,33.887499,2
-117.3629496,34.01489,-117.313174,33.960619,1
-117.3442075,33.9921072,-117.302164,33.887499,1
-117.27886,33.942407,-117.313174,33.960619,1
-117.296483,33.945327,-117.4323564,33.9628655,1
-117.3661764,33.9943164,-117.274329,33.94171,1
-117.4148284,33.9277051,-117.298327,33.946599,1
-117.4032451,33.9561883,-117.313174,33.960619,2
-117.4032451,33.9561883,-117.50298,33.893499,2
-117.3325532,33.8868031,-117.3936474,33.9415309,1
-117.296483,33.945327,-117.3249183,33.8888891,1
-117.466508,33.967175,-117.3571733,33.9777844,1
-117.296483,33.945327,-117.313174,33.960619,11
-117.278941,33.94271,-117.36297,34.023906,1
-117.278941,33.94271,-117.407558,33.885913,1
-117.352886,33.883505,-117.407558,33.885913,1
-117.3398191,33.9915782,-117.298327,33.946599,2
-117.352886,33.883505,-117.313174,33.960619,2
-117.352886,33.883505,-117.50298,33.893499,3
-117.3498786,33.9848154,-117.274329,33.94171,1
-117.3629496,34.01489,-117.50298,33.893499,1
-117.2822052,33.9407475,-117.298327,33.946599,1
-117.3460698,33.983696,-117.274329,33.94171,1
-117.3648585,33.9866863,-117.50298,33.893499,1
-117.278941,33.94271,-117.301849,33.947768,1
-117.278941,33.94271,-117.302164,33.887499,1
-117.296483,33.945327,-117.45699,33.909612,1
-117.3571733,33.9777844,-117.298327,33.946599,1
-117.296483,33.945327,-117.50298,33.893499,7
-117.3661764,33.9943164,-117.298327,33.946599,1
-117.3661764,33.9943164,-117.306906,33.887547,1
-117.278941,33.94271,-117.3476454,34.0012454,1
-117.4032451,33.9561883,-117.29651,33.916688,1
-117.3312847,33.894107,-117.4792163,33.9425728,1
-117.296483,33.945327,-117.4537962,33.9481533,1
-117.296483,33.945327,-117.306906,33.887547,1
-117.383387,34.011999,-117.394269,34.005202,1
-117.3616014,33.9829496,-117.313174,33.960619,1
-117.3193992,33.89711,-117.298327,33.946599,1
-117.27886,33.942407,-117.298327,33.946599,3
-117.278941,33.94271,-117.466508,33.967175,2
-117.352886,33.883505,-117.466508,33.967175,1
-117.352886,33.883505,-117.352886,33.883505,1
-117.3648585,33.9866863,-117.28752,33.916393,1
-117.27886,33.942407,-117.394269,34.005202,1
-117.296483,33.945327,-117.27886,33.942407,1
-117.3707136,33.9590368,-117.298327,33.946599,1
-117.3600711,33.9589258,-117.313174,33.960619,1
-117.466508,33.967175,-117.306906,33.887547,1
-117.3376963,33.9866368,-117.313174,33.960619,1
-117.278941,33.94271,-117.28752,33.916393,1
-117.352886,33.883505,-117.298327,33.946599,1
-117.3616014,33.9829496,-117.4073172,33.9244578,1
-117.4032451,33.9561883,-117.28752,33.916393,1
-117.278941,33.94271,-117.3241004,33.9130709,1
-117.278941,33.94271,-117.4719871,33.9429465,1
-117.3548141,33.9428513,-117.3936474,33.9415309,1
-117.3437901,33.9902828,-117.274329,33.94171,1
-117.278941,33.94271,-117.383387,34.011999,1
-117.3267467,33.9035416,-117.466508,33.967175,1
-117.352886,33.883505,-117.394269,34.005202,1
-117.3498786,33.9848154,-117.313174,33.960619,1
-117.3576919,33.9526381,-117.394269,34.005202,1
-117.2813057,33.9376316,-117.394269,34.005202,1
-117.3661764,33.9943164,-117.466508,33.967175,1
-117.2819867,33.9412622,-117.2946117,33.9349985,1
-117.466508,33.967175,-117.466508,33.967175,1
