Region,Calendar Year,Vehicle Category,Model Year,Speed,Fuel,VMT,NOx_RUNEX,PM2.5_RUNEX,PM10_RUNEX,CO2_RUNEX,CH4_RUNEX,N2O_RUNEX,ROG_RUNEX,TOG_RUNEX,CO_RUNEX,SOx_RUNEX
Riverside (SC),2016,LHDT1,1978,50,GAS,65.18842399,4.629788349,0.009568037,0.010406114,836.6525852,0.291585484,0.176071348,1.640567855,2.393912762,36.7095213,0.008279356
Riverside (SC),2016,LHDT1,1978,55,GAS,77.77488308,4.805584131,0.010022438,0.010900316,876.4226232,0.30585998,0.18275688,1.720881456,2.51110618,41.58166254,0.008672912
Riverside (SC),2016,LHDT1,1978,60,GAS,97.92246609,5.029074301,0.010986023,0.011948303,921.9548258,0.333258758,0.191256235,1.875037122,2.736049766,49.33262428,0.00912349
Riverside (SC),2016,LHDT1,1978,65,GAS,83.6963432,5.422010482,0.012601627,0.013705419,966.0764292,0.370347394,0.20619964,2.083711512,3.040546946,60.48970534,0.009560109
Riverside (SC),2016,LHDT1,1978,70,GAS,17.46223506,5.698069821,0.013728057,0.014930514,985.9436084,0.392213738,0.216698206,2.206739656,3.220069326,67.68897566,0.009756711
Riverside (SC),2016,LHDT1,1979,5,GAS,1.005491153,3.016120614,0.048610849,0.052868734,2220.522568,1.48594163,0.115069426,8.353812475,12.18986355,123.7431735,0.021973871
Riverside (SC),2016,LHDT1,1979,10,GAS,0.339085322,3.17960286,0.033839969,0.036804054,1778.247936,1.032387653,0.121306513,5.803978216,8.469151389,87.76303113,0.017597205
Riverside (SC),2016,LHDT1,1979,15,GAS,0.804173551,3.421583971,0.024651651,0.02681092,1440.492194,0.737917351,0.130538448,4.148496178,6.053475884,64.73439948,0.014254838
Riverside (SC),2016,LHDT1,1979,20,GAS,2.320344945,3.550265286,0.018792158,0.020438186,1192.335449,0.567666923,0.135447829,3.191365613,4.656833211,51.33324403,0.011799126
Riverside (SC),2016,LHDT1,1979,25,GAS,10.92909111,3.718067429,0.014990818,0.016303883,1016.337787,0.453154047,0.141849726,2.547585892,3.717431354,42.60432821,0.010057486
Riverside (SC),2016,LHDT1,1979,30,GAS,24.89092136,3.887183039,0.012513853,0.013609957,900.3582947,0.37858261,0.148301735,2.128352869,3.105687511,37.24074158,0.008909775
Riverside (SC),2016,LHDT1,1979,35,GAS,32.94474012,4.058189101,0.01093134,0.01188883,833.7551646,0.330986135,0.154825867,1.860770335,2.715231705,34.28251227,0.008250683
Riverside (SC),2016,LHDT1,1979,40,GAS,31.73102572,4.245833074,0.009992473,0.010867726,806.6329044,0.302006443,0.16198476,1.697849457,2.477497943,33.17002444,0.007982286
Riverside (SC),2016,LHDT1,1979,45,GAS,37.12937727,4.433977786,0.009558497,0.010395737,809.937257,0.28833924,0.169162757,1.621013833,2.365379579,33.79708627,0.008014986
Riverside (SC),2016,LHDT1,1979,50,GAS,63.4431736,4.585240287,0.009568037,0.010406114,836.2146828,0.290179768,0.174933643,1.631361098,2.380478285,36.45830322,0.008275022
Riverside (SC),2016,LHDT1,1979,55,GAS,75.69266299,4.759344553,0.010022438,0.010900316,875.9299276,0.304385448,0.181575976,1.711223984,2.497014021,41.29710242,0.008668037
Riverside (SC),2016,LHDT1,1979,60,GAS,95.3008469,4.980684289,0.010986023,0.011948303,921.3743224,0.331652139,0.190020412,1.864514539,2.720695239,48.99502121,0.009117746
Riverside (SC),2016,LHDT1,1979,65,GAS,81.45559143,5.369839617,0.012601627,0.013705419,965.3698513,0.368561972,0.204867258,2.072017863,3.023483601,60.07574985,0.009553117
Riverside (SC),2016,LHDT1,1979,70,GAS,16.99472917,5.6432427,0.013728057,0.014930514,985.1559604,0.3903229,0.215297987,2.194355581,3.201998513,67.22575266,0.009748917
Riverside (SC),2016,LHDT1,1980,5,GAS,1.030127022,2.98635857,0.048610849,0.052868734,2218.835118,1.478200307,0.114275772,8.303189393,12.11599447,122.8163116,0.021957172
Riverside (SC),2016,LHDT1,1980,5,DSL,0.037206598,3.734412095,0.560495925,0.585839064,1316.983587,0.034539947,0.20701148,0.743624732,0.846567318,2.907613832,0.012450231
Riverside (SC),2016,LHDT1,1980,10,GAS,0.347393363,3.14822763,0.033839969,0.036804054,1777.054296,1.027009214,0.120469841,5.768806818,8.417829367,87.10566796,0.017585393
Riverside (SC),2016,LHDT1,1980,10,DSL,0.011391032,3.929951698,0.390183778,0.407826157,1107.130193,0.024044648,0.174025449,0.517667113,0.589329591,2.065130608,0.010466362
Riverside (SC),2016,LHDT1,1980,15,GAS,0.823876871,3.387820954,0.024651651,0.02681092,1439.615223,0.734073016,0.129638101,4.123356798,6.016792561,64.24952551,0.01424616
Riverside (SC),2016,LHDT1,1980,15,DSL,0.040383659,4.151640839,0.284240049,0.297092123,723.0486622,0.017515982,0.113653181,0.377108773,0.429313266,1.544657145,0.00683541
Riverside (SC),2016,LHDT1,1980,20,GAS,2.377196478,3.515232485,0.018792158,0.020438186,1191.642595,0.564709543,0.134513621,3.172026328,4.628613371,50.94874747,0.011792269
Riverside (SC),2016,LHDT1,1980,20,DSL,0.096619528,4.345797915,0.216678541,0.226475783,616.2897993,0.013352578,0.096872174,0.287473137,0.327269054,1.216726787,0.005826155
Riverside (SC),2016,LHDT1,1980,25,GAS,11.19686836,3.681378814,0.014990818,0.016303883,1015.765391,0.450793247,0.140871364,2.532147833,3.694904174,42.28521302,0.010051822
Riverside (SC),2016,LHDT1,1980,25,DSL,0.471000709,4.554078221,0.172848092,0.180663516,546.5903577,0.010651574,0.085916393,0.229322124,0.261067992,1.009320335,0.005167245
Riverside (SC),2016,LHDT1,1980,30,GAS,25.500782,3.84882565,0.012513853,0.013609957,899.8605339,0.376610305,0.147278872,2.115455311,3.086867424,36.96180076,0.008904849
Riverside (SC),2016,LHDT1,1980,30,DSL,1.056271848,4.764999857,0.144288026,0.15081209,496.3631357,0.008891592,0.078021373,0.191430731,0.21793116,0.881733245,0.004692417
Riverside (SC),2016,LHDT1,1980,35,GAS,33.75193001,4.018144283,0.01093134,0.01188883,833.299518,0.329261794,0.153758006,1.849494295,2.698777733,34.0257292,0.008246174
Riverside (SC),2016,LHDT1,1980,35,DSL,1.364980868,4.97842375,0.126041237,0.131740262,496.3631357,0.007767153,0.078021373,0.167222234,0.190371396,0.811188011,0.004692417
Riverside (SC),2016,LHDT1,1980,40,GAS,32.508478,4.203936649,0.009992473,0.010867726,806.1947233,0.300433077,0.160867523,1.687560697,2.462484608,32.92157413,0.00797795
Riverside (SC),2016,LHDT1,1980,40,DSL,1.417013354,5.20036456,0.11521585,0.120425399,482.7745805,0.007100051,0.075885441,0.152859908,0.174020842,0.785923853,0.004563956
Riverside (SC),2016,LHDT1,1980,45,GAS,38.03909634,4.390224814,0.009558497,0.010395737,809.493639,0.286837076,0.167996012,1.611190687,2.351045668,33.54393914,0.008010596
Riverside (SC),2016,LHDT1,1980,45,DSL,1.543360423,5.419982813,0.11021199,0.115195288,470.9086159,0.006791693,0.074020277,0.146221156,0.166463064,0.801888256,0.00445178
Riverside (SC),2016,LHDT1,1980,50,GAS,64.99761562,4.539994708,0.009568037,0.010406114,835.739199,0.288668016,0.173727095,1.621475249,2.366052877,36.18522302,0.008270317
Riverside (SC),2016,LHDT1,1980,50,DSL,2.453593545,5.633473327,0.110321997,0.115310268,493.6847405,0.006798472,0.077600366,0.146367104,0.166629217,0.861633261,0.004667096
Riverside (SC),2016,LHDT1,1980,55,GAS,77.54723378,4.712380973,0.010022438,0.010900316,875.3949078,0.302799689,0.180323615,1.700854176,2.481882422,40.98777863,0.008662742
Riverside (SC),2016,LHDT1,1980,55,DSL,2.996202016,5.853048026,0.115561358,0.12078653,515.8830343,0.007121342,0.081089629,0.153318302,0.174542694,0.974998548,0.00487695
Riverside (SC),2016,LHDT1,1980,60,GAS,97.63584424,4.931536604,0.010986023,0.011948303,920.7439028,0.329924328,0.188709808,1.853215809,2.704208159,48.62803841,0.009111507
Riverside (SC),2016,LHDT1,1980,60,DSL,4.796033909,6.090706356,0.126671749,0.132399283,520.9601406,0.007806008,0.081887679,0.168058752,0.191323715,1.161886156,0.004924947
Riverside (SC),2016,LHDT1,1980,65,GAS,83.45136162,5.316851881,0.012601627,0.013705419,964.6024528,0.366641872,0.203454253,2.059461688,3.00516166,59.62577012,0.009545523
Riverside (SC),2016,LHDT1,1980,65,DSL,7.326342027,6.344808967,0.145300088,0.151869913,527.7424144,0.008953959,0.082953758,0.19277346,0.219459768,1.458128068,0.004989064
Riverside (SC),2016,LHDT1,1980,70,GAS,17.41112261,5.587557116,0.013728057,0.014930514,984.3004761,0.388289431,0.213813039,2.181058055,3.182594793,66.72221793,0.009740451
Riverside (SC),2016,LHDT1,1980,70,DSL,1.99856177,6.468035612,0.158288121,0.165445207,521.7453415,0.009754332,0.082011102,0.210005026,0.23907676,1.6654815,0.00493237
Riverside (SC),2016,LHDT1,1981,5,GAS,1.277637675,2.948639538,0.048610849,0.052868734,2216.924678,1.462863353,0.113237348,8.203413895,11.9704023,121.8824899,0.021938267
Riverside (SC),2016,LHDT1,1981,5,DSL,0.038120857,3.734412095,0.560495925,0.585839064,1316.983587,0.034539947,0.20701148,0.743624732,0.846567318,2.907613832,0.012450231
Riverside (SC),2016,LHDT1,1981,10,GAS,0.430862252,3.108464119,0.033839969,0.036804054,1775.705568,1.016353558,0.119375131,5.699485796,8.316676295,86.44336859,0.017572046
Riverside (SC),2016,LHDT1,1981,10,DSL,0.011670938,3.929951698,0.390183778,0.407826157,1107.130193,0.024044648,0.174025449,0.517667113,0.589329591,2.065130608,0.010466362
Riverside (SC),2016,LHDT1,1981,15,GAS,1.021831394,3.345031274,0.024651651,0.02681092,1438.627222,0.726456698,0.128460079,4.07380837,5.944491611,63.76101056,0.014236383
Riverside (SC),2016,LHDT1,1981,15,DSL,0.041375987,4.151640839,0.284240049,0.297092123,723.0486622,0.017515982,0.113653181,0.377108773,0.429313266,1.544657145,0.00683541
Riverside (SC),2016,LHDT1,1981,20,GAS,2.948370169,3.470833541,0.018792158,0.020438186,1190.864191,0.558850443,0.133291296,3.133909588,4.572993514,50.56136368,0.011784567
Riverside (SC),2016,LHDT1,1981,20,DSL,0.098993712,4.345797915,0.216678541,0.226475783,616.2897993,0.013352578,0.096872174,0.287473137,0.327269054,1.216726787,0.005826155
Riverside (SC),2016,LHDT1,1981,25,GAS,13.88716202,3.634881368,0.014990818,0.016303883,1015.124558,0.446116076,0.139591266,2.501720211,3.650504259,41.96370157,0.01004548
Riverside (SC),2016,LHDT1,1981,25,DSL,0.482574374,4.554078221,0.172848092,0.180663516,546.5903577,0.010651574,0.085916393,0.229322124,0.261067992,1.009320335,0.005167245
Riverside (SC),2016,LHDT1,1981,30,GAS,31.62790523,3.800213276,0.012513853,0.013609957,899.3054508,0.372702814,0.145940549,2.090034886,3.049773999,36.68076535,0.008899356
Riverside (SC),2016,LHDT1,1981,30,DSL,1.082227088,4.764999857,0.144288026,0.15081209,496.3631357,0.008891592,0.078021373,0.191430731,0.21793116,0.881733245,0.004692417
Riverside (SC),2016,LHDT1,1981,35,GAS,41.86157286,3.96739334,0.01093134,0.01188883,832.7936021,0.325845563,0.152360807,1.827269797,2.666347798,33.76701791,0.008241168
Riverside (SC),2016,LHDT1,1981,35,DSL,1.398521861,4.97842375,0.126041237,0.131740262,496.3631357,0.007767153,0.078021373,0.167222234,0.190371396,0.811188011,0.004692417
Riverside (SC),2016,LHDT1,1981,40,GAS,40.31935418,4.150839066,0.009992473,0.010867726,805.7105059,0.297315957,0.159405719,1.667282079,2.432894096,32.67125818,0.007973159
Riverside (SC),2016,LHDT1,1981,40,DSL,1.451832915,5.20036456,0.11521585,0.120425399,482.7745805,0.007100051,0.075885441,0.152859908,0.174020842,0.785923853,0.004563956
Riverside (SC),2016,LHDT1,1981,45,GAS,47.1788251,4.334774329,0.009558497,0.010395737,809.0058782,0.28386102,0.166469431,1.591829771,2.322794265,33.2888911,0.008005769
Riverside (SC),2016,LHDT1,1981,45,DSL,1.581284647,5.419982813,0.11021199,0.115195288,470.9086159,0.006791693,0.074020277,0.146221156,0.166463064,0.801888256,0.00445178
Riverside (SC),2016,LHDT1,1981,50,GAS,80.61472103,4.482652562,0.009568037,0.010406114,835.2190726,0.285672963,0.172148436,1.601990748,2.337621139,35.91009224,0.00826517
Riverside (SC),2016,LHDT1,1981,50,DSL,2.513884473,5.633473327,0.110321997,0.115310268,493.6847405,0.006798472,0.077600366,0.146367104,0.166629217,0.861633261,0.004667096
Riverside (SC),2016,LHDT1,1981,55,GAS,96.17966072,4.652861512,0.010022438,0.010900316,874.8127878,0.299658014,0.178685014,1.680415816,2.452058815,40.67613209,0.008656982
Riverside (SC),2016,LHDT1,1981,55,DSL,3.069826191,5.853048026,0.115561358,0.12078653,515.8830343,0.007121342,0.081089629,0.153318302,0.174542694,0.974998548,0.00487695
Riverside (SC),2016,LHDT1,1981,60,GAS,121.0950013,4.869249111,0.010986023,0.011948303,920.0618074,0.326501223,0.186995001,1.830946592,2.671712969,48.25829991,0.009104757
Riverside (SC),2016,LHDT1,1981,60,DSL,4.913884453,6.090706356,0.126671749,0.132399283,520.9601406,0.007806008,0.081887679,0.168058752,0.191323715,1.161886156,0.004924947
Riverside (SC),2016,LHDT1,1981,65,GAS,103.502385,5.249697685,0.012601627,0.013705419,963.7771254,0.362837807,0.201605464,2.034714111,2.969050054,59.17241144,0.009537356
Riverside (SC),2016,LHDT1,1981,65,DSL,7.506368568,6.344808967,0.145300088,0.151869913,527.7424144,0.008953959,0.082953758,0.19277346,0.219459768,1.458128068,0.004989064
Riverside (SC),2016,LHDT1,1981,70,GAS,21.5945274,5.516983793,0.013728057,0.014930514,983.3833216,0.384260764,0.211870119,2.154849312,3.144351058,66.21490212,0.009731375
Riverside (SC),2016,LHDT1,1981,70,DSL,2.047671429,6.468035612,0.158288121,0.165445207,521.7453415,0.009754332,0.082011102,0.210005026,0.23907676,1.6654815,0.00493237
Riverside (SC),2016,LHDT1,1982,5,GAS,0.825329373,2.92616456,0.048610849,0.052868734,2215.161883,1.451593478,0.112667644,8.13010641,11.86343219,120.9698078,0.021920823
Riverside (SC),2016,LHDT1,1982,5,DSL,0.566382836,3.734412095,0.560495925,0.585839064,1316.983587,0.034539947,0.20701148,0.743624732,0.846567318,2.907613832,0.012450231
Riverside (SC),2016,LHDT1,1982,10,GAS,0.27832873,3.084770934,0.033839969,0.036804054,1774.459904,1.008523587,0.118774549,5.648553955,8.242356672,85.79606219,0.017559719
Riverside (SC),2016,LHDT1,1982,10,DSL,0.173401635,3.929951698,0.390183778,0.407826157,1107.130193,0.024044648,0.174025449,0.517667113,0.589329591,2.065130608,0.010466362
Riverside (SC),2016,LHDT1,1982,15,GAS,0.660083434,3.319534938,0.024651651,0.02681092,1437.713431,0.720860088,0.12781379,4.037403936,5.891370346,63.2835545,0.01422734
Riverside (SC),2016,LHDT1,1982,15,DSL,0.614746114,4.151640839,0.284240049,0.297092123,723.0486622,0.017515982,0.113653181,0.377108773,0.429313266,1.544657145,0.00683541
Riverside (SC),2016,LHDT1,1982,20,GAS,1.904590441,3.444378321,0.018792158,0.020438186,1190.143292,0.554545068,0.1326207,3.105904293,4.532128253,50.1827494,0.011777433
Riverside (SC),2016,LHDT1,1982,20,DSL,1.470804794,4.345797915,0.216678541,0.226475783,616.2897993,0.013352578,0.096872174,0.287473137,0.327269054,1.216726787,0.005826155
Riverside (SC),2016,LHDT1,1982,25,GAS,8.97083966,3.607175751,0.014990818,0.016303883,1014.530069,0.442679205,0.138888975,2.479364297,3.617882562,41.64946841,0.010039597
Riverside (SC),2016,LHDT1,1982,25,DSL,7.169876645,4.554078221,0.172848092,0.180663516,546.5903577,0.010651574,0.085916393,0.229322124,0.261067992,1.009320335,0.005167245
Riverside (SC),2016,LHDT1,1982,30,GAS,20.43101868,3.771247474,0.012513853,0.013609957,898.7895316,0.369831517,0.145206314,2.071357881,3.022520557,36.40609195,0.008894251
Riverside (SC),2016,LHDT1,1982,30,DSL,16.07925149,4.764999857,0.144288026,0.15081209,496.3631357,0.008891592,0.078021373,0.191430731,0.21793116,0.881733245,0.004692417
Riverside (SC),2016,LHDT1,1982,35,GAS,27.04177121,3.937153266,0.01093134,0.01188883,832.3223931,0.323335255,0.151594271,1.810940918,2.642520736,33.51416328,0.008236505
Riverside (SC),2016,LHDT1,1982,35,DSL,20.77861936,4.97842375,0.126041237,0.131740262,496.3631357,0.007767153,0.078021373,0.167222234,0.190371396,0.811188011,0.004692417
Riverside (SC),2016,LHDT1,1982,40,GAS,26.04552759,4.119200741,0.009992473,0.010867726,805.2584681,0.29502544,0.158603741,1.652382885,2.411153227,32.42660882,0.007968685
Riverside (SC),2016,LHDT1,1982,40,DSL,21.57069142,5.20036456,0.11521585,0.120425399,482.7745805,0.007100051,0.075885441,0.152859908,0.174020842,0.785923853,0.004563956
Riverside (SC),2016,LHDT1,1982,45,GAS,30.47661392,4.301734021,0.009558497,0.010395737,808.5494171,0.281674159,0.165631915,1.577604835,2.302037272,33.03961677,0.008001252
Riverside (SC),2016,LHDT1,1982,45,DSL,23.49402802,5.419982813,0.11021199,0.115195288,470.9086159,0.006791693,0.074020277,0.146221156,0.166463064,0.801888256,0.00445178
Riverside (SC),2016,LHDT1,1982,50,GAS,52.07555982,4.448485105,0.009568037,0.010406114,834.7311078,0.283472144,0.171282349,1.587675012,2.31673165,35.6411898,0.008260341
Riverside (SC),2016,LHDT1,1982,50,DSL,37.35018382,5.633473327,0.110321997,0.115310268,493.6847405,0.006798472,0.077600366,0.146367104,0.166629217,0.861633261,0.004667096
Riverside (SC),2016,LHDT1,1982,55,GAS,62.1302116,4.617396696,0.010022438,0.010900316,874.2652308,0.297349454,0.17778604,1.665399256,2.430146686,40.37154053,0.008651563
Riverside (SC),2016,LHDT1,1982,55,DSL,45.61012002,5.853048026,0.115561358,0.12078653,515.8830343,0.007121342,0.081089629,0.153318302,0.174542694,0.974998548,0.00487695
Riverside (SC),2016,LHDT1,1982,60,GAS,78.22504255,4.832134956,0.010986023,0.011948303,919.4184539,0.323985863,0.186054219,1.814584856,2.647837962,47.89693146,0.009098391
Riverside (SC),2016,LHDT1,1982,60,DSL,73.00832221,6.090706356,0.126671749,0.132399283,520.9601406,0.007806008,0.081887679,0.168058752,0.191323715,1.161886156,0.004924947
Riverside (SC),2016,LHDT1,1982,65,GAS,66.8605507,5.209683694,0.012601627,0.013705419,962.9963757,0.360042511,0.200591176,2.016531465,2.94251798,58.7293158,0.00952963
Riverside (SC),2016,LHDT1,1982,65,DSL,111.5263047,6.344808967,0.145300088,0.151869913,527.7424144,0.008953959,0.082953758,0.19277346,0.219459768,1.458128068,0.004989064
Riverside (SC),2016,LHDT1,1982,70,GAS,13.94964951,5.474932506,0.013728057,0.014930514,982.5143522,0.381300425,0.21080419,2.135593111,3.116252455,65.7190708,0.009722776
Riverside (SC),2016,LHDT1,1982,70,DSL,30.42339658,6.468035612,0.158288121,0.165445207,521.7453415,0.009754332,0.082011102,0.210005026,0.23907676,1.6654815,0.00493237
Riverside (SC),2016,LHDT1,1983,5,GAS,1.283232932,2.967461507,0.048610849,0.052868734,2213.550783,1.440842529,0.113864407,8.06024722,11.76149382,120.1434464,0.021904879
Riverside (SC),2016,LHDT1,1983,5,DSL,0.560394202,3.734412095,0.560495925,0.585839064,1316.983587,0.034539947,0.20701148,0.743624732,0.846567318,2.907613832,0.012450231
Riverside (SC),2016,LHDT1,1983,10,GAS,0.43274916,3.128306293,0.033839969,0.036804054,1773.321613,1.001054151,0.120036179,5.600017887,8.171532955,85.20997747,0.017548455
Riverside (SC),2016,LHDT1,1983,10,DSL,0.171568178,3.929951698,0.390183778,0.407826157,1107.130193,0.024044648,0.174025449,0.517667113,0.589329591,2.065130608,0.010466362
Riverside (SC),2016,LHDT1,1983,15,GAS,1.026306378,3.36638352,0.024651651,0.02681092,1436.878602,0.715521176,0.129171435,4.002711921,5.84074784,62.85125583,0.014219079
Riverside (SC),2016,LHDT1,1983,15,DSL,0.608246112,4.151640839,0.284240049,0.297092123,723.0486622,0.017515982,0.113653181,0.377108773,0.429313266,1.544657145,0.00683541
Riverside (SC),2016,LHDT1,1983,20,GAS,2.961282192,3.492988817,0.018792158,0.020438186,1189.484833,0.550437937,0.134029405,3.079216332,4.493185244,49.83994412,0.011770917
Riverside (SC),2016,LHDT1,1983,20,DSL,1.455253278,4.345797915,0.216678541,0.226475783,616.2897993,0.013352578,0.096872174,0.287473137,0.327269054,1.216726787,0.005826155
Riverside (SC),2016,LHDT1,1983,25,GAS,13.94797913,3.658083806,0.014990818,0.016303883,1013.987223,0.439400586,0.140364261,2.458059978,3.586795349,41.36495516,0.010034226
Riverside (SC),2016,LHDT1,1983,25,DSL,7.094066142,4.554078221,0.172848092,0.180663516,546.5903577,0.010651574,0.085916393,0.229322124,0.261067992,1.009320335,0.005167245
Riverside (SC),2016,LHDT1,1983,30,GAS,31.76641574,3.824471073,0.012513853,0.013609957,898.3185786,0.367092431,0.146748704,2.053559419,2.996549084,36.15739692,0.008889591
Riverside (SC),2016,LHDT1,1983,30,DSL,15.90923795,4.764999857,0.144288026,0.15081209,496.3631357,0.008891592,0.078021373,0.191430731,0.21793116,0.881733245,0.004692417
Riverside (SC),2016,LHDT1,1983,35,GAS,42.04490046,3.992718292,0.01093134,0.01188883,831.8924031,0.320940534,0.153204515,1.795380129,2.61981447,33.28522341,0.00823225
Riverside (SC),2016,LHDT1,1983,35,DSL,20.55891717,4.97842375,0.126041237,0.131740262,496.3631357,0.007767153,0.078021373,0.167222234,0.190371396,0.811188011,0.004692417
Riverside (SC),2016,LHDT1,1983,40,GAS,40.49592782,4.177335003,0.009992473,0.010867726,804.8461292,0.29284039,0.160288439,1.638184531,2.390435022,32.20509819,0.007964605
Riverside (SC),2016,LHDT1,1983,40,DSL,21.34261428,5.20036456,0.11521585,0.120425399,482.7745805,0.007100051,0.075885441,0.152859908,0.174020842,0.785923853,0.004563956
Riverside (SC),2016,LHDT1,1983,45,GAS,47.38543895,4.362444374,0.009558497,0.010395737,808.1332114,0.279587994,0.167391267,1.564049023,2.282256662,32.8139186,0.007997133
Riverside (SC),2016,LHDT1,1983,45,DSL,23.24561453,5.419982813,0.11021199,0.115195288,470.9086159,0.006791693,0.074020277,0.146221156,0.166463064,0.801888256,0.00445178
Riverside (SC),2016,LHDT1,1983,50,GAS,80.96776326,4.511266555,0.009568037,0.010406114,834.2863595,0.281372662,0.17310172,1.57403267,2.296824777,35.39771993,0.00825594
Riverside (SC),2016,LHDT1,1983,50,DSL,36.95526263,5.633473327,0.110321997,0.115310268,493.6847405,0.006798472,0.077600366,0.146367104,0.166629217,0.861633261,0.004667096
Riverside (SC),2016,LHDT1,1983,55,GAS,96.60086768,4.682561995,0.010022438,0.010900316,873.7663828,0.295147192,0.179674494,1.651089057,2.409265276,40.09575697,0.008646627
Riverside (SC),2016,LHDT1,1983,55,DSL,45.12786261,5.853048026,0.115561358,0.12078653,515.8830343,0.007121342,0.081089629,0.153318302,0.174542694,0.974998548,0.00487695
Riverside (SC),2016,LHDT1,1983,60,GAS,121.6253219,4.900330855,0.010986023,0.011948303,918.8325939,0.321586324,0.188030498,1.798992757,2.625086007,47.56974092,0.009092593
Riverside (SC),2016,LHDT1,1983,60,DSL,72.23637063,6.090706356,0.126671749,0.132399283,520.9601406,0.007806008,0.081887679,0.168058752,0.191323715,1.161886156,0.004924947
Riverside (SC),2016,LHDT1,1983,65,GAS,103.9556609,5.283207936,0.012601627,0.013705419,962.285741,0.357375925,0.202721867,1.999204108,2.917233941,58.32812775,0.009522597
Riverside (SC),2016,LHDT1,1983,65,DSL,110.3470843,6.344808967,0.145300088,0.151869913,527.7424144,0.008953959,0.082953758,0.19277346,0.219459768,1.458128068,0.004989064
Riverside (SC),2016,LHDT1,1983,70,GAS,21.68909797,5.552200203,0.013728057,0.014930514,981.7236216,0.378476397,0.213043364,2.117242699,3.089475576,65.27013477,0.009714951
Riverside (SC),2016,LHDT1,1983,70,DSL,30.10171559,6.468035612,0.158288121,0.165445207,521.7453415,0.009754332,0.082011102,0.210005026,0.23907676,1.6654815,0.00493237
Riverside (SC),2016,LHDT1,1984,5,GAS,2.301538999,3.000157354,0.048610849,0.052868734,2193.873085,1.063930534,0.115143695,5.873703434,8.570894262,113.6777117,0.021710153
Riverside (SC),2016,LHDT1,1984,5,DSL,1.251238878,3.734412095,0.560495925,0.585839064,1316.983587,0.034539947,0.20701148,0.743624732,0.846567318,2.907613832,0.012450231
Riverside (SC),2016,LHDT1,1984,10,GAS,0.7761561,3.160766612,0.033839969,0.036804054,1759.597016,0.740011181,0.121307753,4.085422944,5.96143957,80.67188629,0.017412639
Riverside (SC),2016,LHDT1,1984,10,DSL,0.383074581,3.929951698,0.390183778,0.407826157,1107.130193,0.024044648,0.174025449,0.517667113,0.589329591,2.065130608,0.010466362
Riverside (SC),2016,LHDT1,1984,15,GAS,1.840729064,3.378972902,0.024651651,0.02681092,1427.5721,0.534499294,0.12968234,2.950841468,4.305860944,59.84160275,0.014126983
Riverside (SC),2016,LHDT1,1984,15,DSL,1.358081829,4.151640839,0.284240049,0.297092123,723.0486622,0.017515982,0.113653181,0.377108773,0.429313266,1.544657145,0.00683541
Riverside (SC),2016,LHDT1,1984,20,GAS,5.31119977,3.516959244,0.018792158,0.020438186,1181.959489,0.409121212,0.134978148,2.25865937,3.29583045,47.32469497,0.011696447
Riverside (SC),2016,LHDT1,1984,20,DSL,3.249265379,4.345797915,0.216678541,0.226475783,616.2897993,0.013352578,0.096872174,0.287473137,0.327269054,1.216726787,0.005826155
Riverside (SC),2016,LHDT1,1984,25,GAS,25.01636074,3.683989165,0.014990818,0.016303883,1007.837449,0.326460792,0.141388625,1.802311162,2.629928217,39.269161,0.009973369
Riverside (SC),2016,LHDT1,1984,25,DSL,15.8395132,4.554078221,0.172848092,0.180663516,546.5903577,0.010651574,0.085916393,0.229322124,0.261067992,1.009320335,0.005167245
Riverside (SC),2016,LHDT1,1984,30,GAS,56.97457014,3.852629144,0.012513853,0.013609957,893.0364629,0.272617363,0.147860896,1.505054599,2.196172137,34.31723157,0.00883732
Riverside (SC),2016,LHDT1,1984,30,DSL,35.52188257,4.764999857,0.144288026,0.15081209,496.3631357,0.008891592,0.078021373,0.191430731,0.21793116,0.881733245,0.004692417
Riverside (SC),2016,LHDT1,1984,35,GAS,75.40951896,4.023305819,0.01093134,0.01188883,827.1241498,0.23823282,0.154411333,1.315225844,1.919174464,31.58329434,0.008185064
Riverside (SC),2016,LHDT1,1984,35,DSL,45.9036092,4.97842375,0.126041237,0.131740262,496.3631357,0.007767153,0.078021373,0.167222234,0.190371396,0.811188011,0.004692417
Riverside (SC),2016,LHDT1,1984,40,GAS,72.63136322,4.206606062,0.009992473,0.010867726,800.3781477,0.217590426,0.161446254,1.201264175,1.752881864,30.57498553,0.007920391
Riverside (SC),2016,LHDT1,1984,40,DSL,47.65343512,5.20036456,0.11521585,0.120425399,482.7745805,0.007100051,0.075885441,0.152859908,0.174020842,0.785923853,0.004563956
Riverside (SC),2016,LHDT1,1984,45,GAS,84.98802751,4.390334657,0.009558497,0.010395737,803.7352949,0.207968739,0.168497613,1.148145163,1.675370726,31.17083227,0.007953612
Riverside (SC),2016,LHDT1,1984,45,DSL,51.90242249,5.419982813,0.11021199,0.115195288,470.9086159,0.006791693,0.074020277,0.146221156,0.166463064,0.801888256,0.00445178
Riverside (SC),2016,LHDT1,1984,50,GAS,145.2195156,4.548487745,0.009568037,0.010406114,829.5719899,0.208676465,0.174567405,1.152052348,1.681072081,33.57151982,0.008209287
